model,mae,rmse,n,negative_predictions,verified
persistence,20.987969087759815,41.67140770234165,34640,0,True
xgboost,17.750118577538288,34.936503849500944,34640,0,True
attention_lstm,19.610301750955557,37.71495828709621,34640,564,True
