dataset,horizon,horizon_minutes,outer_fold,model_seed,model,level,status,reason,role_bank_hash,data_hash,fit_n,calibration_n,test_n,original_test_groups,tuning_fits,final_fits,fit_count_scope,preserved_path,membership_version,original_status
pleia,6,60.0,2,45,seasonal_naive,0.9,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,45,seasonal_naive,0.95,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,persistence,0.9,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,persistence,0.95,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,xgboost,0.9,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,xgboost,0.95,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,attention_lstm,0.9,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,attention_lstm,0.95,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,seasonal_naive,0.9,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia,6,60.0,2,46,seasonal_naive,0.95,required_new,generic matched entrypoint required,71eb667e2ed175651d70ebdcf17848409bd01b14568e768b8f7d37b654481b9f,5f82d9b1241b651ae41db34771b44ea8dc61cee2367a2af45ca7be1d9403d5cb,14850,4951,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,persistence,0.9,completed_verified_energy_h1_v1,independent 3-point/6-level audit and saved-model reproduction; explicit zero-fit resume,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,persistence,0.95,completed_verified_energy_h1_v1,independent 3-point/6-level audit and saved-model reproduction; explicit zero-fit resume,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,xgboost,0.9,completed_verified_energy_h1_v1,independent 3-point/6-level audit and saved-model reproduction; explicit zero-fit resume,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,xgboost,0.95,completed_verified_energy_h1_v1,independent 3-point/6-level audit and saved-model reproduction; explicit zero-fit resume,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,attention_lstm,0.9,completed_verified_energy_h1_v1,independent 3-point/6-level audit and saved-model reproduction; explicit zero-fit resume,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,attention_lstm,0.95,completed_verified_energy_h1_v1,independent 3-point/6-level audit and saved-model reproduction; explicit zero-fit resume,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,seasonal_naive,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,42,seasonal_naive,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,persistence,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,persistence,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,xgboost,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,xgboost,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,attention_lstm,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,attention_lstm,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,seasonal_naive,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,43,seasonal_naive,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,persistence,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,persistence,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,xgboost,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,xgboost,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,attention_lstm,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,attention_lstm,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,seasonal_naive,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,44,seasonal_naive,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,persistence,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,persistence,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,xgboost,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,xgboost,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,attention_lstm,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,attention_lstm,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,seasonal_naive,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,45,seasonal_naive,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,persistence,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,persistence,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,xgboost,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,xgboost,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,attention_lstm,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,attention_lstm,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,seasonal_naive,0.9,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,0,46,seasonal_naive,0.95,required_new,generic matched entrypoint required,2c01da7ec94037d9b88d36fa91b52f5ec841f85bc648406f8796c190ac7c4c92,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,29719,9907,9909,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,persistence,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,persistence,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,xgboost,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,xgboost,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,attention_lstm,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,attention_lstm,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,seasonal_naive,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,42,seasonal_naive,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,persistence,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,persistence,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,xgboost,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,xgboost,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,attention_lstm,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,attention_lstm,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,seasonal_naive,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,43,seasonal_naive,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,44,persistence,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,44,persistence,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,0,0,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,44,xgboost,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,44,xgboost,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,44,attention_lstm,0.9,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
pleia_energy,1,10.0,1,44,attention_lstm,0.95,required_new,generic matched entrypoint required,6555410ca489cfd7a7bd498b3bf6b961842306f1eb188501314e4cd048c126ae,8bfbf2d874682c3d69016a5b2b5cd9586d83211bbc7d08f2d1563f696869362b,22289,7430,9907,1,4,1,"per unique dataset/horizon/fold/seed/model, shared across levels",,matched_pilot_protocol,required_new
