dataset,outer_fold,model_seed,horizon,level,method,support,group_id,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Eagle_assembly_Benny,3475,0.8771223021582734,-0.022877697841726663,0.022877697841726663,22.55843321504424,36.68728395843836,5.832603473361123,9.423099547111613,20268.297069929904,308561.94763484347,78390.55542227873,127488.31175557329,3048,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Eagle_assembly_Ian,3475,0.8256115107913669,-0.07438848920863317,0.07438848920863317,157.3181812388618,326.00817942940563,43.94126061333916,75.29186377597475,152695.8806313536,19699305.009238288,546680.6798050448,1132878.4235171846,2869,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Fox_education_Henrietta,3475,0.8676258992805755,-0.03237410071942448,0.03237410071942448,5.586149748233107,7.979866911484566,1.0265715215583446,1.6383945435350145,3567.3360374152476,9328.069963991446,19411.870375110047,27730.03751740887,3015,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Hog_assembly_Colette,3475,0.7602877697841727,-0.13971223021582735,0.13971223021582735,127.63451094544119,261.06747346609575,41.133162715488545,56.56449595735027,142937.7404363227,11118409.155109104,443529.92553540814,907209.4702946827,2642,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Hog_assembly_Dona,3475,0.8532374100719424,-0.046762589928057596,0.046762589928057596,114.07462769480875,168.6606140943232,31.802602917983723,40.87627026639241,110514.04513999344,5806271.411346769,396409.33123946044,586095.6339777731,2965,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Lamb_assembly_Bertie,3475,0.6854676258992806,-0.21453237410071946,0.21453237410071946,45.94333975046626,79.19132721528446,11.162727708327958,20.405628765991267,38790.47878643966,1446954.15654069,159653.10563287025,275189.8620731135,2382,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Lamb_assembly_Cesar,3475,0.6955395683453237,-0.2044604316546763,0.2044604316546763,7.669559822266941,20.810522116873226,1.3654883281088641,2.0330626813099864,4745.071940178303,14363.369934820344,26651.72038237762,72316.56435613446,2417,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Moose_education_Ricardo,3365,0.9063893016344725,0.0063893016344724884,0.0063893016344724884,40.79622119663326,52.6136902687533,7.11643017153353,10.162389602837644,23946.787527210327,347517.55661013775,137279.28432667092,177045.06775435485,3050,3365,0,2,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Mouse_health_Estela,3475,0.9266187050359712,0.02661870503597119,0.02661870503597119,56.82155742777741,73.4492266695754,9.778914210849573,18.03636471272634,33981.72688270226,1130453.8208754174,197454.9120615265,255236.06267677448,3220,3475,0,5,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,native,Mouse_health_Justin,3475,0.8489208633093526,-0.05107913669064745,0.05107913669064745,101.11761731533686,167.0099982291799,20.095895300210547,36.37226044430189,69833.23616823166,4597221.121152744,351383.72017079557,580359.7438464002,2950,3475,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,common,Eagle_assembly_Benny,3470,0.8769452449567723,-0.023054755043227737,0.023054755043227737,22.56902766266039,36.71823698061271,5.834779797697195,9.424560351607592,20246.685898009266,308213.5122391955,78314.52598943155,127412.28232272611,3043,3470,0,0,complete
bdg2,2,46,1,0.9,quantile_uncalibrated,common,Eagle_assembly_Ian,3470,0.8253602305475505,-0.07463976945244954,0.07463976945244954,157.45403923229676,326.38710658449844,43.98409095995791,75.34352843327059,152624.79563105394,19697966.05040944,546365.5161360698,1132563.2598482096,2864,3470,0,0,complete
