model,mae,rmse,n,negative_predictions,verified
persistence,0.12998936988997678,0.25754481604675455,9907,0,True
xgboost,0.12951562300860653,0.24693131557635914,9907,0,True
attention_lstm,0.1542452122725451,0.26103274930959713,9907,0,True
