dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,role,n,groups,zero_targets,negative_targets,adjacent_equal_targets,minimum,maximum,posthoc_cleaning_or_clipping
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,True,calibration,4952,1,0,0,716,17.5,29.6,False
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,True,test,9907,1,0,0,1622,21.8,33.4,False
