dataset,outer_fold,model_seed,horizon,owner,owner_sha256,owner_run,run_tree_sha256,original_protocol,original_protocol_sha256,historical_source_sha256,historical_reuse
pleia_energy,1,46,1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1/units/pleia_energy_h1_f1_s46_xgboost/model.ubj,cd75d9e5a61419f2a03e27103b9cd2b203f58856d156bcb65f93d2bbd59f7a76,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1,0d3c554bc472c4946e5cbd91a31f8e897e08dada22d76694a5bb67d1cab35a35,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h1_f1_s46_v1_core_completion_v1\frozen_protocol.json,42ce421db703589fa05f08743d029d900203f71dcfc809653f70282c90d5db0c,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
pleia_energy,1,46,3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1/units/pleia_energy_h3_f1_s46_xgboost/model.ubj,31a94f1b07f9b2eb5681e4f7ffab2ae383dcb1246dc46381e0eb69157053cd47,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1,058fc92de263415f723c14dd3f5a52a548adaf5d784643e386847624094c6c06,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h3_f1_s46_v1_core_completion_v1\frozen_protocol.json,8776270b62861d4d439b536f09407a9ef30671a279401e7b6b22fc5064d2538e,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
pleia_energy,1,46,6,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1/units/pleia_energy_h6_f1_s46_xgboost/model.ubj,d7c471538301583145b34cc030d6695ea31aa5fce4d1c6df5f6d3ba2592a6c41,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1,637cc86b29bc4709db954fa98a57da727fbe4235bb5a9cb8f4e1546aa0bf9e2c,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h6_f1_s46_v1_core_completion_v1\frozen_protocol.json,d65ac7c08324f695c221b4ac18143deff39ac0c271dc8aa96bc98db95fd1cd85,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
pleia_energy,2,43,1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s43_v1/units/pleia_energy_h1_f2_s43_xgboost/model.ubj,93ab9f45ef5ee0c91804bc2d2b76f111ef30516d33f22177ecd9477acb42a160,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s43_v1,fa80cf5187d33c0fe3b71d4bd5360c103c4591f5179be3411dfe0884ee61e2aa,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h1_f2_s43_v1\frozen_protocol.json,9a5f8e926042af5fac0c3fceb0e887889cd310cf57cdaa89b6239e4da7611673,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,43,3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s43_v1/units/pleia_energy_h3_f2_s43_xgboost/model.ubj,c7904692a49e9f17cbf6d01af2ae1899b0883717f28673d2451cea98bee6293b,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s43_v1,9fad1187c016cda3c494832d937408605eb24dff8325cf1955ad4ac58b37be63,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h3_f2_s43_v1\frozen_protocol.json,0994b58ad507c89e4477b9d8f239790b940d570f5a1e8d13854e7914fd34622b,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,43,6,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s43_v1/units/pleia_energy_h6_f2_s43_xgboost/model.ubj,930840efa2d571b3e27327c2116331fe3a29a07b70da33edaa9f7faeb5a3e7bd,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s43_v1,adcb291bee22d445ffce66cbf0e7032b22cacb03865d22c723cc2616bee27646,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h6_f2_s43_v1\frozen_protocol.json,b93741f34b2850dc828bbe017dd62253e0e099a5101de4a74885b6a91db639c5,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,44,1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1/units/pleia_energy_h1_f2_s44_xgboost/model.ubj,e737458f82a2c664cd760e4d9349495670cd980958963d719c5480385c12b1d2,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,3830b3d2b044860e227a00ded98bc998087a42850ae778f93c57aac8e5b11509,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h1_f2_s44_v1\frozen_protocol.json,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,44,3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1/units/pleia_energy_h3_f2_s44_xgboost/model.ubj,9db037a73dac947d20049850d72525421de82df5133e7dfea0cb42de6d1863ab,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1,0647cb818d0dfd72a8348cad87ca6fc2e8a58c958225531d9506cb419ff6b29d,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h3_f2_s44_v1\frozen_protocol.json,7005585684404ffcda0b1dfc1efe74e1c1f8f20f66456d7cf8b530c192a57eff,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,44,6,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1/units/pleia_energy_h6_f2_s44_xgboost/model.ubj,e0e86f9fd6020d27baf687922611300dff62173066a61ab4ce7b3d3b69bfacca,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1,1193f918b5968d652e41054cd6d3903afb969127717414e44cbe0c1296e6474a,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h6_f2_s44_v1\frozen_protocol.json,5d84a3cdb1f24e4bae241c0a4e3a47bf0400815a82460b134e1a6e358a87472e,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,45,1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1/units/pleia_energy_h1_f2_s45_xgboost/model.ubj,2e8f3b645ef2909ad6110463a281ad11348ade7021b5cd7a38d1a0473d07d155,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,197156cceed732dc5b4c4cb2d6345d954637fcdef9d14b146d5285b24a59f071,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h1_f2_s45_v1\frozen_protocol.json,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,45,3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1/units/pleia_energy_h3_f2_s45_xgboost/model.ubj,8297400419dbabb85065cfa0f208b8316911d9daffbf60c5738a22e75a9e9baf,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,4f15e2d343199a786f30114255893effe4afd9f49c3b030f4ad5f50c17f14b86,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h3_f2_s45_v1\frozen_protocol.json,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,45,6,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1/units/pleia_energy_h6_f2_s45_xgboost/model.ubj,92ed2b46f911b8c79dae28ca8cf7fe100e81cd1beaacaef3b9101cfe3c432a75,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,aa082fa63ae67a41b778e7c3b77b2163795776be6f5dddda1f96ba8bc5572b47,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h6_f2_s45_v1\frozen_protocol.json,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,46,1,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1/units/pleia_energy_h1_f2_s46_xgboost/model.ubj,4a22cc9bf65344a45fd3c22975c5a462175159a863815c13ca39ebbcfd943aac,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,39349ed2070b46f8c99d8a163b19069d3933ea24aeeea0c028d123fc917af109,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h1_f2_s46_v1\frozen_protocol.json,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,46,3,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1/units/pleia_energy_h3_f2_s46_xgboost/model.ubj,29512181abadfb4d2fc0a46685b4cd9545058ac45d9a92c0cb0e6ae4d3474f63,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,2134cf9ccc559c3996ef58549ab10e484ac520db362733da2bd957881e4bfa70,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h3_f2_s46_v1\frozen_protocol.json,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
pleia_energy,2,46,6,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1/units/pleia_energy_h6_f2_s46_xgboost/model.ubj,242ad33d3aada2b54e2e17c275cd590a68a17ce8cdc5de8f00b9eee35c97d3e7,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,b0a31a9056064e41dc167e37f748aa24eaad4ebdd889f2bb28561a377434a2f6,smart_building_conformal\protocols\matched_forecasting005\pleia_energy_h6_f2_s46_v1\frozen_protocol.json,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,True
rico,0,42,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s42_v1/units/rico_h5_f0_s42_xgboost/model.ubj,6c8d47086edb08907d29a438abc17aa2cee2fd2048cc76bbe4bf5aaa45785713,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s42_v1,c833c133c129b0b4512b0f72a3dd9a3445bf6ce542ece6d67a0b05fb20db559a,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f0_s42_v1_core_completion_v1\frozen_protocol.json,3f801ca1ae6e6bae5d5867d1603ec24dd3199541578c72841a5acb5c0996d654,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,42,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s42_v1/units/rico_h15_f0_s42_xgboost/model.ubj,afa9ebacb03c5c372106ab71d37abe1f4e1f407904d341a864535a4033678de1,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s42_v1,a84637f02c4e7aba30c3b5ab9e6ae930b4793f08d9aab29ec5f246e8293efbb8,smart_building_conformal\protocols\matched_forecasting005\rico_h15_f0_s42_v1_core_completion_v1\frozen_protocol.json,35d7e7979e0029b011d3a644df29a6f5dfcb2060f66e6efbcf4e730e5b8e0152,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,42,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s42_v1/units/rico_h30_f0_s42_xgboost/model.ubj,594516e82d46154e2bbd9d9bfea0bee0588763a2056ca2d71a930813c0e66804,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s42_v1,c624c0b684b341ea12933c94ebcd16d392002f61a6784884b2be5131f00630ce,smart_building_conformal\protocols\matched_forecasting005\rico_h30_f0_s42_v1_core_completion_v1\frozen_protocol.json,5ba13322b01145d05b2c5f2b05c5619bcfe383aea85e60905e78991ecdf1b774,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,42,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s42_v1/units/rico_h60_f0_s42_xgboost/model.ubj,e1f44ff9aaf8395729d4bdfbaeafd699e3a268fcdd36478f8e62adcfc39374ea,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s42_v1,88be49c64cc821c7087532cde2e7ba69ac9de9961b9801d995bbea331dd2561b,smart_building_conformal\protocols\matched_forecasting005\rico_h60_f0_s42_v1_core_completion_v1\frozen_protocol.json,bf2e8cdb70aac376e7897ea8a3d31c01c5e326f268cf59ea5c736aa306992b81,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,43,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s43_v1/units/rico_h5_f0_s43_xgboost/model.ubj,83ff8d60cf95acdae86c975a4092da69949e20e6bec4fb044059558568a33d9d,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s43_v1,cd322f616cd6386a9f1efca7bdf1c9142e3252dfa2cec326ebfe255692d4a1aa,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f0_s43_v1_core_completion_v1\frozen_protocol.json,ec20d7056803562a22b537d1a31f678fe8d0eff62f13d3c26848638427c5eb00,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,43,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s43_v1/units/rico_h15_f0_s43_xgboost/model.ubj,05a52ebbf11c60eeb10611ddce605e3bf3a61fe664d723c4ce26a99fe888134d,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s43_v1,fe16400fd5ec8d6f0b971e063968e51573ded11de4d1568c23e6db4daef5fc05,smart_building_conformal\protocols\matched_forecasting005\rico_h15_f0_s43_v1_core_completion_v1\frozen_protocol.json,5e4c6f01b06012be787fa7b53f389e83a242274dc394ead5405992032a32460c,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,43,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s43_v1/units/rico_h30_f0_s43_xgboost/model.ubj,620bb8b8737bd70849b0e71b0ecdadce28f29c246fb45a4a2932479262557639,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s43_v1,53ffd1e2647930c4528fcd9e20356b3ff2479a1984b941a82f81152d711f96b7,smart_building_conformal\protocols\matched_forecasting005\rico_h30_f0_s43_v1_core_completion_v1\frozen_protocol.json,8c6793b1bbccd40a36062d6b912ccf43bdbfde27616522befa8b716b46bc1625,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,43,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s43_v1/units/rico_h60_f0_s43_xgboost/model.ubj,8bfd6f1de197d0e3da91f5500cfceaf5678f17de3b8dc2a4f9097d6cbf93d414,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s43_v1,22f26994339444ac7d62b97d0a25d408f7ec46018ed45129d95e72115ece610b,smart_building_conformal\protocols\matched_forecasting005\rico_h60_f0_s43_v1_core_completion_v1\frozen_protocol.json,89e6eaa301e5e0b123943db829657b9330a883f25f73675dce4a9316c23e7b9b,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,44,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s44_v1/units/rico_h5_f0_s44_xgboost/model.ubj,f84e917c45d9aab9a2ce889af9fbd8894b8f6633efdb594d6161f0dcfe9eea72,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s44_v1,3622c05a6e5b555fb4b424c07ae9652bc5a126cc701aeff468eda2de927804f0,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f0_s44_v1_core_completion_v1\frozen_protocol.json,e27e0345c56115aa6dfefa687af04ed3d2e15260de6f78e2a43cbb6be0d404d5,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,44,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s44_v1/units/rico_h15_f0_s44_xgboost/model.ubj,78bd4e92a378a77d058323a9d42a192f771de86940a1e14b0a9a3e03cfb61711,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s44_v1,df028a04cf7022c304a99d68b09492726cd9c4f1d9b9bd84fd27a47f635dde83,smart_building_conformal\protocols\matched_forecasting005\rico_h15_f0_s44_v1_core_completion_v1\frozen_protocol.json,764d937d759bcd77be47c7735d6ccf9fd72aa6847f7d3182c428b3859e467156,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,44,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s44_v1/units/rico_h30_f0_s44_xgboost/model.ubj,beb265c06930e2e3b6d9d807cafe510facd234edfc3080135471e6ac4f4d46e6,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s44_v1,ccd77c2ba4f2a791fabcc380a6b808274911f59721b561ec89c9a7c806ceb5f7,smart_building_conformal\protocols\matched_forecasting005\rico_h30_f0_s44_v1_core_completion_v1\frozen_protocol.json,748c000f3e34a704f1bb4d7ef093ebc332ff85f8e26142edb9f3e52d9691dcef,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,44,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s44_v1/units/rico_h60_f0_s44_xgboost/model.ubj,ca7d1841f7beeb31fb09812702054f7538ffcd8b3f437ddad06f164716b26988,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s44_v1,fcd21e150353e45b9f7d21546e70b0c0794fed25841d47dea0c2b418cff28e2d,smart_building_conformal\protocols\matched_forecasting005\rico_h60_f0_s44_v1_core_completion_v1\frozen_protocol.json,be47b44af22e24fa1a28c4289662e0d89e524fb4d4521fe0d996678db7fdde0b,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,45,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s45_v1/units/rico_h5_f0_s45_xgboost/model.ubj,08979ffea4d149735d050be1c84c7b4968b859e35b33ffd933f7f99ba00861b2,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s45_v1,5b279cd07a4696cad6496b237049574dad2b39d79fbd2f684f4a7d94bf2381bb,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f0_s45_v1_core_completion_v1\frozen_protocol.json,04fd6d4a75fe7c2cdc98b330af13b52b24962d3a9a5b8569662c0bff77741edc,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,45,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s45_v1/units/rico_h15_f0_s45_xgboost/model.ubj,45e3cb7cbab20a5eda3ccdebf7f61a558ff9c7998733ac580c2e4c1605fd96d0,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s45_v1,5cb94f1dcd09a4a49dd6e8bb877b01651326f3d158f750186ecf3c3ced4a553e,smart_building_conformal\protocols\matched_forecasting005\rico_h15_f0_s45_v1_core_completion_v1\frozen_protocol.json,02b8a64fc716d3b0d159c2a37c6233c5afa5e2db3bc98070e3a88c21683aed29,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,45,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s45_v1/units/rico_h30_f0_s45_xgboost/model.ubj,9350204d7509c00c5fedf8909ff281d8ad69e7455d0b11cb8e4f9580bd9f21d5,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s45_v1,86928b0e12c339d8be2ccc61a50ea3355e59bca9364d8abcfb0e5c2be2510487,smart_building_conformal\protocols\matched_forecasting005\rico_h30_f0_s45_v1_core_completion_v1\frozen_protocol.json,3b6f77e778a009fc19ea750996d39a8b1b9c61db93bae48713725210281ce09d,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,45,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s45_v1/units/rico_h60_f0_s45_xgboost/model.ubj,98be9888ca52fc51ee4ddcdf8975584767ca4ca211e20970831cc2e7e29645d2,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s45_v1,47ff2796b03745830e5a63d4178e7352e43fe13b05490c4d2b09389781b3e8d6,smart_building_conformal\protocols\matched_forecasting005\rico_h60_f0_s45_v1_core_completion_v1\frozen_protocol.json,d6b8bba37de95183b62360d706317177bfba15aba34b647f220cbbe8595bb3e2,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,46,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s46_v1/units/rico_h5_f0_s46_xgboost/model.ubj,e666dc8c2fdd07b1bce45d12b27dd056721e29d10415875996b7f6b8dd28a208,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s46_v1,d0881d25c161413167f68acd3765322bcfb14e44cc0c8733d1d92cbe5abba2e6,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f0_s46_v1_core_completion_v1\frozen_protocol.json,fc8c69fd2c3a2a71958f06036813be5af871658ce02f58821403d78fd1d3592c,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,46,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s46_v1/units/rico_h15_f0_s46_xgboost/model.ubj,eafd8f98c0964834b9191316a0dde9e34d7b9a6eb006a88cdecd2c029045dfb8,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s46_v1,24fec8400e0d06e8eaded60e5d591706a3c71da91c2f99a5208bc7509fdea52c,smart_building_conformal\protocols\matched_forecasting005\rico_h15_f0_s46_v1_core_completion_v1\frozen_protocol.json,a9aa95f7fc5f7421389a93a8419e797cc7b79c9f83c3c516c9012ab5755f3645,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,46,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s46_v1/units/rico_h30_f0_s46_xgboost/model.ubj,aac44a71f29b08f2e6ed482ba9fddc92c610281a3ebeb617d66e8acfc7a634be,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s46_v1,7d9331ba2de74b2817c42123a327fe71ed684a9c630da4facc54bc625ae0ac21,smart_building_conformal\protocols\matched_forecasting005\rico_h30_f0_s46_v1_core_completion_v1\frozen_protocol.json,7156939e7a0a8e5a2a20d5f1c3732b58a8f7dfc65075264d23a5e285f0bde468,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,0,46,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s46_v1/units/rico_h60_f0_s46_xgboost/model.ubj,1dfe9de1c4980440a8f1f3fe5bc338a964c4591e07baca675a3e6727dc1c3b2d,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s46_v1,483919761cea731c1035613f578973eecb9e16f183b178ced3b7691432468360,smart_building_conformal\protocols\matched_forecasting005\rico_h60_f0_s46_v1_core_completion_v1\frozen_protocol.json,c8a0f7f09c510ab5d3239bbece5a47692acdfb33881d2fa9338f70f7a34d4d65,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,1,42,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f1_s42_v1/units/rico_h5_f1_s42_xgboost/model.ubj,a218ea2fccf0fa70e7f38259cd42e5c403038107316382507f90f3cb70ac5e2e,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f1_s42_v1,d5ff131a29342a121956621f19eed77ed70ab22ec4c3bc58a52c418ea968958b,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f1_s42_v1_core_completion_v1\frozen_protocol.json,cac92156db8910e89e83c530999b6a597b6c85ec98c14f7a800c658b2c089667,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,1,42,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f1_s42_v1/units/rico_h15_f1_s42_xgboost/model.ubj,8d27b626bdc87fff05a52c3f5e8ecc1d4701299d15ee92208061841d8263e4ca,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f1_s42_v1,fe781e9c307c4c0660e0d4f9af627c25e72e40b172d219e647b03e4728e6cf96,smart_building_conformal\protocols\matched_forecasting005\rico_h15_f1_s42_v1_core_completion_v1\frozen_protocol.json,ed3c67ad2e6adbe1a6cbc2af3381b7c8ea11ef24a4e2aef349a4f7112a58705e,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,1,42,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f1_s42_v1/units/rico_h30_f1_s42_xgboost/model.ubj,c285c93955205bba8b45bcf7eac4329716828dcdf9b8a5c535e5c892d22920c5,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f1_s42_v1,a5a68daf6db804f90c69968ee6932dc19981f22d65461fc6a7dcd1531e8422d0,smart_building_conformal\protocols\matched_forecasting005\rico_h30_f1_s42_v1_core_completion_v1\frozen_protocol.json,5c3d3d8d79736ad0df2ee5929d1975d8474fd7152d7cdeb6a7495cd5966cef9c,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,1,42,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f1_s42_v1/units/rico_h60_f1_s42_xgboost/model.ubj,b171449063bd7157349bf52d84a845fff4f959477d8730b571e623cb581c4534,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f1_s42_v1,153c8695340933da34a67db9349283a21beea8b417b49b55265e8713205657bc,smart_building_conformal\protocols\matched_forecasting005\rico_h60_f1_s42_v1_core_completion_v1\frozen_protocol.json,34d425451e5135d492a17e115b44c401310e46fac877c8dc0518c8fb9c6c1491,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
rico,1,43,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f1_s43_v1/units/rico_h5_f1_s43_xgboost/model.ubj,123546a97d6ff3f7b0d99c3b35e44fdfc309ed0fe514b0816383d1b101ce08c0,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f1_s43_v1,ba3176af6dbc7a8185ebe890397ec0055c067f46d5e86e0192174594ffe02431,smart_building_conformal\protocols\matched_forecasting005\rico_h5_f1_s43_v1_core_completion_v1\frozen_protocol.json,9ed966086f249e7122ffba92921ba5ed2f8c993d1d59d1175560a89a297eb56f,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,False
