timestamp,dif_cons,preceding_zero_steps,stall_hours,implied_rate_per_step
2021-08-15 23:00:00+00:00,326.53125,556,92.7,0.5862320466786356
2021-12-13 07:30:00+00:00,246.0078125,385,64.2,0.637325939119171
2021-07-20 12:00:00+00:00,3.046875,0,0.0,3.046875
2021-07-19 15:30:00+00:00,2.9609375,0,0.0,2.9609375
2021-07-21 07:00:00+00:00,2.9296875,0,0.0,2.9296875
2021-09-30 10:50:00+00:00,2.890625,0,0.0,2.890625
