horizon,nominal_coverage,group_id,sum,size,pct
5,0.9,P5S18,0,221,0.0
5,0.9,P5S19,0,221,0.0
5,0.9,P5S20,0,221,0.0
5,0.9,P5S21,0,221,0.0
5,0.9,P5S22,0,221,0.0
5,0.9,P5S23,0,221,0.0
5,0.9,P5S24,0,221,0.0
5,0.9,P5S25,0,221,0.0
5,0.9,P5S26,0,221,0.0
5,0.9,P5S27,0,221,0.0
5,0.9,P5S28,0,221,0.0
5,0.9,P5S29,0,221,0.0
5,0.9,P5S30,0,221,0.0
5,0.9,P5S31,46,221,20.81447963800905
5,0.9,P5S32,76,221,34.38914027149321
5,0.9,P5S33,0,221,0.0
5,0.9,P5S34,0,221,0.0
5,0.9,P5S35,0,221,0.0
5,0.9,P5S36,0,221,0.0
5,0.9,P5S37,8,221,3.6199095022624435
5,0.9,P5S38,0,221,0.0
5,0.9,P5S39,0,221,0.0
5,0.9,P5S40,0,221,0.0
5,0.9,P5S41,0,221,0.0
5,0.9,P5S42,0,221,0.0
5,0.9,P5S43,170,221,76.92307692307692
5,0.9,P5S44,0,221,0.0
5,0.9,P5S45,0,221,0.0
5,0.9,P5S46,0,221,0.0
5,0.9,P5S47,0,221,0.0
5,0.9,P5S48,0,221,0.0
5,0.9,P5S49,0,221,0.0
5,0.9,P5S50,146,221,66.0633484162896
5,0.9,P5S51,0,221,0.0
5,0.9,P5S52,0,221,0.0
5,0.9,P5S53,0,221,0.0
5,0.9,P5S54,0,221,0.0
5,0.9,P5S55,17,221,7.6923076923076925
5,0.9,P5S56,0,221,0.0
5,0.9,P5S57,0,221,0.0
5,0.9,P5S58,0,221,0.0
5,0.9,P5S59,0,221,0.0
5,0.95,P5S18,0,221,0.0
5,0.95,P5S19,0,221,0.0
5,0.95,P5S20,0,221,0.0
5,0.95,P5S21,0,221,0.0
5,0.95,P5S22,0,221,0.0
5,0.95,P5S23,0,221,0.0
5,0.95,P5S24,0,221,0.0
5,0.95,P5S25,0,221,0.0
5,0.95,P5S26,0,221,0.0
5,0.95,P5S27,0,221,0.0
5,0.95,P5S28,0,221,0.0
5,0.95,P5S29,31,221,14.027149321266968
5,0.95,P5S30,0,221,0.0
5,0.95,P5S31,85,221,38.46153846153846
5,0.95,P5S32,170,221,76.92307692307692
5,0.95,P5S33,15,221,6.787330316742081
5,0.95,P5S34,0,221,0.0
5,0.95,P5S35,0,221,0.0
5,0.95,P5S36,0,221,0.0
5,0.95,P5S37,0,221,0.0
5,0.95,P5S38,0,221,0.0
5,0.95,P5S39,4,221,1.8099547511312217
5,0.95,P5S40,0,221,0.0
5,0.95,P5S41,1,221,0.45248868778280543
5,0.95,P5S42,0,221,0.0
5,0.95,P5S43,186,221,84.16289592760181
5,0.95,P5S44,13,221,5.882352941176471
5,0.95,P5S45,8,221,3.6199095022624435
5,0.95,P5S46,0,221,0.0
5,0.95,P5S47,0,221,0.0
5,0.95,P5S48,0,221,0.0
5,0.95,P5S49,39,221,17.647058823529413
5,0.95,P5S50,164,221,74.2081447963801
5,0.95,P5S51,0,221,0.0
5,0.95,P5S52,0,221,0.0
5,0.95,P5S53,0,221,0.0
5,0.95,P5S54,3,221,1.3574660633484164
5,0.95,P5S55,40,221,18.099547511312217
5,0.95,P5S56,14,221,6.334841628959276
5,0.95,P5S57,0,221,0.0
5,0.95,P5S58,0,221,0.0
5,0.95,P5S59,0,221,0.0
15,0.9,P5S18,0,211,0.0
15,0.9,P5S19,0,211,0.0
15,0.9,P5S20,0,211,0.0
15,0.9,P5S21,0,211,0.0
15,0.9,P5S22,0,211,0.0
15,0.9,P5S23,0,211,0.0
15,0.9,P5S24,0,211,0.0
15,0.9,P5S25,0,211,0.0
15,0.9,P5S26,0,211,0.0
15,0.9,P5S27,0,211,0.0
15,0.9,P5S28,0,211,0.0
15,0.9,P5S29,4,211,1.8957345971563981
15,0.9,P5S30,0,211,0.0
15,0.9,P5S31,6,211,2.843601895734597
15,0.9,P5S32,0,211,0.0
15,0.9,P5S33,0,211,0.0
15,0.9,P5S34,0,211,0.0
15,0.9,P5S35,0,211,0.0
15,0.9,P5S36,0,211,0.0
15,0.9,P5S37,32,211,15.165876777251185
15,0.9,P5S38,0,211,0.0
15,0.9,P5S39,0,211,0.0
15,0.9,P5S40,0,211,0.0
15,0.9,P5S41,0,211,0.0
15,0.9,P5S42,0,211,0.0
15,0.9,P5S43,0,211,0.0
15,0.9,P5S44,0,211,0.0
15,0.9,P5S45,9,211,4.265402843601896
15,0.9,P5S46,0,211,0.0
15,0.9,P5S47,0,211,0.0
15,0.9,P5S48,0,211,0.0
15,0.9,P5S49,0,211,0.0
15,0.9,P5S50,0,211,0.0
15,0.9,P5S51,0,211,0.0
15,0.9,P5S52,0,211,0.0
15,0.9,P5S53,0,211,0.0
15,0.9,P5S54,0,211,0.0
15,0.9,P5S55,6,211,2.843601895734597
15,0.9,P5S56,0,211,0.0
15,0.9,P5S57,0,211,0.0
15,0.9,P5S58,0,211,0.0
15,0.9,P5S59,0,211,0.0
15,0.95,P5S18,0,211,0.0
15,0.95,P5S19,0,211,0.0
15,0.95,P5S20,0,211,0.0
15,0.95,P5S21,0,211,0.0
15,0.95,P5S22,0,211,0.0
15,0.95,P5S23,0,211,0.0
15,0.95,P5S24,0,211,0.0
15,0.95,P5S25,0,211,0.0
15,0.95,P5S26,0,211,0.0
15,0.95,P5S27,0,211,0.0
15,0.95,P5S28,0,211,0.0
15,0.95,P5S29,7,211,3.3175355450236967
15,0.95,P5S30,0,211,0.0
15,0.95,P5S31,3,211,1.4218009478672986
15,0.95,P5S32,14,211,6.6350710900473935
15,0.95,P5S33,0,211,0.0
15,0.95,P5S34,0,211,0.0
15,0.95,P5S35,0,211,0.0
15,0.95,P5S36,0,211,0.0
15,0.95,P5S37,31,211,14.691943127962086
15,0.95,P5S38,54,211,25.592417061611375
15,0.95,P5S39,0,211,0.0
15,0.95,P5S40,0,211,0.0
15,0.95,P5S41,0,211,0.0
15,0.95,P5S42,0,211,0.0
15,0.95,P5S43,73,211,34.59715639810427
15,0.95,P5S44,0,211,0.0
15,0.95,P5S45,2,211,0.9478672985781991
15,0.95,P5S46,0,211,0.0
15,0.95,P5S47,0,211,0.0
15,0.95,P5S48,0,211,0.0
15,0.95,P5S49,152,211,72.03791469194313
15,0.95,P5S50,139,211,65.87677725118483
15,0.95,P5S51,0,211,0.0
15,0.95,P5S52,0,211,0.0
15,0.95,P5S53,0,211,0.0
15,0.95,P5S54,0,211,0.0
15,0.95,P5S55,102,211,48.34123222748815
15,0.95,P5S56,3,211,1.4218009478672986
15,0.95,P5S57,0,211,0.0
15,0.95,P5S58,0,211,0.0
15,0.95,P5S59,0,211,0.0
30,0.9,P5S18,0,196,0.0
30,0.9,P5S19,0,196,0.0
30,0.9,P5S20,0,196,0.0
30,0.9,P5S21,0,196,0.0
30,0.9,P5S22,0,196,0.0
30,0.9,P5S23,0,196,0.0
30,0.9,P5S24,0,196,0.0
30,0.9,P5S25,0,196,0.0
30,0.9,P5S26,0,196,0.0
30,0.9,P5S27,0,196,0.0
30,0.9,P5S28,0,196,0.0
30,0.9,P5S29,2,196,1.0204081632653061
30,0.9,P5S30,0,196,0.0
30,0.9,P5S31,7,196,3.5714285714285716
30,0.9,P5S32,0,196,0.0
30,0.9,P5S33,0,196,0.0
30,0.9,P5S34,0,196,0.0
30,0.9,P5S35,0,196,0.0
30,0.9,P5S36,0,196,0.0
30,0.9,P5S37,0,196,0.0
30,0.9,P5S38,0,196,0.0
30,0.9,P5S39,0,196,0.0
30,0.9,P5S40,0,196,0.0
30,0.9,P5S41,0,196,0.0
30,0.9,P5S42,0,196,0.0
30,0.9,P5S43,0,196,0.0
30,0.9,P5S44,0,196,0.0
30,0.9,P5S45,0,196,0.0
30,0.9,P5S46,0,196,0.0
30,0.9,P5S47,0,196,0.0
30,0.9,P5S48,0,196,0.0
30,0.9,P5S49,0,196,0.0
30,0.9,P5S50,0,196,0.0
30,0.9,P5S51,0,196,0.0
30,0.9,P5S52,0,196,0.0
30,0.9,P5S53,0,196,0.0
30,0.9,P5S54,0,196,0.0
30,0.9,P5S55,27,196,13.775510204081632
30,0.9,P5S56,0,196,0.0
30,0.9,P5S57,0,196,0.0
30,0.9,P5S58,0,196,0.0
30,0.9,P5S59,0,196,0.0
30,0.95,P5S18,0,196,0.0
30,0.95,P5S19,0,196,0.0
30,0.95,P5S20,0,196,0.0
30,0.95,P5S21,0,196,0.0
30,0.95,P5S22,0,196,0.0
30,0.95,P5S23,0,196,0.0
30,0.95,P5S24,0,196,0.0
30,0.95,P5S25,0,196,0.0
30,0.95,P5S26,0,196,0.0
30,0.95,P5S27,0,196,0.0
30,0.95,P5S28,0,196,0.0
30,0.95,P5S29,0,196,0.0
30,0.95,P5S30,0,196,0.0
30,0.95,P5S31,0,196,0.0
30,0.95,P5S32,46,196,23.46938775510204
30,0.95,P5S33,0,196,0.0
30,0.95,P5S34,0,196,0.0
30,0.95,P5S35,0,196,0.0
30,0.95,P5S36,0,196,0.0
30,0.95,P5S37,106,196,54.08163265306123
30,0.95,P5S38,196,196,100.0
30,0.95,P5S39,7,196,3.5714285714285716
30,0.95,P5S40,0,196,0.0
30,0.95,P5S41,0,196,0.0
30,0.95,P5S42,0,196,0.0
30,0.95,P5S43,92,196,46.93877551020408
30,0.95,P5S44,0,196,0.0
30,0.95,P5S45,0,196,0.0
30,0.95,P5S46,0,196,0.0
30,0.95,P5S47,0,196,0.0
30,0.95,P5S48,0,196,0.0
30,0.95,P5S49,139,196,70.91836734693878
30,0.95,P5S50,5,196,2.5510204081632653
30,0.95,P5S51,0,196,0.0
30,0.95,P5S52,0,196,0.0
30,0.95,P5S53,0,196,0.0
30,0.95,P5S54,0,196,0.0
30,0.95,P5S55,28,196,14.285714285714286
30,0.95,P5S56,63,196,32.142857142857146
30,0.95,P5S57,0,196,0.0
30,0.95,P5S58,0,196,0.0
30,0.95,P5S59,0,196,0.0
60,0.9,P5S18,0,166,0.0
60,0.9,P5S19,0,166,0.0
60,0.9,P5S20,0,166,0.0
60,0.9,P5S21,0,166,0.0
60,0.9,P5S22,0,166,0.0
60,0.9,P5S23,0,166,0.0
60,0.9,P5S24,0,166,0.0
60,0.9,P5S25,0,166,0.0
60,0.9,P5S26,0,166,0.0
60,0.9,P5S27,0,166,0.0
60,0.9,P5S28,0,166,0.0
60,0.9,P5S29,0,166,0.0
60,0.9,P5S30,0,166,0.0
60,0.9,P5S31,60,166,36.144578313253014
60,0.9,P5S32,127,166,76.50602409638554
60,0.9,P5S33,0,166,0.0
60,0.9,P5S34,0,166,0.0
60,0.9,P5S35,0,166,0.0
60,0.9,P5S36,0,166,0.0
60,0.9,P5S37,122,166,73.49397590361446
60,0.9,P5S38,89,166,53.6144578313253
60,0.9,P5S39,0,166,0.0
60,0.9,P5S40,0,166,0.0
60,0.9,P5S41,0,166,0.0
60,0.9,P5S42,0,166,0.0
60,0.9,P5S43,77,166,46.3855421686747
60,0.9,P5S44,0,166,0.0
60,0.9,P5S45,0,166,0.0
60,0.9,P5S46,0,166,0.0
60,0.9,P5S47,0,166,0.0
60,0.9,P5S48,0,166,0.0
60,0.9,P5S49,62,166,37.34939759036145
60,0.9,P5S50,166,166,100.0
60,0.9,P5S51,0,166,0.0
60,0.9,P5S52,0,166,0.0
60,0.9,P5S53,0,166,0.0
60,0.9,P5S54,0,166,0.0
60,0.9,P5S55,87,166,52.40963855421687
60,0.9,P5S56,8,166,4.819277108433735
60,0.9,P5S57,0,166,0.0
60,0.9,P5S58,0,166,0.0
60,0.9,P5S59,0,166,0.0
60,0.95,P5S18,0,166,0.0
60,0.95,P5S19,0,166,0.0
60,0.95,P5S20,0,166,0.0
60,0.95,P5S21,0,166,0.0
60,0.95,P5S22,0,166,0.0
60,0.95,P5S23,0,166,0.0
60,0.95,P5S24,0,166,0.0
60,0.95,P5S25,0,166,0.0
60,0.95,P5S26,0,166,0.0
60,0.95,P5S27,0,166,0.0
60,0.95,P5S28,0,166,0.0
60,0.95,P5S29,0,166,0.0
60,0.95,P5S30,0,166,0.0
60,0.95,P5S31,0,166,0.0
60,0.95,P5S32,50,166,30.120481927710845
60,0.95,P5S33,0,166,0.0
60,0.95,P5S34,0,166,0.0
60,0.95,P5S35,0,166,0.0
60,0.95,P5S36,0,166,0.0
60,0.95,P5S37,118,166,71.08433734939759
60,0.95,P5S38,87,166,52.40963855421687
60,0.95,P5S39,0,166,0.0
60,0.95,P5S40,0,166,0.0
60,0.95,P5S41,0,166,0.0
60,0.95,P5S42,0,166,0.0
60,0.95,P5S43,74,166,44.57831325301205
60,0.95,P5S44,0,166,0.0
60,0.95,P5S45,0,166,0.0
60,0.95,P5S46,0,166,0.0
60,0.95,P5S47,0,166,0.0
60,0.95,P5S48,0,166,0.0
60,0.95,P5S49,42,166,25.301204819277107
60,0.95,P5S50,150,166,90.36144578313252
60,0.95,P5S51,0,166,0.0
60,0.95,P5S52,0,166,0.0
60,0.95,P5S53,0,166,0.0
60,0.95,P5S54,0,166,0.0
60,0.95,P5S55,0,166,0.0
60,0.95,P5S56,2,166,1.2048192771084338
60,0.95,P5S57,0,166,0.0
60,0.95,P5S58,0,166,0.0
60,0.95,P5S59,0,166,0.0
