dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,conformal_method,nominal_coverage,mode,scenario,kind,severity,severity_label,alert_rule,seed,n_test,mae_vs_clean_truth,rmse_vs_clean_truth,empirical_coverage_vs_clean_truth,coverage_deviation_vs_clean_truth,mae,rmse,empirical_coverage,coverage_deviation,mean_interval_width,median_interval_width,winkler_score,n_valid,alert_rate,n_alert_clusters,false_alert_events_per_day,n_violation_steps,n_rows_rebuilt,n_contaminated
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,legacy_fixed_intervals,clean,none,0.0,none,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,110.21934661236617,65.1315350145615,160.67975640918965,34838,0.057322463976118,1454.0,1.0016648487284,1997.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,closed_loop,clean,none,0.0,none,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,110.21934661236617,65.1315350145615,160.67975640918965,34838,0.057322463976118,1454.0,1.0016648487284,1997.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,legacy_fixed_intervals,random_missing_5pct,random_missing,0.05,5%,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,31.90356949709661,85.02444448339008,0.9023193065043916,0.0476806934956082,110.21934661236617,65.1315350145615,563.1881615159322,34838,0.0976806934956082,2713.0,1.8689936276479704,3403.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,closed_loop,random_missing_5pct,random_missing,0.05,5%,1-of-1,42,34838.0,19.989908837901336,40.11509615354047,0.942390493139675,0.0076095068603249,19.8620519265546,39.69278596593608,0.9434812560996612,0.0065187439003386,109.85970775194868,64.82677287590599,159.25164255483548,34838,0.0565187439003387,1426.0,0.9823755669096964,1969.0,34838.0,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,legacy_fixed_intervals,random_missing_10pct,random_missing,0.1,10%,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,44.522135603771,116.04966586276385,0.8608583321372183,0.0891416678627816,110.21934661236617,65.1315350145615,989.7672748784124,34835,0.1391296859750846,3866.0,2.6632986968253056,4847.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,closed_loop,random_missing_10pct,random_missing,0.1,10%,1-of-1,42,34688.0,19.916196726385635,39.68029200754452,0.941420664206642,0.0085793357933579,19.65591264197795,39.05872207047155,0.9436404520295204,0.0063595479704796,109.59925847381932,64.98441931853897,156.8112794724716,34688,0.0563595479704797,1409.0,0.9748616236162362,1955.0,34688.0,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,legacy_fixed_intervals,random_missing_20pct,random_missing,0.2,20%,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,67.4098157263345,154.05830217573904,0.78112784548172,0.1688721545182799,110.21934661236617,65.1315350145615,1768.431879395053,34792,0.2185831563235547,5730.0,3.947413743613296,7615.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,closed_loop,random_missing_20pct,random_missing,0.2,20%,1-of-1,42,34388.0,19.76728417216344,39.20465132939524,0.9418983366290566,0.0081016633709433,19.05362743075441,37.4061276457367,0.9477143189484704,0.0022856810515295,108.75887918925174,64.59431643852346,151.68402558224625,34388,0.0522856810515296,1272.0,0.8877515412353147,1798.0,34388.0,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,legacy_fixed_intervals,block_missing_5pct,block_missing,0.05,5%,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,22.80737142611593,52.87254716797598,0.932554466068608,0.017445533931392,110.21934661236617,65.1315350145615,256.3682842177327,33553,0.0649578046960215,1539.0,1.0602215971066078,2263.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,closed_loop,block_missing_5pct,block_missing,0.05,5%,1-of-1,42,29739.0,20.164030715888817,40.282621280278384,0.9416591008440096,0.0083408991559904,20.127008332053062,40.14683366345975,0.9420962372641986,0.0079037627358014,110.11658996109342,65.01225330491744,159.89947110380947,29739,0.0579037627358014,1250.0,1.0087763542822556,1722.0,29739.0,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,legacy_fixed_intervals,block_missing_10pct,block_missing,0.1,10%,1-of-1,42,34838.0,20.01106722315496,40.12998277209014,0.942677536023882,0.007322463976118,25.601122911294414,63.84900447419709,0.9220115263060048,0.0279884736939951,110.21934661236617,65.1315350145615,352.006828364491,32274,0.0722486939548768,1611.0,1.10982260749756,2517.0,,
bdg2,electricity,energy,kWh,0 days 01:00:00,1,60.0,cqr,0.95,closed_loop,block_missing_10pct,block_missing,0.1,10%,1-of-1,42,24536.0,20.32318742262273,40.64532901919893,0.9411069448972936,0.0088930551027062,20.22110810488741,40.336449094323136,0.9427372024779916,0.0072627975220084,110.53328619610184,65.4556672223096,160.24210921925416,24536,0.0572627975220084,1026.0,1.003586566677535,1405.0,24536.0,
