model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,4452,8692,4008,0.1999999999999993,0.9282098481362172,0.3999999999999986,0.6013345605154169,0,True
persistence,0.95,4452,8692,4231,0.3000000000000007,0.9723884031293143,0.6000000000000014,0.7808559595029918,0,True
xgboost,0.9,4452,8692,4008,0.1712005615234382,0.5679935572940635,0.3424011230468764,2.866583804759457,0,True
xgboost,0.95,4452,8692,4231,0.28125152587890767,0.7346985734008283,0.5625030517578153,4.1114770709343516,0,True
attention_lstm,0.9,4452,8692,4008,0.680936431884767,0.16682006442705938,1.361872863769534,33.32642641677539,0,True
attention_lstm,0.95,4452,8692,4231,0.7530731201171861,0.18810400368154626,1.5061462402343722,63.06255947732726,0,True
