model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,4953,9907,4459,0.0390625,0.5603108912889876,0.078125,2.097025777228223,64,True
persistence,0.95,4953,9907,4707,0.0625,0.6428787725850409,0.125,3.783587362470977,80,True
xgboost,0.9,4953,9907,4459,0.09695762395858765,0.652669829413546,0.1939152479171753,1.5338580852935277,62,True
xgboost,0.95,4953,9907,4707,0.17728176712989807,0.7686484304027456,0.35456353425979614,2.117701716700751,4096,True
attention_lstm,0.9,4953,9907,4459,0.0705614686012268,0.49318663571212273,0.1411229372024536,1.8044680689085597,0,True
attention_lstm,0.95,4953,9907,4707,0.09233725070953369,0.5942263046330877,0.18467450141906738,3.1172698550764797,0,True
