model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08884270000271499,394256384,394436608,349581312,349630464,180224,411009024,5347594240,0.05,0.09375
persistence,tuning,False,0.0005830000009154901,381190144,381206528,335859712,335892480,16384,405168128,5323681792,0.05,0.0
persistence,final_fit,False,0.0004172000044491142,381206528,381214720,335892480,335900672,8192,405168128,5323681792,0.05,0.0
persistence,calibration,False,0.002544100003433414,381214720,381288448,335900672,335900672,73728,405168128,5323612160,0.05,0.0
persistence,inference,False,0.003718400010257028,381288448,381288448,335900672,335900672,0,405168128,5323612160,0.05,0.0
persistence,artifact_serialization,False,0.0005593999958364293,381509632,381526016,337948672,337981440,16384,405168128,5323612160,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5295661999989534,410771456,516755456,365862912,540143616,105984000,516755456,5239754752,0.05,0.53125
xgboost,tuning,False,2.9127499000023818,383291392,499691520,341540864,520720384,116400128,500662272,5215694848,0.05,2.859375
xgboost,final_fit,False,0.7250648000044748,496721920,499879936,517734400,520904704,3158016,500662272,5229588480,0.05,0.703125
xgboost,calibration,False,0.04703809999045916,497557504,497577984,518569984,518569984,20480,500662272,5230108672,0.05,0.046875
xgboost,inference,False,0.08661860000574961,497577984,497582080,518569984,518590464,4096,500662272,5230108672,0.05,0.078125
xgboost,artifact_serialization,False,0.004755400004796684,497582080,497598464,518537216,518569984,16384,500662272,5232123904,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.66010589999496,518213632,537788416,541409280,586518528,19574784,537788416,5234278400,0.05,0.65625
attention_lstm,tuning,False,72.25525420000486,497467392,619261952,519856128,658714624,121794560,620204032,4781596672,0.05,69.609375
attention_lstm,final_fit,False,21.447482400006265,612675584,619163648,650801152,659238912,6488064,620670976,4993089536,0.05,20.578125
attention_lstm,calibration,False,0.1860817999986466,610316288,612159488,649195520,652476416,1843200,620670976,5108137984,0.05,0.171875
attention_lstm,inference,False,0.3988900999975158,612155392,612155392,652476416,653369344,0,620670976,5089751040,0.05,0.375
attention_lstm,artifact_serialization,False,0.004565199997159652,613138432,613318656,656867328,656900096,180224,620670976,5100765184,0.05,0.0
