model,mae,rmse,n,negative_predictions,verified
persistence,0.12760863530836783,0.24188010063684087,9907,0,True
xgboost,0.12241416887626574,0.21142890573205234,9907,0,True
attention_lstm,0.13687283588825086,0.23259256841810177,9907,0,True
