dataset,horizon,outer_fold,model_seed,model,evidence_status,estimator_class,mae,rmse,n_fit,n_calibration,n_evaluation,selected_candidate,final_epochs,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_batch_size,inference_rows_per_second,baseline_rss_bytes,peak_rss_bytes,peak_private_bytes,process_cpu_seconds,learned_tuning_fits,learned_final_fits,negative_predictions,status
rico,60,2,43,persistence,matched_forecasting005,src.pilot_forecasters.Persistence,0.7156750038837967,1.041377894828978,9577,3297,6437,0,,0.0,0.0004616999940481037,0.002090300011332147,0.003089599995291792,256,2083441.2253396153,424525824,425213952,378630144,0.015625,0,0,0,complete
rico,60,2,43,xgboost,matched_forecasting005,xgboost.sklearn.XGBRegressor,1.2461093089512756,1.8670279524605418,9577,3297,6437,0,,2.916719499989995,0.6289911000058055,0.05241059999389108,0.1040074999909848,256,61889.76757020358,429756416,539643904,555433984,3.625,4,1,0,complete
rico,60,2,43,attention_lstm,matched_forecasting005,src.attention_lstm.AttentionLSTM,3.1682401743923374,3.6269567967429404,9577,3297,6437,0,9.0,50.5015138000017,12.282222800000454,0.14482180000049993,0.26875980000477284,256,23950.754539502137,537796608,641368064,674009088,61.953125,4,1,0,complete
