model,mae,rmse,n,negative_predictions,verified
persistence,0.20938179183772038,0.33076021266260025,8282,0,True
xgboost,0.4264353605895421,0.6107440603424102,8282,0,True
attention_lstm,2.9248662855567,3.329409167558372,8282,0,True
