model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.0957918000058271,437112832,437157888,392773632,392822784,45056,488845312,5335302144,0.05,0.09375
persistence,tuning,False,0.0008360000065295026,432037888,432099328,386125824,386195456,61440,488902656,5395750912,0.05,0.0
persistence,final_fit,False,0.0006159999902592972,432099328,432099328,386195456,386195456,0,488902656,5395750912,0.05,0.0
persistence,calibration,False,0.002781600007438101,432082944,432189440,386162688,386195456,106496,488902656,5395668992,0.05,0.0
persistence,inference,False,0.004091599999810569,432189440,432680960,386195456,386527232,491520,488902656,5395668992,0.05,0.0
persistence,artifact_serialization,False,0.0008056000078795478,432680960,432705536,386498560,386531328,24576,488902656,5395668992,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.7842767999973148,438185984,540487680,393818112,560656384,102301696,540487680,5172183040,0.05,0.78125
xgboost,tuning,False,3.656889500009129,437878784,546938880,390107136,563126272,109060096,547942400,5266743296,0.05,3.484375
xgboost,final_fit,False,1.22896920000494,542511104,550842368,558690304,567083008,8331264,551972864,5256777728,0.05,1.25
xgboost,calibration,False,0.09512649998941924,544612352,544616448,560771072,560787456,4096,551972864,5221416960,0.05,0.078125
xgboost,inference,False,0.21123760000045877,544612352,544616448,560771072,560787456,4096,551972864,5221351424,0.05,0.21875
xgboost,artifact_serialization,False,0.005754199999500997,544604160,545677312,560738304,562155520,1073152,551972864,5249363968,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.7115124999982072,542126080,565915648,561688576,606314496,23789568,566292480,5125562368,0.05,0.703125
attention_lstm,tuning,False,54.42590129999735,541691904,647462912,561876992,681172992,105771008,649584640,5145174016,0.05,53.109375
attention_lstm,final_fit,False,12.49087409999629,616968192,627281920,667275264,674172928,10313728,649584640,5304971264,0.05,12.265625
attention_lstm,calibration,False,0.17361800000071526,594907136,596357120,633061376,635269120,1449984,649584640,5368770560,0.05,0.171875
attention_lstm,inference,False,0.34733869999763556,596357120,596918272,634114048,634994688,561152,649584640,5368184832,0.05,0.328125
attention_lstm,artifact_serialization,False,0.00581899999815505,599134208,599289856,637186048,637218816,155648,649584640,5368860672,0.05,0.015625
