model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.0924492000049213,403902464,403922944,358793216,358842368,20480,1243521024,5024215040,0.05,0.09375
persistence,tuning,False,0.0009778999956324697,391598080,391614464,346804224,346836992,16384,1243840512,4725309440,0.05,0.0
persistence,final_fit,False,0.0007700999994995072,391614464,391614464,346836992,346836992,0,1243840512,4725374976,0.05,0.0
persistence,calibration,False,0.005211399999097921,391614464,391684096,346836992,346836992,69632,1243840512,4725346304,0.05,0.015625
persistence,inference,False,0.010144699997908901,391684096,391684096,346836992,346836992,0,1243840512,4725346304,0.05,0.0
persistence,artifact_serialization,False,0.0008555000022170134,391675904,391692288,346804224,346836992,16384,1243840512,4725379072,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5104807000025176,416182272,520081408,371408896,542068736,103899136,1243521024,4919025664,0.05,0.484375
xgboost,tuning,False,3.1506019000007655,390000640,504930304,345767936,527011840,114929664,1243840512,4414447616,0.05,3.046875
xgboost,final_fit,False,0.7562412000042968,502603776,505528320,524701696,527630336,2924544,1243840512,4543426560,0.05,0.703125
xgboost,calibration,False,0.058528000001388136,502636544,502648832,524705792,524722176,12288,1243840512,4547768320,0.05,0.0625
xgboost,inference,False,0.10994899999786867,502648832,502652928,524705792,524722176,4096,1243840512,4552978432,0.05,0.09375
xgboost,artifact_serialization,False,0.00507110000035027,502636544,502648832,524673024,524705792,12288,1243840512,4549505024,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.685009099994204,524992512,548569088,546816000,593203200,23576576,1243521024,4880629760,0.05,0.640625
attention_lstm,tuning,False,153.8800345999989,501157888,627310592,524460032,664162304,126152704,1243840512,4441686016,0.05,150.75
attention_lstm,final_fit,False,56.58516039999813,618348544,625664000,657661952,664035328,7315456,1243840512,4735070208,0.05,54.875
attention_lstm,calibration,False,0.1937647000013385,617570304,618627072,654381056,655450112,1056768,1243840512,4800385024,0.05,0.203125
attention_lstm,inference,False,0.3837282999957097,618627072,619761664,655433728,657039360,1134592,1243840512,4806291456,0.05,0.375
attention_lstm,artifact_serialization,False,0.005021799996029586,623001600,623271936,660267008,660439040,270336,1243840512,4805304320,0.05,0.0
