stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
dscp_assignment_000000_000064,0.7386026999884052,578347008,578998272,665247744,666066944,651264,1035694080,3103006720,0.05,0.71875
dscp_assignment_000064_000576,5.837321799990605,578977792,578998272,666017792,666066944,20480,1035694080,3079630848,0.05,5.703125
dscp_assignment_000576_001088,5.94413830000849,578977792,578998272,666017792,666066944,20480,1035694080,3077804032,0.05,5.875
dscp_assignment_001088_001600,5.764817899995251,578977792,578998272,666017792,666066944,20480,1035694080,3092168704,0.05,5.703125
dscp_assignment_001600_002112,6.028229500007001,578961408,578981888,665985024,666034176,20480,1035694080,3070193664,0.05,5.875
dscp_assignment_002112_002624,6.277843100004247,578961408,578981888,665985024,666034176,20480,1035694080,3085574144,0.05,6.109375
dscp_assignment_002624_003136,6.4757847000000766,578961408,578981888,665985024,666034176,20480,1035694080,3231694848,0.05,6.296875
dscp_assignment_003136_003648,6.604537699997309,578961408,578981888,665985024,666034176,20480,1035694080,3205357568,0.05,6.34375
dscp_assignment_003648_004160,6.148707500004093,578961408,578981888,665985024,666034176,20480,1035694080,3204370432,0.05,6.0625
dscp_assignment_004160_004672,6.470837499990012,578961408,578981888,665985024,666034176,20480,1035694080,3064184832,0.05,6.21875
dscp_assignment_004672_005184,6.185903299992788,578961408,578981888,665985024,666034176,20480,1035694080,3012763648,0.05,5.984375
dscp_assignment_005184_005696,6.121209899996757,578961408,578981888,665985024,666034176,20480,1035694080,2759643136,0.05,6.046875
dscp_assignment_005696_006208,5.935408599994844,578961408,578981888,665985024,666034176,20480,1035694080,2161156096,0.05,5.859375
dscp_assignment_006208_006720,6.170892599999206,578961408,579883008,665985024,666939392,921600,1035694080,2721947648,0.05,5.921875
dscp_assignment_006720_007232,6.059695799995097,578961408,578981888,665985024,666034176,20480,1035694080,3091664896,0.05,5.8125
dscp_assignment_007232_007744,5.773360499995761,578961408,578981888,665985024,666034176,20480,1035694080,3132579840,0.05,5.71875
dscp_assignment_007744_008256,5.795548399997642,578961408,578981888,665985024,666034176,20480,1035694080,3137650688,0.05,5.671875
dscp_assignment_008256_008768,5.8178019000042696,578961408,578981888,665985024,666034176,20480,1035694080,3141267456,0.05,5.5
dscp_assignment_008768_009280,5.899092699997709,578961408,578981888,665985024,666034176,20480,1035694080,3126001664,0.05,5.59375
dscp_assignment_009280_009792,5.931952500002808,578961408,578981888,665985024,666034176,20480,1035694080,3113979904,0.05,5.75
dscp_assignment_009792_010304,5.806856499999412,578961408,578981888,665985024,666034176,20480,1035694080,3106787328,0.05,5.671875
dscp_assignment_010304_010816,6.051231000004918,578961408,578981888,665985024,666034176,20480,1035694080,3094884352,0.05,5.96875
dscp_assignment_010816_011328,5.925406299997121,578961408,578981888,665985024,666034176,20480,1035694080,3111043072,0.05,5.828125
dscp_assignment_011328_011840,5.920897899995907,578961408,578981888,665985024,666034176,20480,1035694080,3114299392,0.05,5.78125
dscp_assignment_011840_012352,6.027528499995242,578961408,578981888,665985024,666034176,20480,1035694080,3162845184,0.05,5.890625
dscp_assignment_012352_012864,5.932234299994889,578961408,578981888,665985024,666034176,20480,1035694080,3128586240,0.05,5.734375
dscp_assignment_012864_013376,5.999674299993785,578961408,578981888,665985024,666034176,20480,1035694080,3123376128,0.05,5.90625
dscp_assignment_013376_013888,5.85004370000388,565219328,565305344,665985024,666034176,86016,1035694080,3368587264,0.05,5.75
dscp_assignment_013888_014400,5.912007699997048,565284864,565305344,665985024,666034176,20480,1035694080,3368148992,0.05,5.78125
dscp_assignment_014400_014912,5.933229699992808,565284864,565305344,665985024,666034176,20480,1035694080,3369189376,0.05,5.765625
dscp_assignment_014912_015424,5.998160599992843,565284864,565305344,665985024,666034176,20480,1035694080,3371470848,0.05,5.859375
dscp_assignment_015424_015936,6.293370300001698,565284864,565305344,665985024,666034176,20480,1035694080,3099095040,0.05,6.234375
dscp_assignment_015936_016448,6.074777300003916,565284864,565305344,665985024,666034176,20480,1035694080,3142664192,0.05,5.984375
dscp_assignment_016448_016960,6.024477200000547,565284864,565305344,665985024,666034176,20480,1035694080,3101319168,0.05,6.0
dscp_assignment_016960_017472,6.135751900001196,565284864,565305344,665985024,666034176,20480,1035694080,3120578560,0.05,5.984375
dscp_assignment_017472_017984,6.249056000000564,565284864,565305344,665985024,666034176,20480,1035694080,3074596864,0.05,6.140625
dscp_assignment_017984_018496,6.425744799998938,565284864,565305344,665985024,666034176,20480,1035694080,3085197312,0.05,6.296875
dscp_assignment_018496_019008,6.153894600007334,565268480,565288960,665952256,666001408,20480,1035694080,3246706688,0.05,6.109375
dscp_assignment_019008_019520,5.940396299993154,565268480,565288960,665952256,666001408,20480,1035694080,3228909568,0.05,5.8125
dscp_assignment_019520_020032,5.828997899996466,565268480,565288960,665952256,666001408,20480,1035694080,3264118784,0.05,5.765625
dscp_assignment_020032_020544,6.302578600007109,565268480,565288960,665952256,666001408,20480,1035694080,3258597376,0.05,6.03125
