stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
dscp_assignment_020544_021056,5.919773100002203,565268480,565288960,665952256,666001408,20480,1035694080,3173298176,0.05,5.796875
dscp_assignment_021056_021568,5.718282299989369,565268480,565288960,665952256,666001408,20480,1035694080,3182800896,0.05,5.625
dscp_assignment_021568_022080,5.785541500008549,565268480,565288960,665952256,666001408,20480,1035694080,3172036608,0.05,5.765625
dscp_assignment_022080_022592,6.390837300001294,565268480,565288960,665952256,666001408,20480,1035694080,3118465024,0.05,6.125
dscp_assignment_022592_023104,6.156906999996863,565268480,565313536,665952256,666034176,45056,1035694080,3106234368,0.05,5.890625
dscp_assignment_023104_023616,6.026825399996596,565293056,565313536,665985024,666034176,20480,1035694080,3190231040,0.05,5.859375
dscp_assignment_023616_024128,5.9126682999922195,565293056,565313536,665985024,666034176,20480,1035694080,3281702912,0.05,5.6875
dscp_assignment_024128_024640,5.9306718000007095,565293056,565313536,665985024,666034176,20480,1035694080,3270930432,0.05,5.703125
dscp_assignment_024640_025152,5.901635000001988,565293056,565313536,665985024,666034176,20480,1035694080,3270987776,0.05,5.71875
dscp_assignment_025152_025664,5.814060000004247,565293056,565313536,665985024,666034176,20480,1035694080,3289714688,0.05,5.78125
dscp_assignment_025664_026176,5.88795730000129,565293056,565313536,665985024,666034176,20480,1035694080,3285413888,0.05,5.765625
dscp_assignment_026176_026688,5.897811899994849,565293056,565313536,665985024,666034176,20480,1035694080,3292803072,0.05,5.796875
dscp_assignment_026688_027200,5.989274899999145,565293056,565313536,665985024,666034176,20480,1035694080,3308101632,0.05,5.5625
dscp_assignment_027200_027712,6.040722800011281,565293056,566214656,665985024,666939392,921600,1035694080,3295633408,0.05,5.75
dscp_assignment_027712_028224,5.937463199996273,565293056,565313536,665985024,666034176,20480,1035694080,3285041152,0.05,5.71875
dscp_assignment_028224_028736,6.064360000003944,565293056,565313536,665985024,666034176,20480,1035694080,3307978752,0.05,5.71875
dscp_assignment_028736_029248,6.0672071000008145,565293056,565313536,665985024,666034176,20480,1035694080,3304370176,0.05,5.828125
dscp_assignment_029248_029760,6.014155400000163,565293056,565313536,665985024,666034176,20480,1035694080,3291754496,0.05,5.765625
dscp_assignment_029760_030272,6.556372500010184,565276672,565297152,665952256,666001408,20480,1035694080,3285024768,0.05,6.296875
dscp_assignment_030272_030784,6.98757330000808,565276672,565317632,665952256,666038272,40960,1035694080,3328827392,0.05,6.625
dscp_assignment_030784_031296,6.254045800000313,565297152,565317632,665989120,666038272,20480,1035694080,3275841536,0.05,6.0
dscp_assignment_031296_031808,6.2784400999953505,565297152,565317632,665989120,666038272,20480,1035694080,3280969728,0.05,5.96875
dscp_assignment_031808_032320,5.820267600007355,565297152,565317632,665989120,666038272,20480,1035694080,3280982016,0.05,5.8125
dscp_assignment_032320_032832,6.223576599993976,565297152,566370304,665989120,667095040,1073152,1035694080,3311370240,0.05,6.046875
dscp_assignment_032832_033344,6.4071521000005305,565297152,565317632,665989120,666038272,20480,1035694080,3346337792,0.05,6.078125
dscp_assignment_033344_033856,6.34852719999617,565297152,565317632,665989120,666038272,20480,1035694080,3337109504,0.05,6.0625
dscp_assignment_033856_034368,6.310418699998991,565297152,565317632,665989120,666038272,20480,1035694080,3343491072,0.05,6.109375
dscp_assignment_034368_034590,2.8741965999943204,565297152,565317632,665989120,666038272,20480,1035694080,3323617280,0.05,2.765625
dscp_fit,0.8334235999936936,575086592,629817344,628813824,729051136,54730752,1035694080,3065643008,0.05,0.765625
dscp_joint,10.925321499991696,558501888,676798464,612765696,731164672,118296576,1035694080,2998607872,0.05,10.671875
historical_h1,5.855660999994143,475230208,617402368,428331008,654180352,142172160,1035694080,2661941248,0.05,5.625
historical_h3,5.498703300007037,605986816,632045568,657469440,700563456,26058752,1035694080,2949173248,0.05,5.453125
historical_h6,5.5161635000113165,625111040,644481024,676708352,712650752,19369984,1035694080,3105492992,0.05,5.359375
owner_cal_h1_cqr_l90,1.6392835000006016,588017664,591110144,606326784,609439744,3092480,1035694080,2758864896,0.05,1.53125
owner_cal_h1_cqr_l95,1.6129024000110803,602755072,605814784,621268992,624381952,3059712,1035694080,2775576576,0.05,1.59375
owner_cal_h1_enbpi,1.3751803000050131,600313856,613576704,620113920,632635392,13262848,1035694080,2856427520,0.05,1.375
owner_cal_h3_cqr_l90,1.5803309999901103,608186368,611250176,659988480,663097344,3063808,1035694080,3039846400,0.05,1.5625
owner_cal_h3_cqr_l95,1.630954499996733,607334400,610394112,659202048,662310912,3059712,1035694080,2579288064,0.05,1.625
owner_cal_h3_enbpi,1.4674539999978151,604516352,616439808,658235392,669347840,11923456,1035694080,1887801344,0.05,1.421875
owner_cal_h6_cqr_l90,1.5632719999994151,621789184,624848896,673439744,676548608,3059712,1035694080,3056480256,0.05,1.5625
owner_cal_h6_cqr_l95,1.942691600008402,621744128,624812032,675725312,678838272,3067904,1035694080,3079782400,0.05,1.828125
owner_cal_h6_enbpi,1.3331896000017878,615559168,627302400,668983296,680357888,11743232,1035694080,3131039744,0.05,1.265625
owner_fit_h1_cqr_l90,16.122528399995645,591958016,611725312,612069376,630145024,19767296,1035694080,2626310144,0.05,15.703125
owner_fit_h1_cqr_l95,13.977798200008692,600358912,626507776,621830144,645099520,26148864,1035694080,2771468288,0.05,13.609375
owner_fit_h1_enbpi,3.9757662000047276,601927680,637669376,622313472,658051072,35741696,1035694080,2836877312,0.05,3.828125
owner_fit_h3_cqr_l90,13.497451700008241,612352000,631930880,665939968,683806720,19578880,1035694080,3004084224,0.05,13.109375
owner_fit_h3_cqr_l95,13.125942700004089,603111424,631074816,657645568,683020288,27963392,1035694080,2428755968,0.05,12.984375
owner_fit_h3_enbpi,4.013267400005134,606081024,642146304,659574784,695574528,36065280,1035694080,2150739968,0.05,3.921875
owner_fit_h6_cqr_l90,14.093972699993174,625754112,645513216,677675008,697233408,19759104,1035694080,2958782464,0.05,13.671875
owner_fit_h6_cqr_l95,14.249198899997282,616824832,645468160,671100928,699523072,28643328,1035694080,3014025216,0.05,14.09375
owner_fit_h6_enbpi,3.6485071000061,617140224,652402688,671109120,706555904,35262464,1035694080,3130200064,0.05,3.453125
preparation_h1,0.0008513000066159293,475222016,475238400,428331008,428363776,16384,1035694080,2986504192,0.05,0.0
preparation_h3,0.0004470999992918223,605986816,606003200,657469440,657502208,16384,1035694080,2982354944,0.05,0.0
preparation_h6,0.0007851999980630353,625111040,625127424,676708352,676741120,16384,1035694080,3366584320,0.05,0.015625
raw_h1_cqr_l90,13.816056199997547,585396224,600850432,603676672,620105728,15454208,1035694080,2732470272,0.05,13.390625
raw_h1_cqr_l95,13.720759799994994,600096768,615907328,618622976,634556416,15810560,1035694080,2785345536,0.05,13.484375
raw_h1_enbpi,17.2711227999971,603193344,689524736,621793280,741785600,86331392,1035694080,2761666560,0.05,17.078125
raw_h3_cqr_l90,14.970657600002596,605528064,619814912,657346560,671113216,14286848,1035694080,2668855296,0.05,14.703125
raw_h3_cqr_l95,13.983531500009121,604672000,619421696,656560128,671375360,14749696,1035694080,2570010624,0.05,13.828125
raw_h3_enbpi,16.61646779999137,605847552,692785152,658669568,745009152,86937600,1035694080,1731354624,0.05,16.328125
raw_h6_cqr_l90,13.440329599994584,619114496,634859520,670760960,686583808,15745024,1035694080,2969206784,0.05,13.21875
raw_h6_cqr_l95,14.53562399999646,619094016,636182528,673083392,689283072,17088512,1035694080,2863591424,0.05,14.15625
raw_h6_enbpi,15.042098199992324,617103360,704573440,669712384,756822016,87470080,1035694080,3128307712,0.05,14.875
seasonal_h1,1.9399505000037607,573456384,582819840,593203200,603009024,9363456,1035694080,2739978240,0.05,1.921875
seasonal_h3,1.7893526999978349,596570112,603557888,651120640,657928192,6987776,1035694080,3015966720,0.05,1.765625
seasonal_h6,1.7298912999976892,608849920,619134976,662069248,671195136,10285056,1035694080,3025358848,0.05,1.6875
stream_h1_l90_cqr,10.726403799999389,591052800,618573824,611909632,637145088,27521024,1035694080,2930282496,0.05,10.515625
stream_h1_l90_dscp,8.055912399999215,569716736,595034112,670539776,692416512,25317376,1035694080,3289014272,0.05,7.984375
stream_h1_l90_quantile_uncalibrated,12.070573500008322,585691136,624758784,604880896,642998272,39067648,1035694080,2796109824,0.05,11.796875
stream_h1_l90_recentred_enbpi_static,10.669639799991273,603459584,626888704,655421440,678027264,23429120,1035694080,2698338304,0.05,10.609375
stream_h1_l90_recentred_enbpi_updated,22.793289900000673,593895424,646713344,647176192,698904576,52817920,1035694080,2780356608,0.05,22.296875
stream_h1_l95_cqr,10.598012100002961,591339520,621887488,614191104,641097728,30547968,1035694080,2824785920,0.05,10.421875
stream_h1_l95_dscp,7.930030800009263,562872320,594882560,659230720,692453376,32010240,1035694080,3326488576,0.05,7.78125
stream_h1_l95_quantile_uncalibrated,10.747206500003813,599711744,623812608,618201088,643174400,24100864,1035694080,2773114880,0.05,10.6875
stream_h1_l95_recentred_enbpi_static,10.22246809999342,609554432,635400192,664920064,687820800,25845760,1035694080,2836176896,0.05,10.09375
stream_h1_l95_recentred_enbpi_updated,24.97629500000039,602578944,646463488,657211392,698671104,43884544,1035694080,1943150592,0.05,24.421875
stream_h3_l90_cqr,10.830425699998159,594096128,626233344,648228864,678420480,32137216,1035694080,2222030848,0.05,10.8125
stream_h3_l90_dscp,7.75769830000354,561336320,595275776,657375232,692998144,33939456,1035694080,3317006336,0.05,7.671875
stream_h3_l90_quantile_uncalibrated,12.028688599995803,602030080,629514240,653230080,680525824,27484160,1035694080,2369851392,0.05,11.828125
stream_h3_l90_recentred_enbpi_static,10.27741939999396,606724096,626745344,658677760,678662144,20021248,1035694080,2160386048,0.05,10.234375
stream_h3_l90_recentred_enbpi_updated,22.709461200007354,595468288,647032832,650313728,699432960,51564544,1035694080,2629197824,0.05,22.375
stream_h3_l95_cqr,11.561750099994242,593358848,626421760,645664768,678055936,33062912,1035694080,2046599168,0.05,11.34375
stream_h3_l95_dscp,7.97736000000441,561344512,593776640,658788352,691224576,32432128,1035694080,3344384000,0.05,7.828125
stream_h3_l95_quantile_uncalibrated,11.290959099991596,604700672,625803264,656560128,677421056,21102592,1035694080,2319224832,0.05,11.125
stream_h3_l95_recentred_enbpi_static,11.000788999997894,611733504,637489152,665686016,689291264,25755648,1035694080,2596220928,0.05,10.78125
stream_h3_l95_recentred_enbpi_updated,22.581697300003725,605622272,646905856,659124224,698933248,41283584,1035694080,3307753472,0.05,22.15625
stream_h6_l90_cqr,10.612016099999892,607055872,639127552,660004864,691138560,32071680,1035694080,3097886720,0.05,10.453125
stream_h6_l90_dscp,7.75270029999956,578740224,595525632,675577856,692342784,16785408,1035694080,3321925632,0.05,7.625
stream_h6_l90_quantile_uncalibrated,10.836164099993766,619261952,637005824,670658560,688394240,17743872,1035694080,3191939072,0.05,10.5
stream_h6_l90_recentred_enbpi_static,10.30776139999216,619524096,635957248,671514624,687706112,16433152,1035694080,3204476928,0.05,10.09375
stream_h6_l90_recentred_enbpi_updated,22.514260900003137,606478336,646823936,661454848,699121664,40345600,1035694080,3224231936,0.05,22.140625
stream_h6_l95_cqr,10.39655109999876,607076352,637640704,661053440,689508352,30564352,1035694080,3113795584,0.05,10.125
stream_h6_l95_dscp,7.972531799998251,561385472,593686528,659017728,691195904,32301056,1035694080,3347148800,0.05,7.640625
stream_h6_l95_quantile_uncalibrated,10.47649270000693,621670400,637063168,674467840,688676864,15392768,1035694080,3103805440,0.05,10.328125
stream_h6_l95_recentred_enbpi_static,9.992832599993562,615251968,636559360,669974528,690876416,21307392,1035694080,3241099264,0.05,9.828125
stream_h6_l95_recentred_enbpi_updated,22.79531329999736,609792000,647159808,664444928,699076608,37367808,1035694080,3193901056,0.05,22.15625
