horizon,level,method,group_id,channel,maximum_arithmetic_difference,passed
1,0.9,recentred_enbpi_updated,__pooled__,combined,0.0,True
1,0.9,dscp,Eagle_assembly_Benny,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Eagle_assembly_Benny,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Eagle_assembly_Benny,combined,2.842170943040401e-14,True
1,0.9,dscp,Eagle_assembly_Ian,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Eagle_assembly_Ian,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Eagle_assembly_Ian,combined,2.842170943040401e-14,True
1,0.9,dscp,Fox_education_Henrietta,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Fox_education_Henrietta,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Fox_education_Henrietta,combined,2.842170943040401e-14,True
1,0.9,dscp,Hog_assembly_Colette,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Hog_assembly_Colette,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Hog_assembly_Colette,combined,2.842170943040401e-14,True
1,0.9,dscp,Hog_assembly_Dona,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Hog_assembly_Dona,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Hog_assembly_Dona,combined,2.842170943040401e-14,True
1,0.9,dscp,Lamb_assembly_Bertie,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Lamb_assembly_Bertie,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Lamb_assembly_Bertie,combined,2.842170943040401e-14,True
1,0.9,dscp,Lamb_assembly_Cesar,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Lamb_assembly_Cesar,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Lamb_assembly_Cesar,combined,2.842170943040401e-14,True
1,0.9,dscp,Moose_education_Ricardo,numerical_only,0.0,True
1,0.9,dscp,Moose_education_Ricardo,availability_only,0.0,True
1,0.9,dscp,Moose_education_Ricardo,combined,0.0,True
1,0.9,dscp,Mouse_health_Estela,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Mouse_health_Estela,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Mouse_health_Estela,combined,2.842170943040401e-14,True
1,0.9,dscp,Mouse_health_Justin,numerical_only,2.842170943040401e-14,True
1,0.9,dscp,Mouse_health_Justin,availability_only,2.842170943040401e-14,True
1,0.9,dscp,Mouse_health_Justin,combined,2.842170943040401e-14,True
1,0.9,dscp,__pooled__,numerical_only,0.0,True
1,0.9,dscp,__pooled__,availability_only,0.0,True
1,0.9,dscp,__pooled__,combined,0.0,True
1,0.95,quantile_uncalibrated,Eagle_assembly_Benny,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Eagle_assembly_Benny,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Eagle_assembly_Benny,combined,0.0,True
1,0.95,quantile_uncalibrated,Eagle_assembly_Ian,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Eagle_assembly_Ian,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Eagle_assembly_Ian,combined,0.0,True
1,0.95,quantile_uncalibrated,Fox_education_Henrietta,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Fox_education_Henrietta,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Fox_education_Henrietta,combined,0.0,True
1,0.95,quantile_uncalibrated,Hog_assembly_Colette,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Hog_assembly_Colette,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Hog_assembly_Colette,combined,0.0,True
1,0.95,quantile_uncalibrated,Hog_assembly_Dona,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Hog_assembly_Dona,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Hog_assembly_Dona,combined,0.0,True
1,0.95,quantile_uncalibrated,Lamb_assembly_Bertie,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Lamb_assembly_Bertie,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Lamb_assembly_Bertie,combined,0.0,True
1,0.95,quantile_uncalibrated,Lamb_assembly_Cesar,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Lamb_assembly_Cesar,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Lamb_assembly_Cesar,combined,0.0,True
1,0.95,quantile_uncalibrated,Moose_education_Ricardo,numerical_only,2.842170943040401e-14,True
1,0.95,quantile_uncalibrated,Moose_education_Ricardo,availability_only,2.842170943040401e-14,True
1,0.95,quantile_uncalibrated,Moose_education_Ricardo,combined,2.842170943040401e-14,True
1,0.95,quantile_uncalibrated,Mouse_health_Estela,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Mouse_health_Estela,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Mouse_health_Estela,combined,0.0,True
1,0.95,quantile_uncalibrated,Mouse_health_Justin,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,Mouse_health_Justin,availability_only,0.0,True
1,0.95,quantile_uncalibrated,Mouse_health_Justin,combined,0.0,True
1,0.95,quantile_uncalibrated,__pooled__,numerical_only,0.0,True
1,0.95,quantile_uncalibrated,__pooled__,availability_only,0.0,True
1,0.95,quantile_uncalibrated,__pooled__,combined,0.0,True
1,0.95,cqr,Eagle_assembly_Benny,numerical_only,0.0,True
1,0.95,cqr,Eagle_assembly_Benny,availability_only,0.0,True
1,0.95,cqr,Eagle_assembly_Benny,combined,0.0,True
1,0.95,cqr,Eagle_assembly_Ian,numerical_only,0.0,True
1,0.95,cqr,Eagle_assembly_Ian,availability_only,0.0,True
1,0.95,cqr,Eagle_assembly_Ian,combined,0.0,True
1,0.95,cqr,Fox_education_Henrietta,numerical_only,0.0,True
1,0.95,cqr,Fox_education_Henrietta,availability_only,0.0,True
1,0.95,cqr,Fox_education_Henrietta,combined,0.0,True
1,0.95,cqr,Hog_assembly_Colette,numerical_only,0.0,True
1,0.95,cqr,Hog_assembly_Colette,availability_only,0.0,True
1,0.95,cqr,Hog_assembly_Colette,combined,0.0,True
1,0.95,cqr,Hog_assembly_Dona,numerical_only,0.0,True
1,0.95,cqr,Hog_assembly_Dona,availability_only,0.0,True
1,0.95,cqr,Hog_assembly_Dona,combined,0.0,True
1,0.95,cqr,Lamb_assembly_Bertie,numerical_only,0.0,True
1,0.95,cqr,Lamb_assembly_Bertie,availability_only,0.0,True
1,0.95,cqr,Lamb_assembly_Bertie,combined,0.0,True
1,0.95,cqr,Lamb_assembly_Cesar,numerical_only,0.0,True
1,0.95,cqr,Lamb_assembly_Cesar,availability_only,0.0,True
1,0.95,cqr,Lamb_assembly_Cesar,combined,0.0,True
1,0.95,cqr,Moose_education_Ricardo,numerical_only,2.842170943040401e-14,True
1,0.95,cqr,Moose_education_Ricardo,availability_only,2.842170943040401e-14,True
1,0.95,cqr,Moose_education_Ricardo,combined,2.842170943040401e-14,True
1,0.95,cqr,Mouse_health_Estela,numerical_only,0.0,True
1,0.95,cqr,Mouse_health_Estela,availability_only,0.0,True
1,0.95,cqr,Mouse_health_Estela,combined,0.0,True
1,0.95,cqr,Mouse_health_Justin,numerical_only,0.0,True
1,0.95,cqr,Mouse_health_Justin,availability_only,0.0,True
1,0.95,cqr,Mouse_health_Justin,combined,0.0,True
1,0.95,cqr,__pooled__,numerical_only,0.0,True
1,0.95,cqr,__pooled__,availability_only,0.0,True
1,0.95,cqr,__pooled__,combined,0.0,True
1,0.95,recentred_enbpi_static,Eagle_assembly_Benny,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Eagle_assembly_Benny,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Eagle_assembly_Benny,combined,0.0,True
1,0.95,recentred_enbpi_static,Eagle_assembly_Ian,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Eagle_assembly_Ian,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Eagle_assembly_Ian,combined,0.0,True
1,0.95,recentred_enbpi_static,Fox_education_Henrietta,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Fox_education_Henrietta,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Fox_education_Henrietta,combined,0.0,True
1,0.95,recentred_enbpi_static,Hog_assembly_Colette,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Hog_assembly_Colette,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Hog_assembly_Colette,combined,0.0,True
1,0.95,recentred_enbpi_static,Hog_assembly_Dona,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Hog_assembly_Dona,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Hog_assembly_Dona,combined,0.0,True
1,0.95,recentred_enbpi_static,Lamb_assembly_Bertie,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Lamb_assembly_Bertie,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Lamb_assembly_Bertie,combined,0.0,True
1,0.95,recentred_enbpi_static,Lamb_assembly_Cesar,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Lamb_assembly_Cesar,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Lamb_assembly_Cesar,combined,0.0,True
1,0.95,recentred_enbpi_static,Moose_education_Ricardo,numerical_only,2.842170943040401e-14,True
1,0.95,recentred_enbpi_static,Moose_education_Ricardo,availability_only,2.842170943040401e-14,True
1,0.95,recentred_enbpi_static,Moose_education_Ricardo,combined,2.842170943040401e-14,True
1,0.95,recentred_enbpi_static,Mouse_health_Estela,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Mouse_health_Estela,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Mouse_health_Estela,combined,0.0,True
1,0.95,recentred_enbpi_static,Mouse_health_Justin,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,Mouse_health_Justin,availability_only,0.0,True
1,0.95,recentred_enbpi_static,Mouse_health_Justin,combined,0.0,True
1,0.95,recentred_enbpi_static,__pooled__,numerical_only,0.0,True
1,0.95,recentred_enbpi_static,__pooled__,availability_only,0.0,True
1,0.95,recentred_enbpi_static,__pooled__,combined,0.0,True
1,0.95,recentred_enbpi_updated,Eagle_assembly_Benny,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Eagle_assembly_Benny,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Eagle_assembly_Benny,combined,0.0,True
1,0.95,recentred_enbpi_updated,Eagle_assembly_Ian,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Eagle_assembly_Ian,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Eagle_assembly_Ian,combined,0.0,True
1,0.95,recentred_enbpi_updated,Fox_education_Henrietta,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Fox_education_Henrietta,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Fox_education_Henrietta,combined,0.0,True
1,0.95,recentred_enbpi_updated,Hog_assembly_Colette,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Hog_assembly_Colette,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Hog_assembly_Colette,combined,0.0,True
1,0.95,recentred_enbpi_updated,Hog_assembly_Dona,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Hog_assembly_Dona,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Hog_assembly_Dona,combined,0.0,True
1,0.95,recentred_enbpi_updated,Lamb_assembly_Bertie,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Lamb_assembly_Bertie,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Lamb_assembly_Bertie,combined,0.0,True
1,0.95,recentred_enbpi_updated,Lamb_assembly_Cesar,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Lamb_assembly_Cesar,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Lamb_assembly_Cesar,combined,0.0,True
1,0.95,recentred_enbpi_updated,Moose_education_Ricardo,numerical_only,2.842170943040401e-14,True
1,0.95,recentred_enbpi_updated,Moose_education_Ricardo,availability_only,2.842170943040401e-14,True
1,0.95,recentred_enbpi_updated,Moose_education_Ricardo,combined,2.842170943040401e-14,True
1,0.95,recentred_enbpi_updated,Mouse_health_Estela,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Mouse_health_Estela,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Mouse_health_Estela,combined,0.0,True
1,0.95,recentred_enbpi_updated,Mouse_health_Justin,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,Mouse_health_Justin,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,Mouse_health_Justin,combined,0.0,True
1,0.95,recentred_enbpi_updated,__pooled__,numerical_only,0.0,True
1,0.95,recentred_enbpi_updated,__pooled__,availability_only,0.0,True
1,0.95,recentred_enbpi_updated,__pooled__,combined,0.0,True
1,0.95,dscp,Eagle_assembly_Benny,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Eagle_assembly_Benny,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Eagle_assembly_Benny,combined,2.842170943040401e-14,True
1,0.95,dscp,Eagle_assembly_Ian,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Eagle_assembly_Ian,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Eagle_assembly_Ian,combined,2.842170943040401e-14,True
1,0.95,dscp,Fox_education_Henrietta,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Fox_education_Henrietta,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Fox_education_Henrietta,combined,2.842170943040401e-14,True
1,0.95,dscp,Hog_assembly_Colette,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Hog_assembly_Colette,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Hog_assembly_Colette,combined,2.842170943040401e-14,True
1,0.95,dscp,Hog_assembly_Dona,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Hog_assembly_Dona,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Hog_assembly_Dona,combined,2.842170943040401e-14,True
1,0.95,dscp,Lamb_assembly_Bertie,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Lamb_assembly_Bertie,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Lamb_assembly_Bertie,combined,2.842170943040401e-14,True
1,0.95,dscp,Lamb_assembly_Cesar,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Lamb_assembly_Cesar,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Lamb_assembly_Cesar,combined,2.842170943040401e-14,True
1,0.95,dscp,Moose_education_Ricardo,numerical_only,0.0,True
1,0.95,dscp,Moose_education_Ricardo,availability_only,0.0,True
1,0.95,dscp,Moose_education_Ricardo,combined,0.0,True
1,0.95,dscp,Mouse_health_Estela,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Mouse_health_Estela,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Mouse_health_Estela,combined,2.842170943040401e-14,True
1,0.95,dscp,Mouse_health_Justin,numerical_only,2.842170943040401e-14,True
1,0.95,dscp,Mouse_health_Justin,availability_only,2.842170943040401e-14,True
1,0.95,dscp,Mouse_health_Justin,combined,2.842170943040401e-14,True
1,0.95,dscp,__pooled__,numerical_only,0.0,True
1,0.95,dscp,__pooled__,availability_only,0.0,True
1,0.95,dscp,__pooled__,combined,0.0,True
3,0.9,quantile_uncalibrated,Eagle_assembly_Benny,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Eagle_assembly_Benny,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Eagle_assembly_Benny,combined,0.0,True
3,0.9,quantile_uncalibrated,Eagle_assembly_Ian,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Eagle_assembly_Ian,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Eagle_assembly_Ian,combined,0.0,True
3,0.9,quantile_uncalibrated,Fox_education_Henrietta,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Fox_education_Henrietta,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Fox_education_Henrietta,combined,0.0,True
3,0.9,quantile_uncalibrated,Hog_assembly_Colette,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Hog_assembly_Colette,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Hog_assembly_Colette,combined,0.0,True
3,0.9,quantile_uncalibrated,Hog_assembly_Dona,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Hog_assembly_Dona,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Hog_assembly_Dona,combined,0.0,True
3,0.9,quantile_uncalibrated,Lamb_assembly_Bertie,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Lamb_assembly_Bertie,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Lamb_assembly_Bertie,combined,0.0,True
3,0.9,quantile_uncalibrated,Lamb_assembly_Cesar,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Lamb_assembly_Cesar,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Lamb_assembly_Cesar,combined,0.0,True
3,0.9,quantile_uncalibrated,Moose_education_Ricardo,numerical_only,2.842170943040401e-14,True
3,0.9,quantile_uncalibrated,Moose_education_Ricardo,availability_only,2.842170943040401e-14,True
3,0.9,quantile_uncalibrated,Moose_education_Ricardo,combined,2.842170943040401e-14,True
3,0.9,quantile_uncalibrated,Mouse_health_Estela,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Mouse_health_Estela,availability_only,0.0,True
3,0.9,quantile_uncalibrated,Mouse_health_Estela,combined,0.0,True
3,0.9,quantile_uncalibrated,Mouse_health_Justin,numerical_only,0.0,True
3,0.9,quantile_uncalibrated,Mouse_health_Justin,availability_only,0.0,True
