left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,29710,9904,2021-01-07 23:10:00,2021-08-02 06:40:00,2021-08-02 07:40:00,2021-08-02 08:10:00,2021-10-10 02:40:00,2021-08-02 09:10:00,2021-10-10 03:40:00,0,0,,0,9bfb1bb756f6482d05f8b29f4641dbd1f296028fc350a4a553d24a36d22e27e9,95f6a9fd9b4c2fa94db7feb83a63fad2a71fd57999295f2197de2469d546764e
calibration,test,9904,9907,2021-08-02 08:10:00,2021-10-10 02:40:00,2021-10-10 03:40:00,2021-10-10 03:50:00,2021-12-17 22:50:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,95f6a9fd9b4c2fa94db7feb83a63fad2a71fd57999295f2197de2469d546764e,d49d239e790e4d4ac222855ae25cdaac52374834298fd0a50aea54a1301ed1ee
inner0_train,inner0_validation,9897,9897,2021-01-07 23:10:00,2021-03-17 16:30:00,2021-03-17 17:30:00,2021-03-17 17:40:00,2021-05-25 11:00:00,2021-03-17 18:40:00,2021-05-25 12:00:00,0,0,,0,a6403e960745cce991ed91ad4e09c0bacd724edcf9100567e9722ec33b2f0126,eed5d591d2433de344782fb37c677017b7eb2ab643af84f8077edf74ff3bbe2d
inner1_train,inner1_validation,19794,9904,2021-01-07 23:10:00,2021-05-25 11:00:00,2021-05-25 12:00:00,2021-05-25 12:10:00,2021-08-02 06:40:00,2021-05-25 13:10:00,2021-08-02 07:40:00,0,0,,0,516702fb97ea5798b6b3bc5e6fdc36d944e45c01996a7abcecafdcfbaf941b2c,f7a48687f85b4b8b0f7e7fc920bb44bc15de33c4f098f554582b76ebe32df731
