phase,dataset,horizon,outer_fold,scheme,role,group_id,n,origin_min,origin_max,target_min,target_max,membership_sha256
before,rico,30,1,whole_run_group_blocked,inner_train,P1S41,196,2023-08-02 07:15:00,2023-08-02 10:30:00,2023-08-02 07:45:00,2023-08-02 11:00:00,38b2b9db4b58d95cd4020d2381c8b83861584345d38f4d7395f225314117f0e3
before,rico,30,1,whole_run_group_blocked,inner_train,P1S42,196,2023-08-02 11:15:00,2023-08-02 14:30:00,2023-08-02 11:45:00,2023-08-02 15:00:00,8cc8fd6ef347ef67049bede39ad982eb94064e7f9f59af5301b0f44edfc5eec8
before,rico,30,1,whole_run_group_blocked,inner_train,P1S43,196,2023-08-02 15:15:00,2023-08-02 18:30:00,2023-08-02 15:45:00,2023-08-02 19:00:00,92ce27856e9f13b7937e4742c39ef45deafc709ed2bf066e7b35f5938fce715e
before,rico,30,1,whole_run_group_blocked,inner_train,P1S44,196,2023-08-02 19:15:00,2023-08-02 22:30:00,2023-08-02 19:45:00,2023-08-02 23:00:00,c9b5c643cebcbba94850384b406d45712c631906dac7f825a6304f8878303133
before,rico,30,1,whole_run_group_blocked,inner_train,P1S45,196,2023-08-02 23:15:00,2023-08-03 02:30:00,2023-08-02 23:45:00,2023-08-03 03:00:00,f3606327b456601cbbeef64de5b9444f5d0dba1fcb20bc2b2845305362fe6bfa
before,rico,30,1,whole_run_group_blocked,inner_train,P1S46,196,2023-08-03 03:15:00,2023-08-03 06:30:00,2023-08-03 03:45:00,2023-08-03 07:00:00,c32e5715762b2f451b4c8276188b1d81cf7ef7658948d4e7d85a938cde3bedbd
before,rico,30,1,whole_run_group_blocked,inner_train,P1S47,196,2023-08-03 07:15:00,2023-08-03 10:30:00,2023-08-03 07:45:00,2023-08-03 11:00:00,64c3e866b9c17a2b0baba36ffc17c4ebed3b115476ed75996617921bd035efdb
before,rico,30,1,whole_run_group_blocked,inner_train,P1S49,196,2023-08-03 15:15:00,2023-08-03 18:30:00,2023-08-03 15:45:00,2023-08-03 19:00:00,f5d241e625382acf8929cba5a3e9756a5b527b43647cee6aec963fa084ad809f
before,rico,30,1,whole_run_group_blocked,inner_train,P1S50,196,2023-08-03 19:15:00,2023-08-03 22:30:00,2023-08-03 19:45:00,2023-08-03 23:00:00,88c9a454099d8ae47dc5a95f872837908c4a1744346085a9144a4b155d219dd2
before,rico,30,1,whole_run_group_blocked,inner_train,P1S51,196,2023-08-03 23:15:00,2023-08-04 02:30:00,2023-08-03 23:45:00,2023-08-04 03:00:00,4e15a0c57e17e4c7d0b0cb5536c49314131d9503d8d4cac08aa4ce056cf1d598
before,rico,30,1,whole_run_group_blocked,inner_train,P1S52,196,2023-08-04 03:15:00,2023-08-04 06:30:00,2023-08-04 03:45:00,2023-08-04 07:00:00,9e0603a5135410a2a46892389816d81bbc01d7531c9604f6b00a4a6a2d4e1248
before,rico,30,1,whole_run_group_blocked,inner_train,P1S53,196,2023-08-04 07:15:00,2023-08-04 10:30:00,2023-08-04 07:45:00,2023-08-04 11:00:00,2b29d082634e9665fffdf4bbfd5300dbca8308acbf3511d729f358f248afb799
before,rico,30,1,whole_run_group_blocked,inner_train,P1S55,196,2023-08-04 15:15:00,2023-08-04 18:30:00,2023-08-04 15:45:00,2023-08-04 19:00:00,e9c06035ec36855c90a52eef9ed167219082838fe743c863ce7dc37e509b9fdd
before,rico,30,1,whole_run_group_blocked,inner_train,P1S56,196,2023-08-04 19:15:00,2023-08-04 22:30:00,2023-08-04 19:45:00,2023-08-04 23:00:00,c602db9876fd6bf7f7e9be86c4b40f7b2474f570e6dac085c29cf99707c76bdb
before,rico,30,1,whole_run_group_blocked,inner_train,P1S57,196,2023-08-04 23:15:00,2023-08-05 02:30:00,2023-08-04 23:45:00,2023-08-05 03:00:00,974a1228fa11fd7e7ece15e8aedb2ae3fca68c54923477613a104ef8664bc050
before,rico,30,1,whole_run_group_blocked,inner_train,P1S58,196,2023-08-05 03:15:00,2023-08-05 06:30:00,2023-08-05 03:45:00,2023-08-05 07:00:00,05ce7d8dafddd10bb895fda9124bb00f6d3e5a325dba5b9fbe0c1fea1c87fff8
before,rico,30,1,whole_run_group_blocked,inner_train,P1S59,196,2023-08-05 07:15:00,2023-08-05 10:30:00,2023-08-05 07:45:00,2023-08-05 11:00:00,12098760b99d16f5e86f377333fe5995d6c2143f88330e0708bb11635f4963d6
before,rico,30,1,whole_run_group_blocked,inner_train,P1S60,196,2023-08-05 11:15:00,2023-08-05 14:30:00,2023-08-05 11:45:00,2023-08-05 15:00:00,68a09eb886d72c850f3c90350c2dfbe3247e0ccbd974c4f1704ecc49e771cde1
before,rico,30,1,whole_run_group_blocked,inner_train,P1S61,196,2023-08-05 15:15:00,2023-08-05 18:30:00,2023-08-05 15:45:00,2023-08-05 19:00:00,9ee2b1983a53c0264fac51fd57ea577031d941c1e88b2f645010820626cf916a
before,rico,30,1,whole_run_group_blocked,inner_train,P1S62,196,2023-08-05 19:15:00,2023-08-05 22:30:00,2023-08-05 19:45:00,2023-08-05 23:00:00,d57e4602620befc03cea7f86024c846e30b316a5487a61191296ce128098fbf7
before,rico,30,1,whole_run_group_blocked,inner_train,P1S63,196,2023-08-05 23:15:00,2023-08-06 02:30:00,2023-08-05 23:45:00,2023-08-06 03:00:00,f0976e31a71a40efa0931e38d2729a3770a53f959de7cd6d1f8c4523fd132fa2
before,rico,30,1,whole_run_group_blocked,inner_train,P1S64,196,2023-08-06 03:15:00,2023-08-06 06:30:00,2023-08-06 03:45:00,2023-08-06 07:00:00,ce8c9a3c173fbc4660e6ea3fa244f55194286b3596fed31e9f0f85f2b9496694
before,rico,30,1,whole_run_group_blocked,inner_train,P1S65,196,2023-08-06 07:15:00,2023-08-06 10:30:00,2023-08-06 07:45:00,2023-08-06 11:00:00,76e54e947390f10ce60077deed7352d77b0f23c437213ab41808963ef96e3a07
before,rico,30,1,whole_run_group_blocked,inner_train,P1S67,196,2023-08-06 15:15:00,2023-08-06 18:30:00,2023-08-06 15:45:00,2023-08-06 19:00:00,3996132192f84e16b856fcd265a1a7c7d6239676462af9172204d1a566c6bc12
before,rico,30,1,whole_run_group_blocked,inner_train,P1S68,196,2023-08-06 19:15:00,2023-08-06 22:30:00,2023-08-06 19:45:00,2023-08-06 23:00:00,efeac04a93f3ae10198dab355c88d316c58132daaa951ae55b0782396a30179f
before,rico,30,1,whole_run_group_blocked,inner_train,P1S69,196,2023-08-06 23:15:00,2023-08-07 02:30:00,2023-08-06 23:45:00,2023-08-07 03:00:00,09940f7bf5fd52dbc92ae6b4ac0a4fe16e3e3267a60479dbd6f6364f07021561
before,rico,30,1,whole_run_group_blocked,inner_train,P1S70,196,2023-08-07 03:15:00,2023-08-07 06:30:00,2023-08-07 03:45:00,2023-08-07 07:00:00,20a4dc13922c95b0b89e1929f87c9a651785d0e680e562ce71bae4d2af4dfffc
before,rico,30,1,whole_run_group_blocked,inner_train,P1S72,196,2023-08-07 11:15:00,2023-08-07 14:30:00,2023-08-07 11:45:00,2023-08-07 15:00:00,336820a1b2727882b991bf3ac28a7c0a02a120c64347173119f1261020ffb300
before,rico,30,1,whole_run_group_blocked,inner_train,P1S73,196,2023-08-07 15:15:00,2023-08-07 18:30:00,2023-08-07 15:45:00,2023-08-07 19:00:00,59d74ab4cfb383ee4dcbf641f58ab89c3d36fac77b43336d6fcb68a4268d3b5d
before,rico,30,1,whole_run_group_blocked,inner_train,P1S74,196,2023-08-07 19:15:00,2023-08-07 22:30:00,2023-08-07 19:45:00,2023-08-07 23:00:00,aa39279cdf91e2350d816925e2d81310ad36fbd4aaad9366daa6f2155e5b0c7b
before,rico,30,1,whole_run_group_blocked,inner_train,P1S75,196,2023-08-07 23:15:00,2023-08-08 02:30:00,2023-08-07 23:45:00,2023-08-08 03:00:00,df2cd92131cf8e7a8f0e61b12d9c07d71864d11bb712c2d608024fd58c4f8441
before,rico,30,1,whole_run_group_blocked,inner_train,P1S76,196,2023-08-08 03:15:00,2023-08-08 06:30:00,2023-08-08 03:45:00,2023-08-08 07:00:00,539f346face0885c858aa64d4b1bd9996e54692563d15f56f60eb0d3a0d40b66
before,rico,30,1,whole_run_group_blocked,inner_train,P1S77,196,2023-08-08 07:15:00,2023-08-08 10:30:00,2023-08-08 07:45:00,2023-08-08 11:00:00,5ac135c2816546acba2182bf0effba0b0a48a3d7f6299d7fdf135e817cecd381
before,rico,30,1,whole_run_group_blocked,inner_train,P1S78,196,2023-08-08 11:15:00,2023-08-08 14:30:00,2023-08-08 11:45:00,2023-08-08 15:00:00,0e374b30734bc1b514dbb0c5f451299a43ccad77f8d62231825dc09da92a36de
before,rico,30,1,whole_run_group_blocked,inner_train,P1S79,196,2023-08-08 15:15:00,2023-08-08 18:30:00,2023-08-08 15:45:00,2023-08-08 19:00:00,c14675a556e637f1301ee2b829e32f997209ca29014153d4f3b2ccac00966ca4
before,rico,30,1,whole_run_group_blocked,inner_train,P1S80,196,2023-08-08 19:15:00,2023-08-08 22:30:00,2023-08-08 19:45:00,2023-08-08 23:00:00,bca5dce38babcb1bf011b4c501d11376ed7f53722a14c27628b6fc5ce562a7b3
before,rico,30,1,whole_run_group_blocked,inner_train,P1S81,196,2023-08-08 23:15:00,2023-08-09 02:30:00,2023-08-08 23:45:00,2023-08-09 03:00:00,c9f9f5a15d9b9dd6bbd9f3026857fcee9bd798a1498bfdaf8edd50e8319ea99f
before,rico,30,1,whole_run_group_blocked,inner_train,P1S82,196,2023-08-09 03:15:00,2023-08-09 06:30:00,2023-08-09 03:45:00,2023-08-09 07:00:00,7a800dd7e1263c998375c2639be3361c0769809c24a433063853ec4d8d56d7ee
before,rico,30,1,whole_run_group_blocked,inner_train,P1S83,196,2023-08-09 07:15:00,2023-08-09 10:30:00,2023-08-09 07:45:00,2023-08-09 11:00:00,41380b983adadfedeffb95bf2499bf641d3c0fcaa377fc0ddbe6fa168495a3b7
before,rico,30,1,whole_run_group_blocked,inner_train,P1S85,196,2023-08-09 15:15:00,2023-08-09 18:30:00,2023-08-09 15:45:00,2023-08-09 19:00:00,381f09f21c145c47a2083702b63252103adcbfd7924f0b89a9a68ae06e0b8bfb
before,rico,30,1,whole_run_group_blocked,inner_train,P1S86,196,2023-08-09 19:15:00,2023-08-09 22:30:00,2023-08-09 19:45:00,2023-08-09 23:00:00,fd1a8fc3b7dfee550cf9ce82971e14001ee76fad31efd226d0fb9a24c02800c4
before,rico,30,1,whole_run_group_blocked,inner_train,P1S87,196,2023-08-09 23:15:00,2023-08-10 02:30:00,2023-08-09 23:45:00,2023-08-10 03:00:00,073a9942214c9d77ecbd67b4aed4d7abf34f9dc3d8c1469c078481026eec80fe
before,rico,30,1,whole_run_group_blocked,inner_train,P1S89,196,2023-08-10 07:15:00,2023-08-10 10:30:00,2023-08-10 07:45:00,2023-08-10 11:00:00,e3f4eaebb5a12738432288102daa5c2ecad88cd5d1a4cf4bd01b404007951408
before,rico,30,1,whole_run_group_blocked,inner_train,P1S91,196,2023-08-10 15:15:00,2023-08-10 18:30:00,2023-08-10 15:45:00,2023-08-10 19:00:00,1d524a93b0180ea42723394ff0e12e154ee885a31c110f74185beaa6c6a997fb
before,rico,30,1,whole_run_group_blocked,inner_train,P1S92,196,2023-08-10 19:15:00,2023-08-10 22:30:00,2023-08-10 19:45:00,2023-08-10 23:00:00,232c1ec4d3aac9798a0b71b37aa8460fe75f99cd1c67aa888a4dc4c1d583c67d
before,rico,30,1,whole_run_group_blocked,inner_train,P1S93,196,2023-08-10 23:15:00,2023-08-11 02:30:00,2023-08-10 23:45:00,2023-08-11 03:00:00,5282c662c0f72b2eaec1433337407f64928eb44ac48193ddb35228e1b9a4a9ea
before,rico,30,1,whole_run_group_blocked,inner_train,P1S94,196,2023-08-11 03:15:00,2023-08-11 06:30:00,2023-08-11 03:45:00,2023-08-11 07:00:00,7ab066c480213abc024cb2210d156e5fce582993ffa49dcc10d1015aa6ebf79e
before,rico,30,1,whole_run_group_blocked,inner_train,P1S95,196,2023-08-11 07:15:00,2023-08-11 10:30:00,2023-08-11 07:45:00,2023-08-11 11:00:00,53aa59248bb9b19f7274bff882eb82b84107ea3520053522a7a5072d28f3515b
before,rico,30,1,whole_run_group_blocked,inner_train,P1S96,196,2023-08-11 11:15:00,2023-08-11 14:30:00,2023-08-11 11:45:00,2023-08-11 15:00:00,1e3dca91d5e4acfb6d4a63695d57f02f9a3bc544aedd8a0009a71a00f53335e4
before,rico,30,1,whole_run_group_blocked,inner_train,P1S98,196,2023-08-11 19:15:00,2023-08-11 22:30:00,2023-08-11 19:45:00,2023-08-11 23:00:00,4f370a4ef4798e8d30818b5637c9fcdc536d417d8013bf15187f7d314bcd395b
before,rico,30,1,whole_run_group_blocked,inner_train,P1S99,196,2023-08-11 23:15:00,2023-08-12 02:30:00,2023-08-11 23:45:00,2023-08-12 03:00:00,520f01adfc54fe0b5c0473455aa409d8febc40a29f33f072733d5b5767b400a7
before,rico,30,1,whole_run_group_blocked,inner_train,P1S101,196,2023-08-12 07:15:00,2023-08-12 10:30:00,2023-08-12 07:45:00,2023-08-12 11:00:00,69f7da8a12415d1aedb797aecf82e8f0f408f9bcd02d1b9e22ce4aa0926ba942
before,rico,30,1,whole_run_group_blocked,inner_train,P3S0,196,2024-01-22 13:44:00,2024-01-22 16:59:00,2024-01-22 14:14:00,2024-01-22 17:29:00,b2874368c4917ab26a051b6465110302bb45fa2ca4370659087e5074a0d315ff
before,rico,30,1,whole_run_group_blocked,inner_train,P3S1,196,2024-01-23 05:44:00,2024-01-23 08:59:00,2024-01-23 06:14:00,2024-01-23 09:29:00,8e0a5b12babf391c07746c557da276e761dfab7b8e0b5053bdd61ebb254ce048
before,rico,30,1,whole_run_group_blocked,inner_train,P3S2,196,2024-01-23 21:44:00,2024-01-24 00:59:00,2024-01-23 22:14:00,2024-01-24 01:29:00,b1ef12e6b9306c062aa54f57828544dc35a716c3f7633f5f98e6cb085675329f
before,rico,30,1,whole_run_group_blocked,inner_train,P3S3,196,2024-01-24 13:44:00,2024-01-24 16:59:00,2024-01-24 14:14:00,2024-01-24 17:29:00,46b55dc8f3a36c7e2cb0f32704f189cb3020609379a0c95c9557a9bb4f19f7a9
before,rico,30,1,whole_run_group_blocked,inner_train,P3S4,196,2024-01-25 05:44:00,2024-01-25 08:59:00,2024-01-25 06:14:00,2024-01-25 09:29:00,20995063787d6a1e626422552bcaebefbe9f49c88619ad84ac9eee2910a2bb70
before,rico,30,1,whole_run_group_blocked,inner_train,P3S5,196,2024-01-25 21:44:00,2024-01-26 00:59:00,2024-01-25 22:14:00,2024-01-26 01:29:00,1c3bf62aef3bd02fe4c9a7813a9e77a4711e2b24d32d760139e21282d30d22e8
before,rico,30,1,whole_run_group_blocked,inner_train,P4S0,196,2024-01-29 15:15:00,2024-01-29 18:30:00,2024-01-29 15:45:00,2024-01-29 19:00:00,b761c585a521cbdf02f6287684cea4ad6b4a7b431d59c00af5a1d64d163b1781
before,rico,30,1,whole_run_group_blocked,inner_train,P4S1,196,2024-01-29 19:15:00,2024-01-29 22:30:00,2024-01-29 19:45:00,2024-01-29 23:00:00,65c19f0019df707215510817e65c089b5fa0e627f39f6c1f9fd53a8a6149b101
before,rico,30,1,whole_run_group_blocked,inner_train,P4S2,196,2024-01-29 23:15:00,2024-01-30 02:30:00,2024-01-29 23:45:00,2024-01-30 03:00:00,d91b29c9a3d0a8e6556d077493d9573b5b95bcdb2c048888e389696422eb42ad
before,rico,30,1,whole_run_group_blocked,inner_train,P4S3,196,2024-01-30 03:15:00,2024-01-30 06:30:00,2024-01-30 03:45:00,2024-01-30 07:00:00,a0838cd773250dd6ba150081652ddad19b33d6fc59eeaee12061b0256231ea86
before,rico,30,1,whole_run_group_blocked,inner_train,P4S5,196,2024-01-30 11:15:00,2024-01-30 14:30:00,2024-01-30 11:45:00,2024-01-30 15:00:00,75984e251d4a53a5ecba0c159cf27e0ee72e649ac40e889bc27d1f4b915b3164
before,rico,30,1,whole_run_group_blocked,inner_train,P4S6,196,2024-01-30 15:15:00,2024-01-30 18:30:00,2024-01-30 15:45:00,2024-01-30 19:00:00,c48c95287a4e8649e390a91e2c16e328a41b3d5f61f7051aebe66bfd76bf2709
before,rico,30,1,whole_run_group_blocked,inner_train,P4S7,196,2024-01-30 19:15:00,2024-01-30 22:30:00,2024-01-30 19:45:00,2024-01-30 23:00:00,1cae968aebd0c0d3fb8aaa9bbebf4ece813597f5416446991724ae7da117a599
before,rico,30,1,whole_run_group_blocked,inner_train,P4S8,196,2024-01-30 23:15:00,2024-01-31 02:30:00,2024-01-30 23:45:00,2024-01-31 03:00:00,878c581ef65d051b4baf5e18133a3a1e97f3474202a460eeebd2ec8175d64fbd
before,rico,30,1,whole_run_group_blocked,inner_train,P4S9,196,2024-01-31 03:15:00,2024-01-31 06:30:00,2024-01-31 03:45:00,2024-01-31 07:00:00,998df07de6870f9cb8de58d3e614e21ce9c6fe2e1273d8041517cd63df97d2b1
before,rico,30,1,whole_run_group_blocked,inner_train,P4S10,196,2024-01-31 07:15:00,2024-01-31 10:30:00,2024-01-31 07:45:00,2024-01-31 11:00:00,5eb715dea41ceb3d4e1da3cb56a2eb1f1072943629e3576c79257e8e08c04bcb
before,rico,30,1,whole_run_group_blocked,inner_train,P4S11,196,2024-01-31 11:15:00,2024-01-31 14:30:00,2024-01-31 11:45:00,2024-01-31 15:00:00,fb3efbf0a43cf2b4e729c7eb5de1cf9bf33f350123ed7992cfc9028f866a5a30
before,rico,30,1,whole_run_group_blocked,inner_train,P4S12,196,2024-01-31 15:15:00,2024-01-31 18:30:00,2024-01-31 15:45:00,2024-01-31 19:00:00,9096afdca34402b835aefce4818875fcfd01751137b08631152e891b1a0cf1e7
before,rico,30,1,whole_run_group_blocked,inner_train,P4S13,196,2024-01-31 19:15:00,2024-01-31 22:30:00,2024-01-31 19:45:00,2024-01-31 23:00:00,f02c6baeaa7857aad2bfef977f72703d27066a894fc6102d53fcddcddb936ff6
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S14,196,2024-01-31 23:15:00,2024-02-01 02:30:00,2024-01-31 23:45:00,2024-02-01 03:00:00,6f5d2d6ca51938d9f9e76ecfe514f59b5241dc4b75db443ad51d5e4aa3b604a1
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S15,196,2024-02-01 03:15:00,2024-02-01 06:30:00,2024-02-01 03:45:00,2024-02-01 07:00:00,7669b082292ee839e74b64fe2f1967ce9644c1a3b2837a94113fc63c0f8ad072
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S16,196,2024-02-01 07:15:00,2024-02-01 10:30:00,2024-02-01 07:45:00,2024-02-01 11:00:00,6ae26c1ac0ea4b3864d835705bbbcc538c0f47fbc30a7dee14e3118ce50fcb17
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S17,196,2024-02-01 11:15:00,2024-02-01 14:30:00,2024-02-01 11:45:00,2024-02-01 15:00:00,ed82b8de4c46d0168cdff128a5b724dff9b3b2cf60b5c816e77286fede4724c1
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S18,196,2024-02-01 15:15:00,2024-02-01 18:30:00,2024-02-01 15:45:00,2024-02-01 19:00:00,fcebd8f91dc99490b53e83c3a3cad7853956a9145ed42df6e39e83223d127497
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S19,196,2024-02-01 19:15:00,2024-02-01 22:30:00,2024-02-01 19:45:00,2024-02-01 23:00:00,2426198e4e33412af1f4719141935c7688bd850f0f1c97835d09a0cf373a4b45
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S20,196,2024-02-01 23:15:00,2024-02-02 02:30:00,2024-02-01 23:45:00,2024-02-02 03:00:00,4f8e7ade9929757c7d60d499e2eb8ccc44ce208f5425e1fa13868e487afe8100
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S21,196,2024-02-02 03:15:00,2024-02-02 06:30:00,2024-02-02 03:45:00,2024-02-02 07:00:00,388a2f1abbd7a3b9d6dc193447ae758502774576bf0c645a372c5c22e9002484
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S22,196,2024-02-02 07:15:00,2024-02-02 10:30:00,2024-02-02 07:45:00,2024-02-02 11:00:00,b975c27047bf181b6eeccef8fe1aeacf20b51373846083f7b29f66f07beaebe1
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S23,196,2024-02-02 11:15:00,2024-02-02 14:30:00,2024-02-02 11:45:00,2024-02-02 15:00:00,9f4e86965e58e7266a798bf58353d4e33ce1a1c5426930bea7bb7f8889c85598
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S24,196,2024-02-02 15:15:00,2024-02-02 18:30:00,2024-02-02 15:45:00,2024-02-02 19:00:00,bfa8b986ee201c98d2fa1d4e78167c0eff29fb65eb1f96d423d2116841b0a0da
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S25,196,2024-02-02 19:15:00,2024-02-02 22:30:00,2024-02-02 19:45:00,2024-02-02 23:00:00,0252c48493d82c67afa2e17fd5e933029809bc719b53378de39b86fc75b0b4cb
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S26,196,2024-02-02 23:15:00,2024-02-03 02:30:00,2024-02-02 23:45:00,2024-02-03 03:00:00,d3d720a9021acc3752837f3a8399a3f0ab8e431833378ae52d55995d2fda3e88
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S27,196,2024-02-03 03:15:00,2024-02-03 06:30:00,2024-02-03 03:45:00,2024-02-03 07:00:00,002c48cf35271f8e5c06a17589f864344e71be7d59adb244e142745fdffccbfe
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S28,196,2024-02-03 07:15:00,2024-02-03 10:30:00,2024-02-03 07:45:00,2024-02-03 11:00:00,1dbad8f35a8443b7810ccc142388896fb18945f968353e6328ba00e150d145b6
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S29,196,2024-02-03 11:15:00,2024-02-03 14:30:00,2024-02-03 11:45:00,2024-02-03 15:00:00,173a9a18774caccdae7859c116d17fe3ad94af01cabad4f086a34764930b2c47
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S30,196,2024-02-03 15:15:00,2024-02-03 18:30:00,2024-02-03 15:45:00,2024-02-03 19:00:00,20d6c41d612fec663c220a7ab20acb9753d572923604327af5fdeeac75146822
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S31,196,2024-02-03 19:15:00,2024-02-03 22:30:00,2024-02-03 19:45:00,2024-02-03 23:00:00,8dc8f4fafa57d3bc773aeef57a380b5e1de8acd9ee5fec13e7737e5fcfd95652
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S32,196,2024-02-03 23:15:00,2024-02-04 02:30:00,2024-02-03 23:45:00,2024-02-04 03:00:00,3be8772b3011f78e2afd949ba12413832b89f54335cc7226ad1161ca64cf3c7a
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S33,196,2024-02-04 03:15:00,2024-02-04 06:30:00,2024-02-04 03:45:00,2024-02-04 07:00:00,bf0bbd7e4bbc27e729311f93c5f192739aaa1d065dbe0d15679105bfb42c468b
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S34,196,2024-02-04 07:15:00,2024-02-04 10:30:00,2024-02-04 07:45:00,2024-02-04 11:00:00,9387d1f7dabb43747032dbae47d005633497af3e5f156636dc00dac877e48801
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S35,196,2024-02-04 11:15:00,2024-02-04 14:30:00,2024-02-04 11:45:00,2024-02-04 15:00:00,d03f2b398ac9092e5bfaf6e660cd75c10c7da9d84f931e42c10654e193ba8db4
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S36,196,2024-02-04 15:15:00,2024-02-04 18:30:00,2024-02-04 15:45:00,2024-02-04 19:00:00,917e453d4e0c38e48ba903c7fe7378b4c69a14400c50eaafed24c8bd01ca8d8e
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S37,196,2024-02-04 19:15:00,2024-02-04 22:30:00,2024-02-04 19:45:00,2024-02-04 23:00:00,73e16860599ef3a6952614985731766d204251d4301f6800bb2e6b2b3da115ad
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S38,196,2024-02-04 23:15:00,2024-02-05 02:30:00,2024-02-04 23:45:00,2024-02-05 03:00:00,3923fbd02016c6706efa4983986ef60e2d6a2cc491568bf7298e20fdaa7c2ffd
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S39,196,2024-02-05 03:15:00,2024-02-05 06:30:00,2024-02-05 03:45:00,2024-02-05 07:00:00,8cfd74af04e35c7a905166d022a31702bc70d16262ba68009a0570117ad1b4d2
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S40,196,2024-02-05 07:15:00,2024-02-05 10:30:00,2024-02-05 07:45:00,2024-02-05 11:00:00,0f3e072430f1d01a8ed495657b3b08bffa804af26f6543d218a6c80fcd27cd62
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S41,196,2024-02-05 11:15:00,2024-02-05 14:30:00,2024-02-05 11:45:00,2024-02-05 15:00:00,9225236bdae7c41f5d795c9544ca1068a2c0764e723eb22dd997f64561abb072
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S42,196,2024-02-05 15:15:00,2024-02-05 18:30:00,2024-02-05 15:45:00,2024-02-05 19:00:00,868384d5e80b5261c1d923b2d90aa6d243beec9400f8766b9a579066f46b0b5d
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S43,196,2024-02-05 19:15:00,2024-02-05 22:30:00,2024-02-05 19:45:00,2024-02-05 23:00:00,d603b6fa2cc2e967c523ac8e09ecfc2d712376eb8d91148306bfdce760ad17a7
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S44,196,2024-02-05 23:15:00,2024-02-06 02:30:00,2024-02-05 23:45:00,2024-02-06 03:00:00,ae3e7d3b8472d17c4ecccf3688002121b16013f0cb9349435ab3d5b465210472
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S45,196,2024-02-06 03:15:00,2024-02-06 06:30:00,2024-02-06 03:45:00,2024-02-06 07:00:00,aca299c5f0cd791d46845014cdca334bb5895a65a57b9dc1866874a9ec265158
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S46,196,2024-02-06 07:15:00,2024-02-06 10:30:00,2024-02-06 07:45:00,2024-02-06 11:00:00,2d9e18a6f0c80d0aee0feaa6047fc5889737350cac7575e584678b334e9ae589
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S47,196,2024-02-06 11:15:00,2024-02-06 14:30:00,2024-02-06 11:45:00,2024-02-06 15:00:00,5c0e049cd43d7a99d4614ac83fce553b841d662469811c70c4e5a42d48199ad8
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S48,196,2024-02-06 15:15:00,2024-02-06 18:30:00,2024-02-06 15:45:00,2024-02-06 19:00:00,24bd948dfdde1838b23951da9f4c78b4c77a176bbfc2eacf16b195f1a7823e66
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S49,196,2024-02-06 19:15:00,2024-02-06 22:30:00,2024-02-06 19:45:00,2024-02-06 23:00:00,f7554f2769ef7db6baa9674815b3132a10030a523b7c9a28d92c3052cd60872b
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S50,196,2024-02-06 23:15:00,2024-02-07 02:30:00,2024-02-06 23:45:00,2024-02-07 03:00:00,1c88af3f587d73cfb392f58a661e61211e36a636550dccd11c64eb5170f467f1
before,rico,30,1,whole_run_group_blocked,inner_calib,P4S51,196,2024-02-07 03:15:00,2024-02-07 06:30:00,2024-02-07 03:45:00,2024-02-07 07:00:00,1e655962275a06c108c83d1d19fcddbf11673683ef4b38bd1c15977cbc5e58f7
