phase,dataset,horizon,outer_fold,scheme,boundary,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
before,bdg2,3,2,chronological,refit_calibration->outer_test,17327,34670,2016-08-11 15:00:00,2016-10-22 19:00:00,2016-10-22 22:00:00,2016-10-22 23:00:00,2017-03-16 12:00:00,2016-10-23 02:00:00,2017-03-16 15:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,e47b62fea7bccd4a93c935d912f222c6b82b75bef9b3524feae49787cbdb1a36,b27923cc4a76cc939c4dccc7b145ff192894a82a4c041b41f7706392d1c91f59
before,bdg2,6,0,chronological,inner_train->inner_calib,69307,34653,2016-01-07 18:00:00,2016-10-22 17:00:00,2016-10-22 23:00:00,2016-10-22 17:00:00,2017-03-16 04:00:00,2016-10-22 23:00:00,2017-03-16 10:00:00,62,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,8d207771e5d0cfd4b76d29c95d807fc14214197df4625fe87e210b3c0331085c,8de481f003d6f9997f9df3146c2b1081adf006ccd317a7af4123ed012e73cd8b
before,bdg2,6,0,chronological,inner_calib->inner_select,34653,34654,2016-10-22 17:00:00,2017-03-16 04:00:00,2017-03-16 10:00:00,2017-03-16 04:00:00,2017-08-07 23:00:00,2017-03-16 10:00:00,2017-08-08 05:00:00,63,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,8de481f003d6f9997f9df3146c2b1081adf006ccd317a7af4123ed012e73cd8b,0d8757049ad8b716d77d60a587e04584c3e9bff2a36fe1358766cee1ee5663dc
before,bdg2,6,0,chronological,inner_select->outer_test,34654,34672,2017-03-16 04:00:00,2017-08-07 23:00:00,2017-08-08 05:00:00,2017-08-08 06:00:00,2017-12-31 17:00:00,2017-08-08 12:00:00,2017-12-31 23:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,0d8757049ad8b716d77d60a587e04584c3e9bff2a36fe1358766cee1ee5663dc,fcd9cc999892af31f44745a0c4356d2e72ab684ddb7530ab73208ac1a43f9119
before,bdg2,6,0,chronological,refit_train->refit_calibration,103960,34654,2016-01-07 18:00:00,2017-03-16 04:00:00,2017-03-16 10:00:00,2017-03-16 04:00:00,2017-08-07 23:00:00,2017-03-16 10:00:00,2017-08-08 05:00:00,63,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,c49fa94d77c09e920ef1f0dc0fa8006eb2b95bc3f14ad30f6b78b1f8187c90a7,0d8757049ad8b716d77d60a587e04584c3e9bff2a36fe1358766cee1ee5663dc
before,bdg2,6,0,chronological,refit_calibration->outer_test,34654,34672,2017-03-16 04:00:00,2017-08-07 23:00:00,2017-08-08 05:00:00,2017-08-08 06:00:00,2017-12-31 17:00:00,2017-08-08 12:00:00,2017-12-31 23:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,0d8757049ad8b716d77d60a587e04584c3e9bff2a36fe1358766cee1ee5663dc,fcd9cc999892af31f44745a0c4356d2e72ab684ddb7530ab73208ac1a43f9119
before,bdg2,6,1,chronological,inner_train->inner_calib,51973,25987,2016-01-07 18:00:00,2016-08-11 11:00:00,2016-08-11 17:00:00,2016-08-11 11:00:00,2016-11-27 19:00:00,2016-08-11 17:00:00,2016-11-28 01:00:00,68,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,e5aac8d7025098690360b734e06e9b714d9b72b79fd547d1ea0b0a963ba35c66,74c718fbe8b5fbc8bf5787f05a04802ef2a64dc67fb2511c13a3a753bdc4e244
before,bdg2,6,1,chronological,inner_calib->inner_select,25987,25987,2016-08-11 11:00:00,2016-11-27 19:00:00,2016-11-28 01:00:00,2016-11-27 19:00:00,2017-03-16 02:00:00,2016-11-28 01:00:00,2017-03-16 08:00:00,61,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,74c718fbe8b5fbc8bf5787f05a04802ef2a64dc67fb2511c13a3a753bdc4e244,52792fe440afba8bbbe032b8b3d02a585f4d358247c0722954fb2aebab1d28cc
before,bdg2,6,1,chronological,inner_select->outer_test,25987,34670,2016-11-27 19:00:00,2017-03-16 02:00:00,2017-03-16 08:00:00,2017-03-16 09:00:00,2017-08-08 06:00:00,2017-03-16 15:00:00,2017-08-08 12:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,52792fe440afba8bbbe032b8b3d02a585f4d358247c0722954fb2aebab1d28cc,b20a8fc0a37e7cce05735da93016835bf1dbaf0c0dcd0f5fc1c5f6df81a20eb5
before,bdg2,6,1,chronological,refit_train->refit_calibration,77960,25987,2016-01-07 18:00:00,2016-11-27 19:00:00,2016-11-28 01:00:00,2016-11-27 19:00:00,2017-03-16 02:00:00,2016-11-28 01:00:00,2017-03-16 08:00:00,61,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,c4f1f7d8cbaaa12d83389073fc75b7cd08914f25cb4def0aac21315ba56bbeb3,52792fe440afba8bbbe032b8b3d02a585f4d358247c0722954fb2aebab1d28cc
before,bdg2,6,1,chronological,refit_calibration->outer_test,25987,34670,2016-11-27 19:00:00,2017-03-16 02:00:00,2017-03-16 08:00:00,2017-03-16 09:00:00,2017-08-08 06:00:00,2017-03-16 15:00:00,2017-08-08 12:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,52792fe440afba8bbbe032b8b3d02a585f4d358247c0722954fb2aebab1d28cc,b20a8fc0a37e7cce05735da93016835bf1dbaf0c0dcd0f5fc1c5f6df81a20eb5
before,bdg2,6,2,chronological,inner_train->inner_calib,34637,17319,2016-01-07 18:00:00,2016-05-31 05:00:00,2016-05-31 11:00:00,2016-05-31 05:00:00,2016-08-11 10:00:00,2016-05-31 11:00:00,2016-08-11 16:00:00,64,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,c4dce23b195ffaaf4e998e6df03c667d8151711c0c67c38944e63823361a308a,41ec3af5d32186f01a6249ec417358f5d6d3da6ca863a98ec7a825c0a142f4a0
before,bdg2,6,2,chronological,inner_calib->inner_select,17319,17319,2016-05-31 05:00:00,2016-08-11 10:00:00,2016-08-11 16:00:00,2016-08-11 10:00:00,2016-10-22 13:00:00,2016-08-11 16:00:00,2016-10-22 19:00:00,61,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,41ec3af5d32186f01a6249ec417358f5d6d3da6ca863a98ec7a825c0a142f4a0,d8a2e2b34818a6a9121d8b325f7233a8e76cf28fc775e8a13d4734bd97dd44a3
before,bdg2,6,2,chronological,inner_select->outer_test,17319,34670,2016-08-11 10:00:00,2016-10-22 13:00:00,2016-10-22 19:00:00,2016-10-22 20:00:00,2017-03-16 09:00:00,2016-10-23 02:00:00,2017-03-16 15:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,d8a2e2b34818a6a9121d8b325f7233a8e76cf28fc775e8a13d4734bd97dd44a3,0e2fec25a90e33ec9b558efdff785715460266707a8ae2dbb2d1e4c1b03fb324
before,bdg2,6,2,chronological,refit_train->refit_calibration,51956,17319,2016-01-07 18:00:00,2016-08-11 10:00:00,2016-08-11 16:00:00,2016-08-11 10:00:00,2016-10-22 13:00:00,2016-08-11 16:00:00,2016-10-22 19:00:00,61,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,0fbb104787cf9740c23a0fc5cd8ea8c383f3c56561cbe779eabcc13216a84589,d8a2e2b34818a6a9121d8b325f7233a8e76cf28fc775e8a13d4734bd97dd44a3
before,bdg2,6,2,chronological,refit_calibration->outer_test,17319,34670,2016-08-11 10:00:00,2016-10-22 13:00:00,2016-10-22 19:00:00,2016-10-22 20:00:00,2017-03-16 09:00:00,2016-10-23 02:00:00,2017-03-16 15:00:00,0,0,Eagle_assembly_Benny;Eagle_assembly_Ian;Fox_education_Henrietta;Hog_assembly_Colette;Hog_assembly_Dona;Lamb_assembly_Bertie;Lamb_assembly_Cesar;Moose_education_Ricardo;Mouse_health_Estela;Mouse_health_Justin,0,d8a2e2b34818a6a9121d8b325f7233a8e76cf28fc775e8a13d4734bd97dd44a3,0e2fec25a90e33ec9b558efdff785715460266707a8ae2dbb2d1e4c1b03fb324
