candidate_id,family,severity,channel,n_events,n_detected,recall
c0000_f5146f1247fa,dropout,1.0,combined,501,470,0.93812375249501
c0000_f5146f1247fa,dropout,1.0,numerical_only,501,470,0.93812375249501
c0000_f5146f1247fa,dropout,2.0,availability_only,499,0,0.0
c0000_f5146f1247fa,dropout,2.0,combined,499,457,0.9158316633266533
c0000_f5146f1247fa,dropout,2.0,numerical_only,499,457,0.9158316633266533
c0000_f5146f1247fa,level_shift,0.5,availability_only,510,0,0.0
c0000_f5146f1247fa,level_shift,0.5,combined,510,374,0.7333333333333333
c0000_f5146f1247fa,level_shift,0.5,numerical_only,510,374,0.7333333333333333
c0000_f5146f1247fa,level_shift,1.0,availability_only,510,0,0.0
c0000_f5146f1247fa,level_shift,1.0,combined,510,448,0.8784313725490196
c0000_f5146f1247fa,level_shift,1.0,numerical_only,510,448,0.8784313725490196
c0000_f5146f1247fa,level_shift,2.0,availability_only,510,0,0.0
c0000_f5146f1247fa,level_shift,2.0,combined,510,472,0.9254901960784314
c0000_f5146f1247fa,level_shift,2.0,numerical_only,510,472,0.9254901960784314
c0000_f5146f1247fa,random_missing,0.5,availability_only,162,162,1.0
c0000_f5146f1247fa,random_missing,0.5,combined,162,149,0.9197530864197531
c0000_f5146f1247fa,random_missing,0.5,numerical_only,162,72,0.4444444444444444
c0000_f5146f1247fa,random_missing,1.0,availability_only,302,302,1.0
c0000_f5146f1247fa,random_missing,1.0,combined,302,273,0.9039735099337748
c0000_f5146f1247fa,random_missing,1.0,numerical_only,302,126,0.41721854304635764
c0000_f5146f1247fa,random_missing,2.0,availability_only,452,452,1.0
c0000_f5146f1247fa,random_missing,2.0,combined,452,401,0.8871681415929203
c0000_f5146f1247fa,random_missing,2.0,numerical_only,452,202,0.4469026548672566
c0000_f5146f1247fa,stuck,0.5,availability_only,439,0,0.0
c0000_f5146f1247fa,stuck,0.5,combined,439,171,0.3895216400911162
c0000_f5146f1247fa,stuck,0.5,numerical_only,439,171,0.3895216400911162
c0000_f5146f1247fa,stuck,1.0,availability_only,452,0,0.0
c0000_f5146f1247fa,stuck,1.0,combined,452,191,0.4225663716814159
c0000_f5146f1247fa,stuck,1.0,numerical_only,452,191,0.4225663716814159
c0000_f5146f1247fa,stuck,2.0,availability_only,466,0,0.0
c0000_f5146f1247fa,stuck,2.0,combined,466,217,0.4656652360515021
c0000_f5146f1247fa,stuck,2.0,numerical_only,466,217,0.4656652360515021
c0012_23099bed3753,bias,0.5,availability_only,512,0,0.0
c0012_23099bed3753,bias,0.5,combined,512,360,0.703125
c0012_23099bed3753,bias,0.5,numerical_only,512,360,0.703125
c0012_23099bed3753,bias,1.0,availability_only,511,0,0.0
c0012_23099bed3753,bias,1.0,combined,511,440,0.8610567514677103
c0012_23099bed3753,bias,1.0,numerical_only,511,440,0.8610567514677103
c0012_23099bed3753,bias,2.0,availability_only,510,0,0.0
c0012_23099bed3753,bias,2.0,combined,510,497,0.9745098039215686
c0012_23099bed3753,bias,2.0,numerical_only,510,497,0.9745098039215686
c0012_23099bed3753,block_missing,0.5,availability_only,522,522,1.0
c0012_23099bed3753,block_missing,0.5,combined,522,519,0.9942528735632183
c0012_23099bed3753,block_missing,0.5,numerical_only,522,138,0.26436781609195403
c0012_23099bed3753,block_missing,1.0,availability_only,525,525,1.0
c0012_23099bed3753,block_missing,1.0,combined,525,524,0.9980952380952381
c0012_23099bed3753,block_missing,1.0,numerical_only,525,164,0.31238095238095237
c0012_23099bed3753,block_missing,2.0,availability_only,524,524,1.0
c0012_23099bed3753,block_missing,2.0,combined,524,507,0.9675572519083969
c0012_23099bed3753,block_missing,2.0,numerical_only,524,191,0.36450381679389315
c0012_23099bed3753,drift,0.5,availability_only,510,0,0.0
c0012_23099bed3753,drift,0.5,combined,510,282,0.5529411764705883
c0012_23099bed3753,drift,0.5,numerical_only,510,282,0.5529411764705883
c0012_23099bed3753,drift,1.0,availability_only,510,0,0.0
c0012_23099bed3753,drift,1.0,combined,510,412,0.807843137254902
c0012_23099bed3753,drift,1.0,numerical_only,510,412,0.807843137254902
c0012_23099bed3753,drift,2.0,availability_only,510,0,0.0
c0012_23099bed3753,drift,2.0,combined,510,475,0.9313725490196079
c0012_23099bed3753,drift,2.0,numerical_only,510,475,0.9313725490196079
c0012_23099bed3753,dropout,0.5,availability_only,500,0,0.0
c0012_23099bed3753,dropout,0.5,combined,500,452,0.904
c0012_23099bed3753,dropout,0.5,numerical_only,500,452,0.904
c0012_23099bed3753,dropout,1.0,availability_only,501,0,0.0
c0012_23099bed3753,dropout,1.0,combined,501,448,0.8942115768463074
c0012_23099bed3753,dropout,1.0,numerical_only,501,448,0.8942115768463074
c0012_23099bed3753,dropout,2.0,availability_only,499,0,0.0
c0012_23099bed3753,dropout,2.0,combined,499,444,0.8897795591182365
c0012_23099bed3753,dropout,2.0,numerical_only,499,444,0.8897795591182365
c0012_23099bed3753,level_shift,0.5,availability_only,510,0,0.0
c0012_23099bed3753,level_shift,0.5,combined,510,343,0.6725490196078432
c0012_23099bed3753,level_shift,0.5,numerical_only,510,343,0.6725490196078432
c0012_23099bed3753,level_shift,1.0,availability_only,510,0,0.0
c0012_23099bed3753,level_shift,1.0,combined,510,447,0.8764705882352941
c0012_23099bed3753,level_shift,1.0,numerical_only,510,447,0.8764705882352941
c0012_23099bed3753,level_shift,2.0,availability_only,510,0,0.0
c0012_23099bed3753,level_shift,2.0,combined,510,487,0.9549019607843138
c0012_23099bed3753,level_shift,2.0,numerical_only,510,487,0.9549019607843138
c0012_23099bed3753,random_missing,0.5,availability_only,162,162,1.0
c0012_23099bed3753,random_missing,0.5,combined,162,162,1.0
c0012_23099bed3753,random_missing,0.5,numerical_only,162,42,0.25925925925925924
c0012_23099bed3753,random_missing,1.0,availability_only,302,302,1.0
c0012_23099bed3753,random_missing,1.0,combined,302,301,0.9966887417218543
c0012_23099bed3753,random_missing,1.0,numerical_only,302,79,0.26158940397350994
c0012_23099bed3753,random_missing,2.0,availability_only,452,452,1.0
c0012_23099bed3753,random_missing,2.0,combined,452,445,0.9845132743362832
c0012_23099bed3753,random_missing,2.0,numerical_only,452,117,0.2588495575221239
c0012_23099bed3753,stuck,0.5,availability_only,439,0,0.0
c0012_23099bed3753,stuck,0.5,combined,439,129,0.2938496583143508
c0012_23099bed3753,stuck,0.5,numerical_only,439,129,0.2938496583143508
c0012_23099bed3753,stuck,1.0,availability_only,452,0,0.0
c0012_23099bed3753,stuck,1.0,combined,452,150,0.33185840707964603
c0012_23099bed3753,stuck,1.0,numerical_only,452,150,0.33185840707964603
c0012_23099bed3753,stuck,2.0,availability_only,466,0,0.0
c0012_23099bed3753,stuck,2.0,combined,466,173,0.37124463519313305
c0012_23099bed3753,stuck,2.0,numerical_only,466,173,0.37124463519313305
c0013_a21278d4e492,bias,0.5,availability_only,512,0,0.0
c0013_a21278d4e492,bias,0.5,combined,512,9,0.017578125
c0013_a21278d4e492,bias,0.5,numerical_only,512,9,0.017578125
c0013_a21278d4e492,bias,1.0,availability_only,511,0,0.0
c0013_a21278d4e492,bias,1.0,combined,511,15,0.029354207436399216
c0013_a21278d4e492,bias,1.0,numerical_only,511,15,0.029354207436399216
c0013_a21278d4e492,bias,2.0,availability_only,510,0,0.0
c0013_a21278d4e492,bias,2.0,combined,510,55,0.10784313725490197
c0013_a21278d4e492,bias,2.0,numerical_only,510,55,0.10784313725490197
c0013_a21278d4e492,block_missing,0.5,availability_only,522,0,0.0
c0013_a21278d4e492,block_missing,0.5,combined,522,16,0.03065134099616858
c0013_a21278d4e492,block_missing,0.5,numerical_only,522,4,0.007662835249042145
c0013_a21278d4e492,block_missing,1.0,availability_only,525,0,0.0
c0013_a21278d4e492,block_missing,1.0,combined,525,109,0.20761904761904762
c0013_a21278d4e492,block_missing,1.0,numerical_only,525,3,0.005714285714285714
c0013_a21278d4e492,block_missing,2.0,availability_only,524,524,1.0
c0013_a21278d4e492,block_missing,2.0,combined,524,524,1.0
c0013_a21278d4e492,block_missing,2.0,numerical_only,524,1,0.0019083969465648854
c0013_a21278d4e492,drift,0.5,availability_only,510,0,0.0
c0013_a21278d4e492,drift,0.5,combined,510,37,0.07254901960784314
c0013_a21278d4e492,drift,0.5,numerical_only,510,37,0.07254901960784314
c0013_a21278d4e492,drift,1.0,availability_only,510,0,0.0
c0013_a21278d4e492,drift,1.0,combined,510,96,0.18823529411764706
c0013_a21278d4e492,drift,1.0,numerical_only,510,96,0.18823529411764706
c0013_a21278d4e492,drift,2.0,availability_only,510,0,0.0
c0013_a21278d4e492,drift,2.0,combined,510,257,0.503921568627451
c0013_a21278d4e492,drift,2.0,numerical_only,510,257,0.503921568627451
c0013_a21278d4e492,dropout,0.5,availability_only,500,0,0.0
c0013_a21278d4e492,dropout,0.5,combined,500,20,0.04
c0013_a21278d4e492,dropout,0.5,numerical_only,500,20,0.04
c0013_a21278d4e492,dropout,1.0,availability_only,501,0,0.0
c0013_a21278d4e492,dropout,1.0,combined,501,76,0.15169660678642716
c0013_a21278d4e492,dropout,1.0,numerical_only,501,76,0.15169660678642716
c0013_a21278d4e492,dropout,2.0,availability_only,499,0,0.0
c0013_a21278d4e492,dropout,2.0,combined,499,72,0.14428857715430862
c0013_a21278d4e492,dropout,2.0,numerical_only,499,72,0.14428857715430862
c0013_a21278d4e492,level_shift,0.5,availability_only,510,0,0.0
c0013_a21278d4e492,level_shift,0.5,combined,510,41,0.0803921568627451
c0013_a21278d4e492,level_shift,0.5,numerical_only,510,41,0.0803921568627451
c0013_a21278d4e492,level_shift,1.0,availability_only,510,0,0.0
c0013_a21278d4e492,level_shift,1.0,combined,510,69,0.13529411764705881
c0013_a21278d4e492,level_shift,1.0,numerical_only,510,69,0.13529411764705881
c0013_a21278d4e492,level_shift,2.0,availability_only,510,0,0.0
c0013_a21278d4e492,level_shift,2.0,combined,510,132,0.25882352941176473
c0013_a21278d4e492,level_shift,2.0,numerical_only,510,132,0.25882352941176473
c0013_a21278d4e492,random_missing,0.5,availability_only,162,0,0.0
c0013_a21278d4e492,random_missing,0.5,combined,162,6,0.037037037037037035
c0013_a21278d4e492,random_missing,0.5,numerical_only,162,0,0.0
c0013_a21278d4e492,random_missing,1.0,availability_only,302,8,0.026490066225165563
c0013_a21278d4e492,random_missing,1.0,combined,302,19,0.06291390728476821
c0013_a21278d4e492,random_missing,1.0,numerical_only,302,1,0.0033112582781456954
c0013_a21278d4e492,random_missing,2.0,availability_only,452,51,0.11283185840707964
c0013_a21278d4e492,random_missing,2.0,combined,452,94,0.2079646017699115
c0013_a21278d4e492,random_missing,2.0,numerical_only,452,5,0.011061946902654867
c0013_a21278d4e492,stuck,0.5,availability_only,439,0,0.0
c0013_a21278d4e492,stuck,0.5,combined,439,0,0.0
c0013_a21278d4e492,stuck,0.5,numerical_only,439,0,0.0
c0013_a21278d4e492,stuck,1.0,availability_only,452,0,0.0
c0013_a21278d4e492,stuck,1.0,combined,452,3,0.00663716814159292
c0013_a21278d4e492,stuck,1.0,numerical_only,452,3,0.00663716814159292
c0013_a21278d4e492,stuck,2.0,availability_only,466,0,0.0
c0013_a21278d4e492,stuck,2.0,combined,466,12,0.02575107296137339
c0013_a21278d4e492,stuck,2.0,numerical_only,466,12,0.02575107296137339
c0024_ba16b82adffd,bias,0.5,availability_only,512,0,0.0
c0024_ba16b82adffd,bias,0.5,combined,512,312,0.609375
c0024_ba16b82adffd,bias,0.5,numerical_only,512,312,0.609375
c0024_ba16b82adffd,bias,1.0,availability_only,511,0,0.0
c0024_ba16b82adffd,bias,1.0,combined,511,423,0.8277886497064579
c0024_ba16b82adffd,bias,1.0,numerical_only,511,423,0.8277886497064579
c0024_ba16b82adffd,bias,2.0,availability_only,510,0,0.0
c0024_ba16b82adffd,bias,2.0,combined,510,495,0.9705882352941176
c0024_ba16b82adffd,bias,2.0,numerical_only,510,495,0.9705882352941176
c0024_ba16b82adffd,block_missing,0.5,availability_only,522,522,1.0
c0024_ba16b82adffd,block_missing,0.5,combined,522,514,0.9846743295019157
c0024_ba16b82adffd,block_missing,0.5,numerical_only,522,110,0.210727969348659
c0024_ba16b82adffd,block_missing,1.0,availability_only,525,525,1.0
c0024_ba16b82adffd,block_missing,1.0,combined,525,521,0.9923809523809524
c0024_ba16b82adffd,block_missing,1.0,numerical_only,525,147,0.28
c0024_ba16b82adffd,block_missing,2.0,availability_only,524,524,1.0
c0024_ba16b82adffd,block_missing,2.0,combined,524,510,0.9732824427480916
c0024_ba16b82adffd,block_missing,2.0,numerical_only,524,157,0.29961832061068705
c0024_ba16b82adffd,drift,0.5,availability_only,510,0,0.0
c0024_ba16b82adffd,drift,0.5,combined,510,234,0.4588235294117647
c0024_ba16b82adffd,drift,0.5,numerical_only,510,234,0.4588235294117647
c0024_ba16b82adffd,drift,1.0,availability_only,510,0,0.0
c0024_ba16b82adffd,drift,1.0,combined,510,377,0.7392156862745098
c0024_ba16b82adffd,drift,1.0,numerical_only,510,377,0.7392156862745098
c0024_ba16b82adffd,drift,2.0,availability_only,510,0,0.0
c0024_ba16b82adffd,drift,2.0,combined,510,467,0.9156862745098039
c0024_ba16b82adffd,drift,2.0,numerical_only,510,467,0.9156862745098039
c0024_ba16b82adffd,dropout,0.5,availability_only,500,0,0.0
c0024_ba16b82adffd,dropout,0.5,combined,500,462,0.924
c0024_ba16b82adffd,dropout,0.5,numerical_only,500,462,0.924
c0024_ba16b82adffd,dropout,1.0,availability_only,501,0,0.0
c0024_ba16b82adffd,dropout,1.0,combined,501,461,0.9201596806387226
c0024_ba16b82adffd,dropout,1.0,numerical_only,501,461,0.9201596806387226
c0024_ba16b82adffd,dropout,2.0,availability_only,499,0,0.0
c0024_ba16b82adffd,dropout,2.0,combined,499,454,0.9098196392785571
c0024_ba16b82adffd,dropout,2.0,numerical_only,499,454,0.9098196392785571
c0024_ba16b82adffd,level_shift,0.5,availability_only,510,0,0.0
c0024_ba16b82adffd,level_shift,0.5,combined,510,308,0.6039215686274509
c0024_ba16b82adffd,level_shift,0.5,numerical_only,510,308,0.6039215686274509
c0024_ba16b82adffd,level_shift,1.0,availability_only,510,0,0.0
c0024_ba16b82adffd,level_shift,1.0,combined,510,429,0.8411764705882353
c0024_ba16b82adffd,level_shift,1.0,numerical_only,510,429,0.8411764705882353
c0024_ba16b82adffd,level_shift,2.0,availability_only,510,0,0.0
c0024_ba16b82adffd,level_shift,2.0,combined,510,485,0.9509803921568627
c0024_ba16b82adffd,level_shift,2.0,numerical_only,510,485,0.9509803921568627
c0024_ba16b82adffd,random_missing,0.5,availability_only,162,162,1.0
c0024_ba16b82adffd,random_missing,0.5,combined,162,162,1.0
c0024_ba16b82adffd,random_missing,0.5,numerical_only,162,37,0.22839506172839505
c0024_ba16b82adffd,random_missing,1.0,availability_only,302,302,1.0
c0024_ba16b82adffd,random_missing,1.0,combined,302,298,0.9867549668874173
c0024_ba16b82adffd,random_missing,1.0,numerical_only,302,63,0.20860927152317882
c0024_ba16b82adffd,random_missing,2.0,availability_only,452,452,1.0
c0024_ba16b82adffd,random_missing,2.0,combined,452,442,0.9778761061946902
c0024_ba16b82adffd,random_missing,2.0,numerical_only,452,91,0.2013274336283186
c0024_ba16b82adffd,stuck,0.5,availability_only,439,0,0.0
c0024_ba16b82adffd,stuck,0.5,combined,439,99,0.2255125284738041
c0024_ba16b82adffd,stuck,0.5,numerical_only,439,99,0.2255125284738041
c0024_ba16b82adffd,stuck,1.0,availability_only,452,0,0.0
c0024_ba16b82adffd,stuck,1.0,combined,452,108,0.23893805309734514
c0024_ba16b82adffd,stuck,1.0,numerical_only,452,108,0.23893805309734514
c0024_ba16b82adffd,stuck,2.0,availability_only,466,0,0.0
c0024_ba16b82adffd,stuck,2.0,combined,466,160,0.34334763948497854
c0024_ba16b82adffd,stuck,2.0,numerical_only,466,160,0.34334763948497854
diagnostic_persistence_split_095_single_sample,bias,0.5,availability_only,512,0,0.0
diagnostic_persistence_split_095_single_sample,bias,0.5,combined,512,188,0.3671875
diagnostic_persistence_split_095_single_sample,bias,0.5,numerical_only,512,188,0.3671875
diagnostic_persistence_split_095_single_sample,bias,1.0,availability_only,511,0,0.0
diagnostic_persistence_split_095_single_sample,bias,1.0,combined,511,241,0.47162426614481406
diagnostic_persistence_split_095_single_sample,bias,1.0,numerical_only,511,241,0.47162426614481406
diagnostic_persistence_split_095_single_sample,bias,2.0,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,bias,2.0,combined,510,375,0.7352941176470589
diagnostic_persistence_split_095_single_sample,bias,2.0,numerical_only,510,375,0.7352941176470589
diagnostic_persistence_split_095_single_sample,block_missing,0.5,availability_only,522,522,1.0
diagnostic_persistence_split_095_single_sample,block_missing,0.5,combined,522,517,0.9904214559386973
diagnostic_persistence_split_095_single_sample,block_missing,0.5,numerical_only,522,128,0.24521072796934865
diagnostic_persistence_split_095_single_sample,block_missing,1.0,availability_only,525,525,1.0
diagnostic_persistence_split_095_single_sample,block_missing,1.0,combined,525,523,0.9961904761904762
diagnostic_persistence_split_095_single_sample,block_missing,1.0,numerical_only,525,147,0.28
diagnostic_persistence_split_095_single_sample,block_missing,2.0,availability_only,524,524,1.0
diagnostic_persistence_split_095_single_sample,block_missing,2.0,combined,524,499,0.9522900763358778
diagnostic_persistence_split_095_single_sample,block_missing,2.0,numerical_only,524,161,0.30725190839694655
diagnostic_persistence_split_095_single_sample,drift,0.5,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,drift,0.5,combined,510,168,0.32941176470588235
diagnostic_persistence_split_095_single_sample,drift,0.5,numerical_only,510,168,0.32941176470588235
diagnostic_persistence_split_095_single_sample,drift,1.0,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,drift,1.0,combined,510,234,0.4588235294117647
diagnostic_persistence_split_095_single_sample,drift,1.0,numerical_only,510,234,0.4588235294117647
diagnostic_persistence_split_095_single_sample,drift,2.0,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,drift,2.0,combined,510,348,0.6823529411764706
diagnostic_persistence_split_095_single_sample,drift,2.0,numerical_only,510,348,0.6823529411764706
diagnostic_persistence_split_095_single_sample,dropout,0.5,availability_only,500,0,0.0
diagnostic_persistence_split_095_single_sample,dropout,0.5,combined,500,314,0.628
diagnostic_persistence_split_095_single_sample,dropout,0.5,numerical_only,500,314,0.628
diagnostic_persistence_split_095_single_sample,dropout,1.0,availability_only,501,0,0.0
diagnostic_persistence_split_095_single_sample,dropout,1.0,combined,501,324,0.6467065868263473
diagnostic_persistence_split_095_single_sample,dropout,1.0,numerical_only,501,324,0.6467065868263473
diagnostic_persistence_split_095_single_sample,dropout,2.0,availability_only,499,0,0.0
diagnostic_persistence_split_095_single_sample,dropout,2.0,combined,499,322,0.6452905811623246
diagnostic_persistence_split_095_single_sample,dropout,2.0,numerical_only,499,322,0.6452905811623246
diagnostic_persistence_split_095_single_sample,level_shift,0.5,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,level_shift,0.5,combined,510,181,0.35490196078431374
diagnostic_persistence_split_095_single_sample,level_shift,0.5,numerical_only,510,181,0.35490196078431374
diagnostic_persistence_split_095_single_sample,level_shift,1.0,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,level_shift,1.0,combined,510,249,0.48823529411764705
diagnostic_persistence_split_095_single_sample,level_shift,1.0,numerical_only,510,249,0.48823529411764705
diagnostic_persistence_split_095_single_sample,level_shift,2.0,availability_only,510,0,0.0
diagnostic_persistence_split_095_single_sample,level_shift,2.0,combined,510,366,0.7176470588235294
diagnostic_persistence_split_095_single_sample,level_shift,2.0,numerical_only,510,366,0.7176470588235294
diagnostic_persistence_split_095_single_sample,random_missing,0.5,availability_only,162,162,1.0
diagnostic_persistence_split_095_single_sample,random_missing,0.5,combined,162,161,0.9938271604938271
diagnostic_persistence_split_095_single_sample,random_missing,0.5,numerical_only,162,38,0.2345679012345679
diagnostic_persistence_split_095_single_sample,random_missing,1.0,availability_only,302,302,1.0
diagnostic_persistence_split_095_single_sample,random_missing,1.0,combined,302,299,0.9900662251655629
diagnostic_persistence_split_095_single_sample,random_missing,1.0,numerical_only,302,62,0.2052980132450331
diagnostic_persistence_split_095_single_sample,random_missing,2.0,availability_only,452,452,1.0
diagnostic_persistence_split_095_single_sample,random_missing,2.0,combined,452,449,0.9933628318584071
diagnostic_persistence_split_095_single_sample,random_missing,2.0,numerical_only,452,110,0.24336283185840707
diagnostic_persistence_split_095_single_sample,stuck,0.5,availability_only,439,0,0.0
diagnostic_persistence_split_095_single_sample,stuck,0.5,combined,439,124,0.2824601366742597
diagnostic_persistence_split_095_single_sample,stuck,0.5,numerical_only,439,124,0.2824601366742597
diagnostic_persistence_split_095_single_sample,stuck,1.0,availability_only,452,0,0.0
diagnostic_persistence_split_095_single_sample,stuck,1.0,combined,452,114,0.252212389380531
diagnostic_persistence_split_095_single_sample,stuck,1.0,numerical_only,452,114,0.252212389380531
diagnostic_persistence_split_095_single_sample,stuck,2.0,availability_only,466,0,0.0
diagnostic_persistence_split_095_single_sample,stuck,2.0,combined,466,152,0.3261802575107296
diagnostic_persistence_split_095_single_sample,stuck,2.0,numerical_only,466,152,0.3261802575107296
