candidate_id,group_id,exposure_days,clean_episodes,unmatched_episodes,corrupted_episodes,time_in_alert_days,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,tp0,tp1,tp2,tp3,tp4,tp5,tp6,tp7,tp8,tp9,tp10,tp11,tp12,tp13,tp14,tp15,tp16,tp17,tp18,tp19,tp20,outer_fold
c0000_f5146f1247fa,Hog_assembly_Colette,144.79166666666666,156.0,761.0,1065.0,12.108333333333333,6.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,6.0,13.0,13.0,15.0,15.0,15.0,6.0,3.0,3.0,16.0,17.0,18.0,17.0,20.0,20.0,19.0,17.0,20.0,16.0,17.0,18.0,1
c0000_f5146f1247fa,Hog_assembly_Dona,144.79166666666666,272.0,1291.0,1569.0,15.7,6.0,11.0,18.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,6.0,11.0,17.0,20.0,20.0,18.0,6.0,8.0,7.0,17.0,16.0,14.0,10.0,15.0,15.0,12.0,12.0,15.0,8.0,14.0,17.0,1
c0000_f5146f1247fa,Lamb_assembly_Bertie,144.75,179.0,902.0,1087.0,72.45,4.0,10.0,15.0,15.0,15.0,15.0,1.0,4.0,4.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,1.0,5.0,7.0,11.0,8.0,8.0,1.0,3.0,3.0,9.0,9.0,9.0,15.0,15.0,15.0,13.0,16.0,11.0,10.0,9.0,7.0,1
c0000_f5146f1247fa,Lamb_assembly_Cesar,144.75,163.0,733.0,890.0,93.33333333333333,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,4.0,5.0,7.0,8.0,8.0,6.0,0.0,0.0,0.0,3.0,8.0,4.0,9.0,8.0,9.0,11.0,11.0,12.0,15.0,14.0,15.0,1
c0000_f5146f1247fa,Moose_education_Ricardo,140.5,94.0,462.0,730.0,8.125,7.0,8.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,11.0,15.0,16.0,17.0,7.0,4.0,6.0,20.0,20.0,19.0,13.0,14.0,16.0,10.0,14.0,15.0,8.0,14.0,15.0,1
c0000_f5146f1247fa,Mouse_health_Estela,144.79166666666666,89.0,474.0,746.0,9.075,5.0,8.0,14.0,15.0,15.0,15.0,13.0,14.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,14.0,15.0,15.0,15.0,6.0,4.0,6.0,15.0,15.0,15.0,14.0,16.0,19.0,12.0,17.0,20.0,8.0,14.0,19.0,1
c0000_f5146f1247fa,Mouse_health_Justin,144.79166666666666,237.0,1067.0,1357.0,20.933333333333334,5.0,9.0,15.0,20.0,20.0,20.0,19.0,16.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,14.0,19.0,19.0,18.0,10.0,10.0,13.0,16.0,16.0,15.0,12.0,15.0,15.0,15.0,13.0,15.0,13.0,14.0,14.0,1
c0012_23099bed3753,Eagle_assembly_Benny,144.79166666666666,301.0,1362.0,1656.0,17.25,8.0,11.0,16.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,8.0,11.0,16.0,19.0,20.0,20.0,5.0,12.0,7.0,20.0,19.0,16.0,9.0,14.0,15.0,13.0,15.0,15.0,12.0,13.0,15.0,1
c0012_23099bed3753,Eagle_assembly_Ian,144.79166666666666,214.0,1003.0,1287.0,13.375,5.0,8.0,12.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,12.0,15.0,15.0,14.0,5.0,4.0,8.0,15.0,16.0,17.0,13.0,18.0,20.0,14.0,19.0,20.0,11.0,16.0,19.0,1
c0012_23099bed3753,Fox_education_Henrietta,144.79166666666666,225.0,1054.0,1309.0,13.058333333333334,6.0,11.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,6.0,11.0,15.0,19.0,20.0,20.0,5.0,3.0,3.0,19.0,18.0,14.0,9.0,12.0,11.0,11.0,12.0,15.0,6.0,13.0,13.0,1
c0012_23099bed3753,Hog_assembly_Colette,144.79166666666666,153.0,737.0,1041.0,11.716666666666667,6.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,6.0,13.0,13.0,15.0,15.0,15.0,6.0,3.0,3.0,16.0,17.0,18.0,17.0,20.0,20.0,19.0,17.0,20.0,16.0,17.0,18.0,1
c0012_23099bed3753,Hog_assembly_Dona,144.79166666666666,253.0,1207.0,1480.0,14.708333333333334,6.0,11.0,18.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,6.0,11.0,17.0,20.0,20.0,18.0,6.0,8.0,5.0,17.0,16.0,12.0,9.0,15.0,15.0,12.0,12.0,15.0,8.0,14.0,17.0,1
c0012_23099bed3753,Lamb_assembly_Bertie,144.75,51.0,323.0,580.0,8.133333333333333,4.0,10.0,15.0,15.0,15.0,15.0,1.0,4.0,4.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,4.0,10.0,15.0,15.0,15.0,15.0,1.0,3.0,3.0,6.0,4.0,8.0,18.0,20.0,20.0,19.0,19.0,17.0,16.0,15.0,14.0,1
c0012_23099bed3753,Lamb_assembly_Cesar,144.75,4.0,25.0,227.0,4.225,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,15.0,9.0,10.0,17.0,9.0,13.0,20.0,1
c0012_23099bed3753,Moose_education_Ricardo,140.5,72.0,361.0,621.0,6.891666666666667,7.0,8.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,11.0,15.0,16.0,17.0,4.0,3.0,6.0,20.0,20.0,19.0,10.0,14.0,16.0,10.0,14.0,15.0,7.0,14.0,15.0,1
c0012_23099bed3753,Mouse_health_Estela,144.79166666666666,77.0,417.0,685.0,8.258333333333333,5.0,8.0,14.0,15.0,15.0,15.0,13.0,14.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,14.0,15.0,15.0,15.0,6.0,3.0,6.0,15.0,15.0,15.0,14.0,16.0,19.0,11.0,17.0,20.0,7.0,13.0,19.0,1
c0012_23099bed3753,Mouse_health_Justin,144.79166666666666,210.0,970.0,1252.0,19.325,5.0,9.0,15.0,20.0,20.0,20.0,19.0,16.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,14.0,19.0,19.0,18.0,9.0,9.0,11.0,16.0,16.0,15.0,12.0,15.0,15.0,14.0,13.0,15.0,11.0,13.0,14.0,1
c0013_a21278d4e492,Eagle_assembly_Benny,144.79166666666666,5.0,21.0,81.0,1.075,8.0,11.0,16.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,1.0,6.0,1.0,4.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0,0.0,6.0,7.0,1
c0013_a21278d4e492,Eagle_assembly_Ian,144.79166666666666,3.0,15.0,67.0,0.875,5.0,8.0,12.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,1.0,1.0,1.0,0.0,7.0,15.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,4.0,8.0,1
c0013_a21278d4e492,Fox_education_Henrietta,144.79166666666666,1.0,4.0,40.0,0.5583333333333333,6.0,11.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,1.0,1.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,1
c0013_a21278d4e492,Hog_assembly_Colette,144.79166666666666,2.0,11.0,80.0,1.15,6.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,0.0,2.0,3.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,3.0,2.0,2.0,8.0,1.0,4.0,15.0,1
c0013_a21278d4e492,Hog_assembly_Dona,144.79166666666666,2.0,8.0,64.0,0.8833333333333333,6.0,11.0,18.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,0.0,0.0,3.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,3.0,4.0,0.0,0.0,12.0,1
c0013_a21278d4e492,Lamb_assembly_Bertie,144.75,6.0,37.0,112.0,1.5583333333333333,4.0,10.0,15.0,15.0,15.0,15.0,1.0,4.0,4.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,0.0,0.0,4.0,1.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,7.0,14.0,1
c0013_a21278d4e492,Lamb_assembly_Cesar,144.75,3.0,12.0,82.0,1.1083333333333334,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,6.0,9.0,10.0,1
c0013_a21278d4e492,Moose_education_Ricardo,140.5,2.0,7.0,47.0,0.6416666666666666,7.0,8.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,6.0,1
c0013_a21278d4e492,Mouse_health_Estela,144.79166666666666,5.0,25.0,67.0,0.9833333333333333,5.0,8.0,14.0,15.0,15.0,15.0,13.0,14.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,0.0,0.0,1.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1
c0013_a21278d4e492,Mouse_health_Justin,144.79166666666666,30.0,127.0,223.0,5.225,5.0,9.0,15.0,20.0,20.0,20.0,19.0,16.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,0.0,1.0,4.0,2.0,8.0,20.0,0.0,1.0,1.0,2.0,17.0,15.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,13.0,1
c0024_ba16b82adffd,Eagle_assembly_Benny,144.79166666666666,171.0,604.0,870.0,9.016666666666666,8.0,11.0,16.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,8.0,11.0,16.0,19.0,20.0,19.0,2.0,3.0,4.0,19.0,19.0,17.0,7.0,15.0,15.0,8.0,14.0,15.0,7.0,13.0,15.0,1
c0024_ba16b82adffd,Eagle_assembly_Ian,144.79166666666666,160.0,593.0,839.0,8.475,5.0,8.0,12.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,12.0,15.0,15.0,14.0,5.0,2.0,4.0,15.0,16.0,17.0,9.0,13.0,20.0,10.0,15.0,20.0,4.0,11.0,16.0,1
c0024_ba16b82adffd,Fox_education_Henrietta,144.79166666666666,155.0,630.0,869.0,10.458333333333334,6.0,11.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,6.0,11.0,14.0,18.0,20.0,20.0,4.0,3.0,5.0,19.0,18.0,15.0,8.0,9.0,10.0,8.0,12.0,11.0,5.0,13.0,10.0,1
c0024_ba16b82adffd,Hog_assembly_Colette,144.79166666666666,137.0,429.0,718.0,8.616666666666667,6.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,6.0,13.0,13.0,15.0,15.0,15.0,4.0,3.0,3.0,16.0,17.0,18.0,14.0,18.0,20.0,16.0,18.0,20.0,15.0,12.0,18.0,1
c0024_ba16b82adffd,Hog_assembly_Dona,144.79166666666666,179.0,675.0,931.0,9.4,6.0,11.0,18.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,6.0,11.0,17.0,20.0,20.0,20.0,2.0,5.0,4.0,17.0,16.0,13.0,6.0,14.0,15.0,9.0,13.0,15.0,6.0,10.0,17.0,1
c0024_ba16b82adffd,Lamb_assembly_Bertie,144.75,92.0,339.0,591.0,9.733333333333333,4.0,10.0,15.0,15.0,15.0,15.0,1.0,4.0,4.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,4.0,10.0,15.0,15.0,15.0,15.0,1.0,3.0,3.0,8.0,6.0,8.0,16.0,18.0,19.0,19.0,17.0,16.0,15.0,15.0,14.0,1
c0024_ba16b82adffd,Lamb_assembly_Cesar,144.75,62.0,226.0,429.0,10.183333333333334,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,6.0,13.0,16.0,18.0,19.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,10.0,15.0,9.0,10.0,17.0,9.0,13.0,19.0,1
c0024_ba16b82adffd,Moose_education_Ricardo,140.5,134.0,464.0,733.0,8.425,7.0,8.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,11.0,15.0,16.0,17.0,7.0,5.0,8.0,20.0,20.0,19.0,12.0,14.0,16.0,9.0,14.0,15.0,9.0,13.0,15.0,1
c0024_ba16b82adffd,Mouse_health_Estela,144.79166666666666,137.0,448.0,713.0,8.416666666666666,5.0,8.0,14.0,15.0,15.0,15.0,13.0,14.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,14.0,15.0,15.0,15.0,5.0,3.0,6.0,15.0,15.0,16.0,10.0,16.0,19.0,11.0,16.0,20.0,9.0,13.0,19.0,1
c0024_ba16b82adffd,Mouse_health_Justin,144.79166666666666,111.0,397.0,647.0,9.583333333333334,5.0,9.0,15.0,20.0,20.0,20.0,19.0,16.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,14.0,19.0,20.0,19.0,4.0,4.0,8.0,16.0,16.0,16.0,6.0,10.0,15.0,9.0,13.0,15.0,6.0,11.0,15.0,1
diagnostic_persistence_split_095_single_sample,Eagle_assembly_Benny,144.79166666666666,1.0,7.0,103.0,1.65,8.0,11.0,16.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,8.0,11.0,16.0,19.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
diagnostic_persistence_split_095_single_sample,Eagle_assembly_Ian,144.79166666666666,226.0,1143.0,1425.0,14.825,5.0,8.0,12.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,12.0,14.0,15.0,14.0,7.0,4.0,8.0,15.0,16.0,17.0,10.0,19.0,20.0,9.0,20.0,20.0,10.0,20.0,19.0,1
diagnostic_persistence_split_095_single_sample,Fox_education_Henrietta,144.79166666666666,0.0,8.0,106.0,1.625,6.0,11.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,6.0,11.0,15.0,20.0,20.0,20.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
diagnostic_persistence_split_095_single_sample,Hog_assembly_Colette,144.79166666666666,221.0,1121.0,1430.0,16.966666666666665,6.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,6.0,13.0,13.0,15.0,15.0,14.0,7.0,6.0,5.0,15.0,17.0,18.0,17.0,20.0,20.0,16.0,20.0,20.0,15.0,19.0,18.0,1
diagnostic_persistence_split_095_single_sample,Hog_assembly_Dona,144.79166666666666,218.0,1079.0,1366.0,13.458333333333332,6.0,11.0,18.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,6.0,11.0,18.0,20.0,20.0,19.0,10.0,7.0,8.0,17.0,16.0,15.0,10.0,15.0,15.0,12.0,13.0,15.0,9.0,14.0,17.0,1
diagnostic_persistence_split_095_single_sample,Lamb_assembly_Bertie,144.75,17.0,111.0,257.0,2.783333333333333,4.0,10.0,15.0,15.0,15.0,15.0,1.0,4.0,4.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,4.0,10.0,15.0,15.0,15.0,15.0,0.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,20.0,1.0,1.0,18.0,2.0,1.0,13.0,1
diagnostic_persistence_split_095_single_sample,Lamb_assembly_Cesar,144.75,0.0,7.0,99.0,1.5166666666666666,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,6.0,13.0,16.0,20.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
diagnostic_persistence_split_095_single_sample,Moose_education_Ricardo,140.5,0.0,70.0,252.0,2.908333333333333,7.0,8.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,11.0,15.0,16.0,17.0,0.0,0.0,2.0,20.0,20.0,19.0,0.0,1.0,16.0,0.0,0.0,15.0,0.0,0.0,15.0,1
diagnostic_persistence_split_095_single_sample,Mouse_health_Estela,144.79166666666666,102.0,537.0,765.0,7.858333333333333,5.0,8.0,14.0,15.0,15.0,15.0,13.0,14.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,5.0,8.0,14.0,15.0,15.0,15.0,5.0,3.0,5.0,15.0,15.0,16.0,5.0,7.0,19.0,3.0,12.0,20.0,5.0,7.0,19.0,1
diagnostic_persistence_split_095_single_sample,Mouse_health_Justin,144.79166666666666,306.0,1471.0,1762.0,23.083333333333332,5.0,9.0,15.0,20.0,20.0,20.0,19.0,16.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,14.0,19.0,20.0,16.0,11.0,8.0,14.0,16.0,17.0,16.0,14.0,15.0,15.0,9.0,15.0,15.0,12.0,15.0,16.0,1
c0000_f5146f1247fa,Eagle_assembly_Benny,144.83333333333331,272.0,1246.0,1518.0,15.258333333333333,4.0,12.0,14.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,4.0,12.0,13.0,19.0,19.0,20.0,7.0,5.0,8.0,20.0,19.0,17.0,13.0,12.0,15.0,8.0,15.0,13.0,7.0,11.0,15.0,0
c0000_f5146f1247fa,Eagle_assembly_Ian,144.83333333333331,233.0,1119.0,1406.0,14.258333333333333,7.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,7.0,12.0,14.0,15.0,15.0,15.0,4.0,5.0,6.0,14.0,16.0,15.0,13.0,18.0,20.0,15.0,15.0,20.0,11.0,19.0,18.0,0
c0000_f5146f1247fa,Fox_education_Henrietta,144.83333333333331,377.0,1702.0,1971.0,20.708333333333332,5.0,9.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,18.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,16.0,20.0,20.0,20.0,11.0,7.0,7.0,18.0,17.0,16.0,10.0,9.0,15.0,10.0,10.0,12.0,11.0,11.0,15.0,0
c0000_f5146f1247fa,Hog_assembly_Colette,144.83333333333331,363.0,1630.0,1931.0,19.7,4.0,8.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,4.0,8.0,14.0,15.0,15.0,13.0,7.0,8.0,9.0,16.0,17.0,17.0,18.0,18.0,20.0,16.0,18.0,19.0,14.0,18.0,17.0,0
c0000_f5146f1247fa,Hog_assembly_Dona,144.83333333333331,218.0,1058.0,1332.0,13.366666666666665,5.0,15.0,14.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,5.0,15.0,13.0,20.0,20.0,20.0,4.0,5.0,5.0,15.0,15.0,14.0,10.0,15.0,15.0,12.0,14.0,15.0,9.0,15.0,18.0,0
c0000_f5146f1247fa,Lamb_assembly_Bertie,144.83333333333331,392.0,1806.0,2110.0,25.083333333333332,3.0,7.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,3.0,7.0,11.0,15.0,15.0,13.0,10.0,11.0,12.0,18.0,20.0,19.0,19.0,20.0,20.0,16.0,17.0,16.0,15.0,13.0,14.0,0
c0000_f5146f1247fa,Lamb_assembly_Cesar,144.83333333333331,35.0,312.0,575.0,23.083333333333332,7.0,11.0,18.0,19.0,18.0,17.0,2.0,3.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,7.0,10.0,18.0,16.0,17.0,12.0,1.0,3.0,3.0,14.0,13.0,14.0,9.0,14.0,14.0,14.0,14.0,16.0,17.0,17.0,20.0,0
c0000_f5146f1247fa,Moose_education_Ricardo,134.83333333333331,83.0,430.0,699.0,8.041666666666666,6.0,8.0,14.0,16.0,17.0,18.0,19.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,8.0,13.0,16.0,17.0,18.0,4.0,7.0,5.0,18.0,17.0,16.0,14.0,15.0,15.0,10.0,15.0,15.0,11.0,14.0,15.0,0
c0000_f5146f1247fa,Mouse_health_Estela,144.83333333333331,67.0,436.0,616.0,66.95,2.0,7.0,13.0,15.0,15.0,15.0,4.0,10.0,11.0,8.0,9.0,12.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,1.0,2.0,4.0,7.0,6.0,4.0,0.0,6.0,3.0,8.0,9.0,12.0,13.0,13.0,16.0,13.0,16.0,17.0,10.0,9.0,11.0,0
c0000_f5146f1247fa,Mouse_health_Justin,144.83333333333331,103.0,600.0,799.0,70.14999999999999,7.0,12.0,19.0,20.0,20.0,19.0,9.0,7.0,9.0,8.0,9.0,8.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,4.0,6.0,11.0,10.0,12.0,9.0,3.0,4.0,6.0,8.0,9.0,8.0,10.0,12.0,12.0,13.0,12.0,11.0,10.0,14.0,15.0,0
c0012_23099bed3753,Eagle_assembly_Benny,144.83333333333331,166.0,770.0,1029.0,10.091666666666667,4.0,12.0,14.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,4.0,12.0,13.0,19.0,20.0,20.0,6.0,3.0,8.0,20.0,19.0,18.0,10.0,11.0,15.0,5.0,14.0,13.0,5.0,9.0,15.0,0
c0012_23099bed3753,Eagle_assembly_Ian,144.83333333333331,212.0,1029.0,1313.0,13.266666666666666,7.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,7.0,12.0,14.0,15.0,15.0,15.0,4.0,5.0,6.0,14.0,16.0,15.0,13.0,17.0,20.0,14.0,15.0,20.0,10.0,19.0,18.0,0
c0012_23099bed3753,Fox_education_Henrietta,144.83333333333331,289.0,1314.0,1559.0,15.108333333333333,5.0,9.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,18.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,16.0,20.0,20.0,20.0,8.0,6.0,3.0,18.0,17.0,15.0,9.0,8.0,13.0,8.0,9.0,13.0,7.0,10.0,11.0,0
c0012_23099bed3753,Hog_assembly_Colette,144.83333333333331,334.0,1505.0,1801.0,18.025,4.0,8.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,4.0,8.0,14.0,15.0,15.0,13.0,6.0,8.0,7.0,16.0,17.0,17.0,18.0,18.0,20.0,16.0,18.0,19.0,12.0,18.0,17.0,0
c0012_23099bed3753,Hog_assembly_Dona,144.83333333333331,183.0,899.0,1169.0,11.7,5.0,15.0,14.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,5.0,15.0,13.0,20.0,20.0,20.0,3.0,5.0,5.0,15.0,15.0,14.0,10.0,15.0,15.0,12.0,13.0,15.0,8.0,15.0,17.0,0
