candidate_id,outer_folds,all_three_folds,macro_event_recall,background_episodes_per_asset_day,asset_days,clean_episodes,n_events,n_detected,empirical_coverage,mpiw_kWh,winkler95_kWh,mae_kWh,rmse_kWh,observed_rows
c0000_f5146f1247fa,"[0, 1, 2]",True,0.8111909837311335,1.511881960018095,4329.041666666666,6545.0,9937.0,8067.0,0.8466269478425749,88.82019950098736,146.84623345655964,16.283975043679728,34.00545342679465,103897
c0012_23099bed3753,"[0, 1, 2]",True,0.8076581525208805,1.0875386199794028,4329.041666666666,4708.0,9937.0,7997.0,0.9468127087403871,95.36005930143803,144.55869405702524,16.283975043679728,34.00545342679465,103897
c0013_a21278d4e492,"[0, 1, 2]",True,0.157550024557926,0.025640778848282437,4329.041666666666,111.0,9937.0,1662.0,0.9468127087403871,95.36005930143803,144.55869405702524,16.283975043679728,34.00545342679465,103897
c0024_ba16b82adffd,"[0, 1, 2]",True,0.7806810545359847,0.9586417317150641,4329.041666666666,4150.0,9937.0,7721.0,0.9481601971182999,103.47019831704318,138.20760534049333,16.283975043679728,34.00545342679465,103897
diagnostic_persistence_split_095_single_sample,"[0, 1, 2]",True,0.6334517433499296,0.9323079588438551,4329.041666666666,4036.0,9937.0,6148.0,0.9507396748703042,162.37940333214618,258.167374611394,19.307831639989608,39.30623557162577,103897
