model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.11578819999704137,491921408,492441600,448876544,448925696,520192,1033097216,5232799744,0.05,0.125
persistence,tuning,False,0.0006909000076120719,451981312,451997696,408883200,408915968,16384,1032065024,5216538624,0.05,0.0
persistence,final_fit,False,0.0005185999907553196,451997696,451997696,408915968,408915968,0,1032065024,5216538624,0.05,0.0
persistence,calibration,False,0.0071752000076230615,451997696,452235264,408915968,408915968,237568,1032065024,5216542720,0.05,0.0
persistence,inference,False,0.013597199998912401,452235264,452890624,408915968,409575424,655360,1032065024,5216542720,0.05,0.015625
persistence,artifact_serialization,False,0.0005890000029467046,455663616,455680000,411172864,411205632,16384,1032065024,5214732288,0.05,0.015625
xgboost,artifact_reload_and_predict_verification,False,1.2256666000030236,529063936,624885760,486637568,645959680,95821824,1033097216,5085270016,0.05,1.171875
xgboost,tuning,False,6.222918900006334,454516736,571805696,413421568,593907712,117288960,1032065024,5088239616,0.05,6.125
xgboost,final_fit,False,2.575269599998137,564789248,584536064,586801152,606220288,19746816,1032065024,4966604800,0.05,2.5
xgboost,calibration,False,0.20510300000023562,562966528,562966528,588791808,588791808,0,1032065024,5042315264,0.05,0.203125
xgboost,inference,False,0.3703168000065489,562724864,562741248,586702848,586719232,16384,1032065024,5034209280,0.05,0.375
xgboost,artifact_serialization,False,0.006528900004923344,572444672,576573440,594903040,598904832,4128768,1032065024,5012582400,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.1649797999998555,633311232,651243520,654893056,694091776,17932288,1033097216,5074558976,0.05,2.140625
attention_lstm,tuning,False,479.5938540000061,563003392,680546304,586252288,719007744,117542912,1032065024,4572844032,0.05,470.96875
attention_lstm,final_fit,False,144.99798729999748,673615872,681328640,711942144,722083840,7712768,1032065024,4986085376,0.05,141.890625
attention_lstm,calibration,False,0.7046360000094865,658935808,660873216,709214208,716034048,1937408,1032065024,5096353792,0.05,0.703125
attention_lstm,inference,False,1.3821611000021221,660873216,661213184,716034048,719220736,339968,1032065024,5097295872,0.05,1.328125
attention_lstm,artifact_serialization,False,0.0044793999986723065,674930688,675090432,732991488,733024256,159744,1032065024,5092016128,0.05,0.015625
