model_seed,n_clusters,neighbours,silhouette,cluster_sizes,matched_owner_hashes
42,3,1964,0.669176055367924,"[1964, 6895, 8411]","{""1"": ""1548a18545a95f360c84fdb055184632c84c2bc67ec361e4c22351a24fb577df"", ""3"": ""7cf0b8970f3388db2ffc8e74b4776c60631ee602f915c61285de8d5960e67cb3"", ""6"": ""3973b651fe0e72c1538e5c8983abadc6ab62a1cd17378bec55df497a908c7504""}"
43,3,1962,0.683526904445956,"[8387, 6921, 1962]","{""1"": ""18642da57566524a1b2a45f5ab7247a67e1128ed88a7721253a70f735e5b2633"", ""3"": ""d28b3e56470c39d4d54cfa16318301b8386c6c928491996aad0e6e82094fd373"", ""6"": ""089bc4815e23a2ef95813ac3aeb0cc915c06b51f5c09fff7bd5904128c17e7fb""}"
44,3,1968,0.680328137974874,"[8387, 6915, 1968]","{""1"": ""389356846719c3357ab6d24483c635426563ed5367b2d2866232c38fcbb735a5"", ""3"": ""40f4912e1aea2a3e61a8206943a7ddc5b4dcdd9fdbb657b5f8d49610355a8b71"", ""6"": ""52d130ac5eb59b5bd247fdb98717ad47f7bc8ece3e445fe979538beefe1bfa5e""}"
45,3,1976,0.684907538092175,"[1976, 6919, 8375]","{""1"": ""d4cd5617fc636ed51910f28b94cd1191e846872a960c98b7b6734656325ede15"", ""3"": ""9800cdfd0d4c08a04941af09fd8e7645605fae08dd9b31bd879d8148a643377c"", ""6"": ""6b08ff376ab991acf81d61f50f7a1fe8b020a27ace14fcf5a814e92d274b5acb""}"
46,3,1972,0.671938211423081,"[1972, 6923, 8375]","{""1"": ""c22138e22e0b9ba62d24fa272b65bf151c540d8e3ffc10370c6db9be3b81c3cc"", ""3"": ""50af119a2e675eba34dd50fdbe6f88b8f7ce08c4b2e4cde6a866b5c505c1145f"", ""6"": ""86eb24a55ff1c90ba6dd74d474ed82bf1d96b433aa5996d0593009c2fc25ec09""}"
