dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
bdg2,2,42,1,0.9,quantile_uncalibrated,native,34640,0.830398383371824,-0.0696016166281755,0.0696016166281755,68.4078064976274,118.770359506841,17.2360701015156,35.6580740473791,597057.4683165,44044699.1987763,2369646.41707781,4114205.25331698,28765,34640,0,0,complete
bdg2,2,42,1,0.9,cqr,native,34640,0.880051963048499,-0.0199480369515011,0.0199480369515011,72.9270991991837,117.573085258625,17.2360701015156,35.6580740473791,597057.4683165,44044699.1987763,2526194.71625972,4072731.67335878,30485,34640,0,0,complete
bdg2,2,42,1,0.9,recentred_enbpi_static,native,34640,0.89939376443418,-0.0006062355658198,0.0006062355658198,100.451612945557,183.827176666267,23.0207385448614,38.3617496506723,797438.383194,50977049.688076,3479643.87243409,6367773.39971948,31155,34640,0,0,complete
bdg2,2,42,1,0.9,recentred_enbpi_updated,native,34640,0.901876443418014,0.0018764434180138,0.0018764434180138,85.1977308257506,133.69196856709,23.0207385448614,38.3617496506723,797438.383194,50977049.688076,2951249.395804,4631089.791164,31241,34640,0,0,complete
bdg2,2,42,1,0.9,dscp,native,34590,0.899595258745302,-0.0004047412546979,0.0004047412546979,82.4614236263566,151.655883174034,17.7613768640031,34.9750725963786,614366.025725868,42312414.7709884,2852340.64323567,5245776.99898984,31117,34590,0,0,complete
bdg2,2,42,1,0.95,quantile_uncalibrated,native,34640,0.885912240184758,-0.0640877598152424,0.0640877598152424,89.4321176567839,154.492989185724,17.2360701015156,35.6580740473791,597057.4683165,44044699.1987763,3097928.55563099,5351637.14539347,30688,34640,0,0,complete
bdg2,2,42,1,0.95,cqr,native,34640,0.949971131639723,-2.88683602770456e-05,2.88683602770456e-05,97.7958572363374,152.40461679699,17.2360701015156,35.6580740473791,597057.4683165,44044699.1987763,3387648.49466673,5279295.92584773,32907,34640,0,0,complete
bdg2,2,42,1,0.95,recentred_enbpi_static,native,34640,0.946102771362587,-0.0038972286374133,0.0038972286374133,143.602272460938,246.784196162587,23.0207385448614,38.3617496506723,797438.383194,50977049.688076,4974382.71804688,8548604.55507202,32773,34640,0,0,complete
bdg2,2,42,1,0.95,recentred_enbpi_updated,native,34640,0.950692840646651,0.0006928406466513,0.0006928406466513,117.020851509296,168.797044373037,23.0207385448614,38.3617496506723,797438.383194,50977049.688076,4053602.296282,5847129.617082,32932,34640,0,0,complete
bdg2,2,42,1,0.95,dscp,native,34590,0.946285053483666,-0.0037149465163341,0.0037149465163341,116.160133095224,202.519884229761,17.7613768640031,34.9750725963786,614366.025725868,42312414.7709884,4017979.00376381,7005162.79550743,32732,34590,0,0,complete
bdg2,2,42,3,0.9,quantile_uncalibrated,native,34640,0.816512702078522,-0.0834872979214781,0.0834872979214781,99.3271502699804,173.433360667556,26.3181158769119,54.5220111475861,911659.533976229,102972585.593365,3440692.48535212,6007731.61352412,28284,34640,0,0,complete
bdg2,2,42,3,0.9,cqr,native,34640,0.869428406466513,-0.0305715935334873,0.0305715935334873,105.955530466815,170.939128820469,26.3181158769119,54.5220111475861,911659.533976229,102972585.593365,3670299.57537046,5921331.42234105,30117,34640,0,0,complete
bdg2,2,42,3,0.9,recentred_enbpi_static,native,34640,0.905196304849885,0.0051963048498845,0.0051963048498845,153.853743001302,271.713255461298,32.0171317424942,55.9866897616391,1109073.44356,108579406.671343,5329493.6575651,9412147.16917936,31356,34640,0,0,complete
bdg2,2,42,3,0.9,recentred_enbpi_updated,native,34640,0.908602771362587,0.0086027713625865,0.0086027713625865,131.749370950722,195.755773569082,32.0171317424942,55.9866897616391,1109073.44356,108579406.671343,4563798.209733,6780979.996433,31474,34640,0,0,complete
