model,mae,rmse,n,negative_predictions,verified
persistence,0.07447077772664519,0.12451008457023498,8692,0,True
xgboost,0.2616900190361293,0.4216019666667546,8692,0,True
attention_lstm,2.808647392929506,3.184809559408868,8692,0,True
