model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09188069999800064,438943744,439017472,394166272,394215424,73728,488296448,5388402688,0.05,0.09375
persistence,tuning,False,0.0008731999987503514,434360320,434384896,389320704,389353472,24576,488042496,5357977600,0.05,0.0
persistence,final_fit,False,0.000527900003362447,434384896,434384896,389353472,389353472,0,488042496,5357977600,0.05,0.0
persistence,calibration,False,0.002634599994053133,434384896,434515968,389353472,389369856,131072,488042496,5357912064,0.05,0.015625
persistence,inference,False,0.0035296999994898215,434515968,434515968,389369856,389369856,0,488042496,5357912064,0.05,0.0
persistence,artifact_serialization,False,0.0006495999987237155,434855936,434872320,389611520,389644288,16384,488042496,5357846528,0.05,0.015625
xgboost,artifact_reload_and_predict_verification,False,0.7704342999932123,440229888,542728192,394809344,562753536,102498304,542728192,5274472448,0.05,0.734375
xgboost,tuning,False,3.482778799996595,439787520,548831232,393310208,565907456,109043712,549851136,5233332224,0.05,3.4375
xgboost,final_fit,False,1.2613031999935629,544260096,552116224,561295360,569233408,7856128,553181184,5255909376,0.05,1.265625
xgboost,calibration,False,0.08657590000075288,544591872,544612352,561639424,561659904,20480,553181184,5260914688,0.05,0.078125
xgboost,inference,False,0.16199890000279993,544612352,544616448,561643520,561659904,4096,553181184,5243969536,0.05,0.171875
xgboost,artifact_serialization,False,0.00623680000717286,544620544,545730560,561610752,563019776,1110016,553181184,5244334080,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.7200309999898309,545075200,568705024,562704384,608858112,23629824,569040896,5257158656,0.05,0.71875
attention_lstm,tuning,False,71.83178320000297,540684288,655298560,559607808,687992832,114614272,655327232,5113860096,0.05,70.015625
attention_lstm,final_fit,False,27.37697009999829,638754816,653094912,670011392,686452736,14340096,655364096,5178744832,0.05,26.890625
attention_lstm,calibration,False,0.19493289999081753,652349440,652808192,685465600,685809664,458752,655364096,5201612800,0.05,0.203125
attention_lstm,inference,False,0.3524050999985775,652808192,653692928,685793280,686944256,884736,655364096,5215526912,0.05,0.359375
attention_lstm,artifact_serialization,False,0.0047627000021748245,655413248,655691776,688164864,688340992,278528,655695872,5214470144,0.05,0.0
