left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,14850,4951,2021-01-07 23:10:00,2021-04-21 02:00:00,2021-04-21 03:00:00,2021-04-21 03:20:00,2021-05-25 12:20:00,2021-04-21 04:20:00,2021-05-25 13:20:00,0,0,,0,ef9d6a6abac88bf6870ca419233277f25ca38ffcec8d2e50ef36e5a7ae619400,9247b241a0fa2d22e3929a301f0ff3511dbadd5e2e8ec374799c5c7abceab76d
calibration,test,4951,9907,2021-04-21 03:20:00,2021-05-25 12:20:00,2021-05-25 13:20:00,2021-05-25 13:30:00,2021-08-02 08:30:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,9247b241a0fa2d22e3929a301f0ff3511dbadd5e2e8ec374799c5c7abceab76d,c6974f8d3bde0930d9d56239e658a56ee8f6554aea2606844b45a070315571f1
inner0_train,inner0_validation,4944,4944,2021-01-07 23:10:00,2021-02-11 07:00:00,2021-02-11 08:00:00,2021-02-11 08:10:00,2021-03-17 16:00:00,2021-02-11 09:10:00,2021-03-17 17:00:00,0,0,,0,7e1d872fdae249702364dcedccb8344e6e44d13dde4694244d1d8af8576495fb,2984744e642beefa7ce03314b45942af4ef6594d8939fdf4b62e61c263f6bdb8
inner1_train,inner1_validation,9888,4950,2021-01-07 23:10:00,2021-03-17 16:00:00,2021-03-17 17:00:00,2021-03-17 17:10:00,2021-04-21 02:00:00,2021-03-17 18:10:00,2021-04-21 03:00:00,0,0,,0,b302ee02c2b16f2a988275f6ff329f6f03774c4c85d10d37902b32b54795d4e0,94c11b73e5e68059ca8334f73f6dc70805df5c01f5112cc20d147b640c4f52fd
