dataset,horizon,level,method,native_n,common_n,native_coverage,common_coverage,coverage_support_delta,available,unavailable,below_fraction,above_fraction,cal_own_prediction_bias,test_own_prediction_bias,cal_absolute_error_q95,test_absolute_error_q95,mpiw,winkler,score_convention,score_pool,units
rico,30,0.95,recentred_enbpi_updated,7667,6437,0.7657493152471632,0.7626223395991921,0.003126975647971042,7667,0,0.20190426503195513,0.0323464197208817,0.17409078456837276,0.6422701121690361,1.1480000000000032,2.330272000000001,1.9482935634537637,6.917873346941428,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,30,0.95,dscp,6437,6437,0.6557402516700326,0.6557402516700326,0.0,6437,0,0.30713065092434366,0.037129097405623736,0.07422154640334284,0.26598710028562594,1.208986663818356,2.1141518402099604,1.284208649334114,11.964140421165267,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,60,0.9,quantile_uncalibrated,6437,6437,0.716172129874165,0.716172129874165,0.0,6437,0,0.23551343793692714,0.04831443218890787,-0.13714617991846662,0.32540206755793505,1.971135633401858,3.088447593641199,4.224710716173492,8.526493224980012,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,60,0.9,cqr,6437,6437,0.7885661022215318,0.7885661022215318,0.0,6437,0,0.18797576510796954,0.02345813267049868,-0.13714617991846662,0.32540206755793505,1.971135633401858,3.088447593641199,4.9765840436610915,7.936715918643395,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,60,0.9,recentred_enbpi_static,6437,6437,0.3116358552120553,0.3116358552120553,0.0,6437,0,0.5821034643467454,0.10626068044119932,0.06052839702760084,1.1653434178965354,1.7566399999999973,4.063439000000001,1.493603515625001,19.865439477588357,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,60,0.9,recentred_enbpi_updated,6437,6437,0.5351871990057481,0.5351871990057481,0.0,6437,0,0.4362280565480814,0.028584744446170575,0.06052839702760084,1.1653434178965354,1.7566399999999973,4.063439000000001,2.885593817150848,14.319070517477085,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,60,0.9,dscp,6437,6437,0.4819015069131583,0.4819015069131583,0.0,6437,0,0.42923722230852884,0.08886127077831288,-0.18318011046974522,0.5831425548136855,1.9252584838867177,3.1968902587890624,1.624965027564242,15.366911778979665,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,60,0.95,quantile_uncalibrated,6437,6437,0.6287090259437627,0.6287090259437627,0.0,6437,0,0.251359328879913,0.11993164517632438,-0.13714617991846662,0.32540206755793505,1.971135633401858,3.088447593641199,2.750721280752801,12.271272108808777,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,60,0.95,cqr,6437,6437,0.8048780487804879,0.8048780487804879,0.0,6437,0,0.1256796644399565,0.06944228677955569,-0.13714617991846662,0.32540206755793505,1.971135633401858,3.088447593641199,3.64958768909071,8.480827169671302,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,60,0.95,recentred_enbpi_static,6437,6437,0.46186111542644087,0.46186111542644087,0.0,6437,0,0.4548702811868883,0.0832686033866708,0.06052839702760084,1.1653434178965354,1.7566399999999973,4.063439000000001,2.1583857218424463,28.919540747649975,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,60,0.95,recentred_enbpi_updated,6437,6437,0.6265340997359018,0.6265340997359018,0.0,6437,0,0.3660090104085754,0.007456889855522759,0.06052839702760084,1.1653434178965354,1.7566399999999973,4.063439000000001,3.594441386670806,21.566185515923557,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,60,0.95,dscp,6437,6437,0.5137486406711201,0.5137486406711201,0.0,6437,0,0.41385738698151314,0.07239397234736679,-0.18318011046974522,0.5831425548136855,1.9252584838867177,3.1968902587890624,1.8551328441891883,27.190273592188714,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
bdg2,1,0.9,quantile_uncalibrated,34640,34590,0.8303983833718245,0.8305868748193119,-0.00018849144748744884,34640,0,0.10360854503464204,0.06599307159353349,-1.1841127688700146,-0.8366105674835519,69.40831445348724,68.8559081232751,68.40780649762743,118.77035950684112,none: uncalibrated raw quantiles,fixed historical calibration,kWh per interval
bdg2,1,0.9,cqr,34640,34590,0.8800519630484989,0.8802544087886672,-0.00020244574016836658,34640,0,0.073729792147806,0.04621824480369515,-1.1841127688700146,-0.8366105674835519,69.40831445348724,68.8559081232751,72.92709919918369,117.57308525862541,asymmetric native tails,fixed historical calibration,kWh per interval
bdg2,1,0.9,recentred_enbpi_static,34640,34590,0.8993937644341802,0.8993639780283319,2.978640584827552e-05,34640,0,0.05536951501154735,0.04523672055427252,-1.663778864248706,0.010330076732100932,76.63746699999993,75.15697149999993,100.45161294555695,183.8271766662668,native MAPIE OOB calibration score,fixed historical calibration,kWh per interval
bdg2,1,0.9,recentred_enbpi_updated,34640,34590,0.9018764434180139,0.9018502457357618,2.6197682252093735e-05,34640,0,0.055138568129330254,0.04298498845265589,-1.663778864248706,0.010330076732100932,76.63746699999993,75.15697149999993,85.19773082575058,133.69196856709007,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,kWh per interval
bdg2,1,0.9,dscp,34590,34590,0.8995952587453021,0.8995952587453021,0.0,34590,0,0.04668979473836369,0.053714946516334204,-0.38036673229311085,-0.18426288738243463,67.76296789550781,69.29235914916985,82.46142362635659,151.65588317403416,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,kWh per interval
bdg2,1,0.95,quantile_uncalibrated,34640,34590,0.8859122401847576,0.8861520670714079,-0.00023982688665036278,34640,0,0.07583718244803696,0.038250577367205545,-1.1841127688700146,-0.8366105674835519,69.40831445348724,68.8559081232751,89.43211765678386,154.49298918572387,none: uncalibrated raw quantiles,fixed historical calibration,kWh per interval
bdg2,1,0.95,cqr,34640,34590,0.9499711316397229,0.949956634865568,1.449677415488182e-05,34640,0,0.026818706697459584,0.02321016166281755,-1.1841127688700146,-0.8366105674835519,69.40831445348724,68.8559081232751,97.79585723633737,152.40461679698993,asymmetric native tails,fixed historical calibration,kWh per interval
bdg2,1,0.95,recentred_enbpi_static,34640,34590,0.9461027713625866,0.9460826828563168,2.008850626977754e-05,34640,0,0.030109699769053117,0.02378752886836028,-1.663778864248706,0.010330076732100932,76.63746699999993,75.15697149999993,143.6022724609375,246.7841961625871,native MAPIE OOB calibration score,fixed historical calibration,kWh per interval
bdg2,1,0.95,recentred_enbpi_updated,34640,34590,0.9506928406466513,0.9506504770164788,4.236363017251499e-05,34640,0,0.028579676674364896,0.020727482678983833,-1.663778864248706,0.010330076732100932,76.63746699999993,75.15697149999993,117.02085150929561,168.7970443730369,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,kWh per interval
bdg2,1,0.95,dscp,34590,34590,0.9462850534836658,0.9462850534836658,0.0,34590,0,0.026510552182711766,0.027204394333622435,-0.38036673229311085,-0.18426288738243463,67.76296789550781,69.29235914916985,116.16013309522437,202.51988422976092,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,kWh per interval
bdg2,3,0.9,quantile_uncalibrated,34640,34590,0.8165127020785219,0.8167389418907198,-0.00022623981219793698,34640,0,0.10998845265588915,0.07349884526558892,-3.116687425566594,-3.5637853720889536,103.7942316282535,104.92081338857878,99.32715026998044,173.43336066755558,none: uncalibrated raw quantiles,fixed historical calibration,kWh per interval
bdg2,3,0.9,cqr,34640,34590,0.8694284064665126,0.869615495808037,-0.00018708934152433798,34640,0,0.0822459584295612,0.048325635103926096,-3.116687425566594,-3.5637853720889536,103.7942316282535,104.92081338857878,105.9555304668147,170.93912882046916,asymmetric native tails,fixed historical calibration,kWh per interval
bdg2,3,0.9,recentred_enbpi_static,34640,34590,0.9051963048498846,0.9051459959525875,5.030889729706889e-05,34640,0,0.049364896073903,0.04543879907621247,-1.3553508013824895,-0.10308116864896194,112.32347600000001,110.21885649999989,153.85374300130206,271.71325546129793,native MAPIE OOB calibration score,fixed historical calibration,kWh per interval
bdg2,3,0.9,recentred_enbpi_updated,34640,34590,0.9086027713625866,0.9085573865278982,4.5384834688411146e-05,34640,0,0.04976905311778291,0.04162817551963049,-1.3553508013824895,-0.10308116864896194,112.32347600000001,110.21885649999989,131.7493709507217,195.75577356908195,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,kWh per interval
bdg2,3,0.9,dscp,34590,34590,0.8959814975426423,0.8959814975426423,0.0,34590,0,0.05108412836079792,0.0529343740965597,-0.2570063453241942,0.06268634958746895,100.75924516601559,100.70107583007803,120.91777487298654,227.72092818543138,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,kWh per interval
bdg2,3,0.95,quantile_uncalibrated,34640,34590,0.8697459584295612,0.8699045967042498,-0.00015863827468864944,34640,0,0.08215935334872979,0.04809468822170901,-3.116687425566594,-3.5637853720889536,103.7942316282535,104.92081338857878,123.1674355028013,223.09393651030229,none: uncalibrated raw quantiles,fixed historical calibration,kWh per interval
bdg2,3,0.95,cqr,34640,34590,0.9513568129330254,0.9513732292570107,-1.6416323985302128e-05,34640,0,0.023585450346420324,0.025057736720554273,-3.116687425566594,-3.5637853720889536,103.7942316282535,104.92081338857878,137.8391489197424,217.7454737867179,asymmetric native tails,fixed historical calibration,kWh per interval
bdg2,3,0.95,recentred_enbpi_static,34640,34590,0.9493071593533488,0.9492917028042787,1.5456549070091974e-05,34640,0,0.027684757505773674,0.0230080831408776,-1.3553508013824895,-0.10308116864896194,112.32347600000001,110.21885649999989,217.7197636718749,365.23063251569704,native MAPIE OOB calibration score,fixed historical calibration,kWh per interval
bdg2,3,0.95,recentred_enbpi_updated,34640,34590,0.9532909930715935,0.9533102052616363,-1.921219004286101e-05,34640,0,0.026414549653579675,0.020294457274826788,-1.3553508013824895,-0.10308116864896194,112.32347600000001,110.21885649999989,172.38182814546767,244.78518210389714,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,kWh per interval
bdg2,3,0.95,dscp,34590,34590,0.9492338826250362,0.9492338826250362,0.0,34590,0,0.024689216536571263,0.0260769008383926,-0.2570063453241942,0.06268634958746895,100.75924516601559,100.70107583007803,175.96209224556137,306.39889852226946,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,kWh per interval
bdg2,6,0.9,quantile_uncalibrated,34640,34590,0.8041281755196305,0.8041919629950853,-6.37874754548795e-05,34640,0,0.11885103926096997,0.07702078521939953,-3.801892461453554,-4.946081115156782,124.62130268569186,120.95336120409945,116.98175418959006,214.54411381288486,none: uncalibrated raw quantiles,fixed historical calibration,kWh per interval
bdg2,6,0.9,cqr,34640,34590,0.8880773672055428,0.8881468632552761,-6.94960497333863e-05,34640,0,0.06723441108545035,0.04468822170900693,-3.801892461453554,-4.946081115156782,124.62130268569186,120.95336120409945,128.67355741977045,210.77321913536548,asymmetric native tails,fixed historical calibration,kWh per interval
bdg2,6,0.9,recentred_enbpi_static,34640,34590,0.9065242494226328,0.9065336802544088,-9.430831776069404e-06,34640,0,0.050057736720554274,0.04341801385681293,-0.9542131561959666,-0.22122413123556736,131.9387885000002,129.93349849999996,186.57001865641269,331.60842382463517,native MAPIE OOB calibration score,fixed historical calibration,kWh per interval
bdg2,6,0.9,recentred_enbpi_updated,34640,34590,0.896622401847575,0.8966464296039318,-2.402775635679255e-05,34640,0,0.057332563510392606,0.046045034642032336,-0.9542131561959666,-0.22122413123556736,131.9387885000002,129.93349849999996,158.4411661482679,240.33020362863743,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,kWh per interval
bdg2,6,0.9,dscp,34590,34590,0.8886961549580804,0.8886961549580804,0.0,34590,0,0.055651922520959816,0.055651922520959816,0.5596340190386637,-0.06565264447039405,124.44656870117178,124.68375576171859,145.90802334064776,291.21971959033186,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,kWh per interval
bdg2,6,0.95,quantile_uncalibrated,34640,34590,0.8687644341801386,0.8687771032090199,-1.2669028881306943e-05,34640,0,0.08221709006928407,0.04901847575057737,-3.801892461453554,-4.946081115156782,124.62130268569186,120.95336120409945,146.42967712473376,273.69096574249477,none: uncalibrated raw quantiles,fixed historical calibration,kWh per interval
bdg2,6,0.95,cqr,34640,34590,0.9568129330254042,0.9567794160161897,3.351700921450096e-05,34640,0,0.023527713625866052,0.019659353348729793,-3.801892461453554,-4.946081115156782,124.62130268569186,120.95336120409945,173.0405771926884,268.23517240595737,asymmetric native tails,fixed historical calibration,kWh per interval
bdg2,6,0.95,recentred_enbpi_static,34640,34590,0.9512124711316398,0.951199768719283,1.2702412356735415e-05,34640,0,0.026818706697459584,0.021968822170900692,-0.9542131561959666,-0.22122413123556736,131.9387885000002,129.93349849999996,272.98175463867176,448.88494207153303,native MAPIE OOB calibration score,fixed historical calibration,kWh per interval
bdg2,6,0.95,recentred_enbpi_updated,34640,34590,0.9480080831408776,0.9479618386816999,4.624445917766895e-05,34640,0,0.0296189376443418,0.0223729792147806,-0.9542131561959666,-0.22122413123556736,131.9387885000002,129.93349849999996,210.13581107754038,299.21236845860267,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,kWh per interval
bdg2,6,0.95,dscp,34590,34590,0.9454466608846488,0.9454466608846488,0.0,34590,0,0.029459381324082105,0.025093957791269154,0.5596340190386637,-0.06565264447039405,124.44656870117178,124.68375576171859,220.1338100717217,393.7834894726829,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,kWh per interval
