dataset,horizon,level,method,native_n,common_n,native_coverage,common_coverage,coverage_support_delta,available,unavailable,below_fraction,above_fraction,cal_own_prediction_bias,test_own_prediction_bias,cal_absolute_error_q95,test_absolute_error_q95,mpiw,winkler,score_convention,score_pool,units
rico,5,0.9,recentred_enbpi_static,8692,6437,0.3762080073630925,0.38340842007146186,-0.0072004127083693525,8692,0,0.6235618959963185,0.0002300966405890474,0.09013956693620848,0.43409398826507123,0.39577300000000193,1.3044699999999985,0.7166915893554666,5.1292361453004185,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,5,0.9,recentred_enbpi_updated,8692,6437,0.582604693971468,0.5741805188752525,0.008424175096215514,8692,0,0.40554532903819607,0.011849976990335942,0.09013956693620848,0.43409398826507123,0.39577300000000193,1.3044699999999985,0.6171332644960884,3.8888005999769875,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,5,0.9,dscp,6437,6437,0.5159235668789809,0.5159235668789809,0.0,6437,0,0.30728600279633367,0.17679043032468542,0.014751993051470525,0.06222213625407875,0.29360534667968846,0.666966934204102,0.2742545191308661,2.8999330009376303,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,5,0.95,quantile_uncalibrated,8692,6437,0.7566728025770824,0.7523691160478484,0.004303686529233963,8692,0,0.1961573861021629,0.04716981132075472,0.007725756119135967,0.04022948736067146,0.22484453213122138,0.646819777946422,2.7818459719454345,6.58477652789745,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,5,0.95,cqr,8692,6437,0.8816152784169351,0.8889234115271089,-0.0073081331101737534,8692,0,0.10308329498389324,0.015301426599171651,0.007725756119135967,0.04022948736067146,0.22484453213122138,0.646819777946422,3.137540090626869,5.400744999792875,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,5,0.95,recentred_enbpi_static,8692,6437,0.6015876668200645,0.6024545595774429,-0.0008668927573783902,8692,0,0.3984123331799356,0.0,0.09013956693620848,0.43409398826507123,0.39577300000000193,1.3044699999999985,0.9214488983154325,7.696883798731779,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,5,0.95,recentred_enbpi_updated,8692,6437,0.7106534744592728,0.6958210346434675,0.014832439815805398,8692,0,0.2863552692130695,0.002991256327657616,0.09013956693620848,0.43409398826507123,0.39577300000000193,1.3044699999999985,0.8000582994707814,5.260949675448689,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,5,0.95,dscp,6437,6437,0.5928227435140594,0.5928227435140594,0.0,6437,0,0.2925275749572782,0.11464968152866242,0.014751993051470525,0.06222213625407875,0.29360534667968846,0.666966934204102,0.3442951727365363,5.093005288532815,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,15,0.9,quantile_uncalibrated,8282,6437,0.47585124366095144,0.48920304489669103,-0.013351801235739591,8282,0,0.4748852934073895,0.04926346293165902,-0.006480780861261873,0.08762439011882782,0.5914996346699084,1.158515093078193,2.819733768342572,6.768263008661785,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,15,0.9,cqr,8282,6437,0.5280125573532963,0.529749883486096,-0.0017373261327996437,8282,0,0.4340738951943975,0.037913547452306205,-0.006480780861261873,0.08762439011882782,0.5914996346699084,1.158515093078193,2.916203789592181,6.446406852697076,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,15,0.9,recentred_enbpi_static,8282,6437,0.5484182564597924,0.5584899798042566,-0.010071723344464267,8282,0,0.4391451340255977,0.012436609514609998,0.1390025058934465,0.51677202873702,0.6141640000000024,1.5729620000000004,1.0489746093749979,6.467272880681335,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,15,0.9,recentred_enbpi_updated,8282,6437,0.6384931176044434,0.6321267671275439,0.006366350476899485,8282,0,0.3221444095629075,0.03936247283264912,0.1390025058934465,0.51677202873702,0.6141640000000024,1.5729620000000004,0.9216510801738703,4.9179183610239035,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,15,0.9,dscp,6437,6437,0.5825695199627156,0.5825695199627156,0.0,6437,0,0.3124126145720056,0.10501786546527886,0.06727139279449716,0.17189561139542772,0.7656683349609364,1.226008987426757,0.6566686716534575,4.684231544928424,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,15,0.95,quantile_uncalibrated,8282,6437,0.7581502052644289,0.748640671120087,0.009509534144341858,8282,0,0.1824438541415117,0.0594059405940594,-0.006480780861261873,0.08762439011882782,0.5914996346699084,1.158515093078193,2.5443924564330653,6.67392198909171,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,15,0.95,cqr,8282,6437,0.8150205264428881,0.8093832530681995,0.005637273374688667,8282,0,0.13957981163970057,0.04539966191741125,-0.006480780861261873,0.08762439011882782,0.5914996346699084,1.158515093078193,2.7591065663834247,5.805533418071626,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,15,0.95,recentred_enbpi_static,8282,6437,0.7168558319246559,0.7178810004660556,-0.001025168541399779,8282,0,0.27783144168075347,0.005312726394590679,0.1390025058934465,0.51677202873702,0.6141640000000024,1.5729620000000004,1.494216537475591,8.003759932331816,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,15,0.95,recentred_enbpi_updated,8282,6437,0.698019801980198,0.6880534410439646,0.009966360936233376,8282,0,0.27783144168075347,0.02414875633904854,0.1390025058934465,0.51677202873702,0.6141640000000024,1.5729620000000004,1.1364495815020528,6.495734623762375,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,15,0.95,dscp,6437,6437,0.6165915799285382,0.6165915799285382,0.0,6437,0,0.2996737610688209,0.08373465900264099,0.06727139279449716,0.17189561139542772,0.7656683349609364,1.226008987426757,0.7373220901702603,8.192686689749276,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,30,0.9,quantile_uncalibrated,7667,6437,0.5159775661927742,0.51343793692714,0.0025396292656342245,7667,0,0.44241554715012393,0.04160688665710186,-0.09231840505876433,0.0800001560726673,1.1785253557767394,1.8046945888089028,2.1913988737841708,9.224988346712902,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,30,0.9,cqr,7667,6437,0.5776705360636494,0.5715395370514215,0.006130999012227911,7667,0,0.40002608582235555,0.022303378113995045,-0.09231840505876433,0.0800001560726673,1.1785253557767394,1.8046945888089028,2.504266448405537,9.00494041735551,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,30,0.9,recentred_enbpi_static,7667,6437,0.5719316551454284,0.5642379990678887,0.00769365607753969,7667,0,0.3983305073692448,0.029737837485326726,0.17409078456837276,0.6422701121690361,1.1480000000000032,2.330272000000001,1.3875474929809604,7.979893385858658,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
rico,30,0.9,recentred_enbpi_updated,7667,6437,0.7214034172427286,0.7278235202734193,-0.006420103030690738,7667,0,0.2322942480761706,0.04630233468110082,0.17409078456837276,0.6422701121690361,1.1480000000000032,2.330272000000001,1.667807110734318,5.234479733663754,signed own-point online residual with finite sample ranks,historical calibration plus causal available released scores,degrees Celsius
rico,30,0.9,dscp,6437,6437,0.5738698151312723,0.5738698151312723,0.0,6437,0,0.3330744135466832,0.09305577132204443,0.07422154640334284,0.26598710028562594,1.208986663818356,2.1141518402099604,1.0637498006128774,6.97419576765496,frozen cluster/step signed y-minus-matched-XGBoost prediction; linear quantiles,joint-origin calibration,degrees Celsius
rico,30,0.95,quantile_uncalibrated,7667,6437,0.5990609103952003,0.5928227435140594,0.006238166881140872,7667,0,0.31798617451415156,0.08295291509064823,-0.09231840505876433,0.0800001560726673,1.1785253557767394,1.8046945888089028,3.578216763635332,11.90839237823746,none: uncalibrated raw quantiles,fixed historical calibration,degrees Celsius
rico,30,0.95,cqr,7667,6437,0.7874005478022694,0.7967997514370048,-0.009399203634735342,7667,0,0.17229685665840616,0.04030259553932438,-0.09231840505876433,0.0800001560726673,1.1785253557767394,1.8046945888089028,4.265614466426152,7.670629815403117,asymmetric native tails,fixed historical calibration,degrees Celsius
rico,30,0.95,recentred_enbpi_static,7667,6437,0.7056214947176209,0.7076277769147118,-0.0020062821970908695,7667,0,0.28824833702882485,0.006130168253554193,0.17409078456837276,0.6422701121690361,1.1480000000000032,2.330272000000001,1.8673479715983026,11.292645061369013,native MAPIE OOB calibration score,fixed historical calibration,degrees Celsius
