dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,model,phase,nominal_level,original_runs,aggregation,n,mae,rmse,coverage,mpiw,winkler,negative_points,negative_lower_bounds
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,persistence,1.0,0.9,1,"within phase, sample weighted",202,0.1485148514851485,0.1682760579618156,1.0,1.0,1.0,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,persistence,3.0,0.9,6,"within phase, sample weighted",1212,0.22004950495049508,0.35258358089700065,0.8960396039603961,1.0,1.783828382838284,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,persistence,4.0,0.9,34,"within phase, sample weighted",6868,0.2092894583576005,0.33038690014235234,0.9162783925451369,1.0,1.6555037856726849,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,persistence,1.0,0.95,1,"within phase, sample weighted",202,0.1485148514851485,0.1682760579618156,1.0,1.6000000000000014,1.6000000000000014,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,persistence,3.0,0.95,6,"within phase, sample weighted",1212,0.22004950495049508,0.35258358089700065,0.9612211221122112,1.6000000000000014,2.2798679867986795,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,persistence,4.0,0.95,34,"within phase, sample weighted",6868,0.2092894583576005,0.33038690014235234,0.9621432731508445,1.6000000000000014,2.1387303436225973,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,xgboost,1.0,0.9,1,"within phase, sample weighted",202,0.16628502383090482,0.1837201228703184,1.0,0.8023406982421903,0.8023406982421903,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,xgboost,3.0,0.9,6,"within phase, sample weighted",1212,0.42588494398412924,0.619974497252509,0.6402640264026402,0.8023406982421903,4.068461778848472,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,xgboost,4.0,0.9,34,"within phase, sample weighted",6868,0.3919222792290503,0.5650651668957573,0.6511357018054746,0.8023406982421903,3.6725273989908978,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,xgboost,1.0,0.95,1,"within phase, sample weighted",202,0.16628502383090482,0.1837201228703184,1.0,1.030574035644534,1.030574035644534,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,xgboost,3.0,0.95,6,"within phase, sample weighted",1212,0.42588494398412924,0.619974497252509,0.7491749174917491,1.0305740356445339,6.211516294070187,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,xgboost,4.0,0.95,34,"within phase, sample weighted",6868,0.3919222792290503,0.5650651668957573,0.7220442632498544,1.030574035644534,5.368669156855996,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,attention_lstm,1.0,0.9,1,"within phase, sample weighted",202,0.0868588287051361,0.09939244147323428,1.0,1.3822090148925807,1.3822090148925807,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,attention_lstm,3.0,0.9,6,"within phase, sample weighted",1212,3.299446446510038,3.4730133652200825,0.0,1.3822090148925807,53.54904779616754,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,attention_lstm,4.0,0.9,34,"within phase, sample weighted",6868,2.9008304730916903,3.1645862216283764,0.04353523587652883,1.3822090148925812,45.90760694602649,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,attention_lstm,1.0,0.95,1,"within phase, sample weighted",202,0.0868588287051361,0.09939244147323428,1.0,1.5453124999999943,1.5453124999999943,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,attention_lstm,3.0,0.95,6,"within phase, sample weighted",1212,3.299446446510038,3.4730133652200825,0.0,1.5453124999999943,102.61692036040152,0,0
rico,15,2,44,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,True,attention_lstm,4.0,0.95,34,"within phase, sample weighted",6868,2.9008304730916903,3.1645862216283764,0.05183459522422831,1.5453124999999943,87.48954467862308,0,0
