left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,22285,7429,2021-01-07 23:30:00,2021-06-11 17:30:00,2021-06-11 18:00:00,2021-06-11 18:20:00,2021-08-02 08:20:00,2021-06-11 18:50:00,2021-08-02 08:50:00,0,0,,0,c6214572228b7105c7dea4e41d566dd1cf09604b8891b6ebc67d7e8524ca4ec9,c54f8c56e40f1e77da3bfb234479e93f76be8e566c418b43330f299324becf45
calibration,test,7429,9907,2021-06-11 18:20:00,2021-08-02 08:20:00,2021-08-02 08:50:00,2021-08-02 09:00:00,2021-10-10 04:00:00,2021-08-02 09:30:00,2021-10-10 04:30:00,0,0,,0,c54f8c56e40f1e77da3bfb234479e93f76be8e566c418b43330f299324becf45,ad2c4dfa64198051d63e0f75a601b763d439e079723619c241b5da7304685a8b
inner0_train,inner0_validation,7425,7425,2021-01-07 23:30:00,2021-02-28 12:50:00,2021-02-28 13:20:00,2021-02-28 13:30:00,2021-04-21 02:50:00,2021-02-28 14:00:00,2021-04-21 03:20:00,0,0,,0,ba3d91e4d648dd5cad9dc9cba318b4ebc5089bf0d5eae8592324896b7993fdfa,ef13f61d345758ee259d781dff6593433cbdccd8f68e8db4f85d832256877dd2
inner1_train,inner1_validation,14850,7429,2021-01-07 23:30:00,2021-04-21 02:50:00,2021-04-21 03:20:00,2021-04-21 03:30:00,2021-06-11 17:30:00,2021-04-21 04:00:00,2021-06-11 18:00:00,0,0,,0,77230e2ada2529d6f776317c4aeef64f686e7923171a649511e72effe9d3b628,ace34771e705b08a3656f1d5daf82eefc2986a15f2e92e479da9abedb907430e
