dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,unit,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
bdg2,6,2,44,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6dfe0e0bfd3dc2f5fff2b69f9b2dbbe2d7192a01735568515ad77c163d63c11a,bdg2_h6_f2_s44_persistence,2.5823411000019405,461127680,466292736,420237312,425549824,5165056,1033060352,5552398336,0.05,2.4375
bdg2,6,2,44,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6dfe0e0bfd3dc2f5fff2b69f9b2dbbe2d7192a01735568515ad77c163d63c11a,bdg2_h6_f2_s44_xgboost,4.168626700004097,570032128,575115264,595021824,600764416,5083136,1033060352,5385539584,0.05,3.859375
bdg2,6,2,44,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6dfe0e0bfd3dc2f5fff2b69f9b2dbbe2d7192a01735568515ad77c163d63c11a,bdg2_h6_f2_s44_attention_lstm,4.092893399996683,683077632,690147328,723271680,730595328,7069696,1033060352,5218295808,0.05,3.90625
pleia,1,2,44,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,pleia_h1_f2_s44_persistence,0.9288728999963496,396382208,398819328,351793152,353947648,2437120,1241964544,5453651968,0.05,0.828125
pleia,1,2,44,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,pleia_h1_f2_s44_xgboost,1.3905154999956721,509181952,513429504,531812352,536064000,4247552,1241964544,5475508224,0.05,1.15625
pleia,1,2,44,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,pleia_h1_f2_s44_attention_lstm,1.309404200001154,625586176,629714944,661557248,665817088,4128768,1241964544,5226864640,0.05,1.1875
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,pleia_h3_f2_s44_persistence,0.8273120999947423,395563008,398983168,350937088,354144256,3420160,1244364800,5560348672,0.05,0.734375
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,pleia_h3_f2_s44_xgboost,1.3450404000031995,511463424,517541888,533700608,539860992,6078464,1244364800,5448830976,0.05,1.203125
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,pleia_h3_f2_s44_attention_lstm,1.3760403000051156,607289344,611545088,639209472,643469312,4255744,1244364800,5346013184,0.05,1.25
pleia,6,2,44,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,pleia_h6_f2_s44_persistence,0.8755631000094581,396034048,399368192,351428608,354635776,3334144,1244368896,5530566656,0.05,0.765625
pleia,6,2,44,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,pleia_h6_f2_s44_xgboost,1.4033495000039693,511434752,513560576,533409792,537387008,2125824,1244368896,5385764864,0.05,1.265625
pleia,6,2,44,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,pleia_h6_f2_s44_attention_lstm,1.4053300999948988,628772864,635883520,676495360,682909696,7110656,1244368896,5348753408,0.05,1.265625
pleia_energy,1,2,45,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,pleia_energy_h1_f2_s45_persistence,0.836018600006355,389287936,391680000,343982080,346128384,2392064,405168128,5311217664,0.05,0.765625
pleia_energy,1,2,45,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,pleia_energy_h1_f2_s45_xgboost,1.404144300002372,502960128,508293120,523882496,529252352,5332992,509091840,5230747648,0.05,1.234375
pleia_energy,1,2,45,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,pleia_energy_h1_f2_s45_attention_lstm,1.3239199999952689,618381312,622501888,656715776,660967424,4120576,627871744,5084098560,0.05,1.203125
pleia_energy,3,2,45,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,pleia_energy_h3_f2_s45_persistence,0.8248747999896295,389099520,392433664,344023040,347185152,3334144,408580096,5318672384,0.05,0.75
pleia_energy,3,2,45,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,pleia_energy_h3_f2_s45_xgboost,1.5778442000009818,504836096,506867712,527794176,529960960,2031616,508047360,4982018048,0.05,1.375
pleia_energy,3,2,45,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,pleia_energy_h3_f2_s45_attention_lstm,1.3580669999937527,630034432,638095360,671240192,678453248,8060928,638095360,4961226752,0.05,1.21875
pleia_energy,6,2,45,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,pleia_energy_h6_f2_s45_persistence,0.8582162999955472,388939776,396275712,343883776,351088640,7335936,406851584,4968001536,0.05,0.78125
pleia_energy,6,2,45,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,pleia_energy_h6_f2_s45_xgboost,1.377354700001888,505561088,507703296,527073280,529207296,2142208,511352832,4788727808,0.05,1.234375
pleia_energy,6,2,45,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,pleia_energy_h6_f2_s45_attention_lstm,1.4209618000022601,603205632,609603584,638812160,644972544,6397952,626360320,5193289728,0.05,1.28125
rico,5,2,45,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,rico_h5_f2_s45_persistence,0.6695745000033639,439640064,439799808,393293824,393359360,159744,488042496,5333467136,0.05,0.5625
rico,5,2,45,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,rico_h5_f2_s45_xgboost,1.1788437999930466,552280064,555544576,569298944,572555264,3264512,556318720,5244674048,0.05,1.046875
rico,5,2,45,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,rico_h5_f2_s45_attention_lstm,1.2177922999981092,667496448,672587776,699183104,704294912,5091328,672653312,5181480960,0.05,1.03125
rico,15,2,45,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,rico_h15_f2_s45_persistence,0.6784159999951953,437690368,437891072,390070272,394129408,200704,488902656,5378879488,0.05,0.609375
rico,15,2,45,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,rico_h15_f2_s45_xgboost,1.0930699000018649,550850560,554209280,567042048,570306560,3358720,554942464,5251104768,0.05,0.921875
rico,15,2,45,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,rico_h15_f2_s45_attention_lstm,1.0618754000024637,609538048,612417536,647561216,650645504,2879488,649584640,5349253120,0.05,0.90625
rico,30,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,rico_h30_f2_s45_persistence,0.633591100006015,432951296,433229824,387264512,387350528,278528,482127872,5453033472,0.05,0.53125
rico,30,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,rico_h30_f2_s45_xgboost,1.028271200004383,545202176,545259520,561700864,563572736,57344,550109184,5329596416,0.05,0.84375
rico,30,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,rico_h30_f2_s45_attention_lstm,0.996583100000862,643842048,645947392,678309888,680464384,2105344,649236480,5275987968,0.05,0.84375
rico,60,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,rico_h60_f2_s45_persistence,0.5494106000114698,426553344,426680320,379895808,379961344,126976,472551424,5494673408,0.05,0.46875
rico,60,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,rico_h60_f2_s45_xgboost,0.8499056000000564,538202112,538968064,556261376,557015040,765952,542244864,5389250560,0.05,0.703125
rico,60,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,rico_h60_f2_s45_attention_lstm,0.873000099993078,598740992,602054656,623341568,626548736,3313664,641945600,5305782272,0.05,0.765625
bdg2,1,2,45,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,bdg2_h1_f2_s45_persistence,2.6438253999949666,461094912,466485248,418349056,423886848,5390336,1032065024,5194076160,0.05,2.515625
bdg2,1,2,45,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,bdg2_h1_f2_s45_xgboost,4.270192199997837,570216448,575627264,594296832,599977984,5410816,1032065024,5016588288,0.05,4.0625
bdg2,1,2,45,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,bdg2_h1_f2_s45_attention_lstm,4.350877200005925,671911936,676909056,724254720,729538560,4997120,1032065024,5078609920,0.05,4.140625
bdg2,3,2,45,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,bdg2_h3_f2_s45_persistence,2.657117999988259,460259328,465424384,417849344,423026688,5165056,1031598080,5158817792,0.05,2.546875
bdg2,3,2,45,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,bdg2_h3_f2_s45_xgboost,4.049493500002427,571191296,578957312,596525056,604557312,7766016,1031598080,5060747264,0.05,3.859375
bdg2,3,2,45,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,bdg2_h3_f2_s45_attention_lstm,3.9145678999921074,682971136,690245632,724033536,731156480,7274496,1031598080,4975513600,0.05,3.703125
bdg2,6,2,45,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,bdg2_h6_f2_s45_persistence,2.5484011999942595,462405632,467165184,420737024,425697280,4759552,1032192000,5120495616,0.05,2.359375
bdg2,6,2,45,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,bdg2_h6_f2_s45_xgboost,4.152976299999864,572358656,577957888,596824064,602673152,5599232,1032192000,5042954240,0.05,3.890625
bdg2,6,2,45,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,bdg2_h6_f2_s45_attention_lstm,3.807797700006631,647471104,652738560,692117504,697540608,5267456,1032192000,4865835008,0.05,3.6875
pleia,1,2,45,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,pleia_h1_f2_s45_persistence,0.8235864000016591,394629120,398352384,350363648,353566720,3723264,1244049408,5326438400,0.05,0.703125
pleia,1,2,45,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,pleia_h1_f2_s45_xgboost,1.3226007999910507,510976000,515743744,533757952,538607616,4767744,1244049408,5192278016,0.05,1.21875
pleia,1,2,45,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,pleia_h1_f2_s45_attention_lstm,1.4011484999937238,622841856,628953088,660393984,667602944,6111232,1244049408,5068832768,0.05,1.25
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,pleia_h3_f2_s45_persistence,0.8076861000008648,395563008,398872576,350941184,354144256,3309568,1244217344,5004812288,0.05,0.71875
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,pleia_h3_f2_s45_xgboost,1.3372418000071775,511246336,512331776,534425600,535945216,1085440,1244217344,4920512512,0.05,1.15625
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,pleia_h3_f2_s45_attention_lstm,1.3365925000107381,637194240,642420736,676683776,681996288,5226496,1244217344,5030268928,0.05,1.21875
pleia,6,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,pleia_h6_f2_s45_persistence,0.8280138999980409,395509760,398921728,350793728,358002688,3411968,1244688384,5263056896,0.05,0.703125
pleia,6,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,pleia_h6_f2_s45_xgboost,1.3550011000043014,509628416,510345216,531615744,532750336,716800,1244688384,5149552640,0.05,1.21875
pleia,6,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,pleia_h6_f2_s45_attention_lstm,1.3754085999971721,614371328,621473792,642842624,649256960,7102464,1244688384,4894646272,0.05,1.21875
