dataset,recalibration_strategy,block_start,block_index,n,empirical_coverage,coverage_deviation,mean_interval_width,post_shift
rico,rolling,741,-65,60,1.0,0.050000000000000044,0.5920271316641423,False
rico,rolling,801,-64,60,1.0,0.050000000000000044,0.5915253822283969,False
rico,rolling,861,-63,60,0.9333333333333333,0.016666666666666607,0.4583241063465321,False
rico,rolling,921,-62,60,0.9,0.04999999999999993,0.4409690100170248,False
rico,rolling,981,-61,60,0.9,0.04999999999999993,0.38622367291068205,False
rico,rolling,1041,-60,60,1.0,0.050000000000000044,0.3729374802115764,False
rico,rolling,1101,-59,60,0.9666666666666667,0.01666666666666672,0.371981879222208,False
rico,rolling,1161,-58,60,1.0,0.050000000000000044,0.37082015563505166,False
rico,rolling,1221,-57,60,1.0,0.050000000000000044,0.37082015563505166,False
rico,rolling,1281,-56,60,0.9833333333333333,0.033333333333333326,0.37082015563505166,False
rico,rolling,1341,-55,60,0.9833333333333333,0.033333333333333326,0.37211369743098266,False
rico,rolling,1401,-54,60,1.0,0.050000000000000044,0.3260542369620133,False
rico,rolling,1461,-53,60,1.0,0.050000000000000044,0.3134633622903671,False
