dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,conformal_method,nominal_coverage,boundary_time,n_calibration,n_conformal,n_rule,n_embargoed,requested_fraction,realised_fraction,min_samples,usable,conformal_last_target,rule_first_origin,rule_last_target,reason,selection_partition,conformalized_on,test_first_target,test_last_target,selected_rule
rico,B.RTD3,temperature,degC,0 days 00:01:00,5,5.0,cqr,0.95,2024-05-08 13:32:00,9061,5437,3619,5,0.6,0.6000441452378324,200,True,2024-05-08 13:32:00,2024-05-08 13:33:00,2024-05-11 07:00:00,chronological nested split of the calibration partition,calibration_rule_block,calibration_early_block,2024-05-11 07:20:00,2024-05-18 07:00:00,2-of-3
