dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,model_a,model_b,n,mae_a,mae_b,rmse_a,rmse_b,pct_mae_improvement,pct_rmse_improvement,median_abs_error_difference,mean_abs_error_difference,mean_difference_ci_low,mean_difference_ci_high,win_rate_a
rico,B.RTD3,temperature,degC,0 days 00:01:00,5,5.0,xgboost,persistence,9282,0.09326326480792321,0.12217194570135746,0.1258560508507058,0.21505500065675487,23.662290657218403,41.477273038824976,0.0069953918457024145,-0.028908680893434263,-0.043038205153673494,-0.013710574221184697,0.4681103210514975
rico,B.RTD3,temperature,degC,0 days 00:01:00,5,5.0,attention_lstm,persistence,9072,0.44428280442690304,0.11600529100529099,0.5467110147875794,0.20307382173069574,-282.98494885603054,-169.21786871800475,0.2849287033081058,0.328277513421612,0.29425518415750024,0.3636132234135212,0.12301587301587301
rico,B.RTD3,temperature,degC,0 days 00:01:00,5,5.0,xgboost,attention_lstm,9072,0.09264726870064167,0.44428280442690304,0.12484863291175285,0.5467110147875794,79.14678043410866,77.16368802990701,-0.29576568603515696,-0.35163553572626133,-0.3850526699281874,-0.3202671302673678,0.9046516754850088
rico,B.RTD3,temperature,degC,0 days 00:01:00,15,15.0,xgboost,persistence,8862,0.21983323842993277,0.3495373504852178,0.3199663865733188,0.6014576441242295,37.10736831850257,46.80150968249553,-0.030433559417724965,-0.129704112055285,-0.1727505058091857,-0.08738316393684148,0.5582261340555179
rico,B.RTD3,temperature,degC,0 days 00:01:00,15,15.0,attention_lstm,persistence,8652,0.5194297548691763,0.33055940822931107,0.6761412960623827,0.5629367878296833,-57.1365817876963,-20.10963054469084,0.16654262542724751,0.18887034663986513,0.12902718557839696,0.2501631078602151,0.34338881183541375
rico,B.RTD3,temperature,degC,0 days 00:01:00,15,15.0,xgboost,attention_lstm,8652,0.21785903931545866,0.5194297548691763,0.31694271090440584,0.6761412960623827,58.05803628436174,53.12478135115063,-0.2050251007080064,-0.3015707155537175,-0.3517053612211045,-0.2542642567976724,0.7377484974572354
rico,B.RTD3,temperature,degC,0 days 00:01:00,30,30.0,xgboost,persistence,8232,0.3532899824592879,0.6581389698736638,0.5145127696462712,1.1031032293914644,46.31985057394408,53.35769527842773,-0.12444000244140696,-0.3048489874143758,-0.37905144753968173,-0.23442875589759057,0.6362973760932945
rico,B.RTD3,temperature,degC,0 days 00:01:00,30,30.0,attention_lstm,persistence,8022,0.7510530098748903,0.6211917227624035,0.9453452124515769,1.0274298354711406,-20.905186330397513,7.989316660433834,0.19929714202880966,0.12986128711248687,0.038000794896102245,0.21831780497375727,0.39902767389678384
rico,B.RTD3,temperature,degC,0 days 00:01:00,30,30.0,xgboost,attention_lstm,8022,0.3480197321117384,0.7510530098748903,0.5083284245937907,0.9453452124515769,53.662427613503446,46.22827535398042,-0.23786754608154226,-0.40303327776315173,-0.4674170325397405,-0.3429520855423103,0.7221391174270756
rico,B.RTD3,temperature,degC,0 days 00:01:00,60,60.0,xgboost,persistence,6972,0.61628408440214,1.2028686173264487,0.9040041756395637,1.8901494505716396,48.76546985057092,52.172873136239836,-0.2752216339111335,-0.5865845329243086,-0.7176703603911933,-0.45408992868829445,0.6870338496844521
rico,B.RTD3,temperature,degC,0 days 00:01:00,60,60.0,attention_lstm,persistence,6762,0.9238169242206742,1.1391748003549247,1.1648792092327929,1.7630113753832812,18.904726128698858,33.926733230547285,-0.02052173614502273,-0.21535787613425014,-0.36826320954661,-0.07963219815476764,0.5144927536231884
rico,B.RTD3,temperature,degC,0 days 00:01:00,60,60.0,xgboost,attention_lstm,6762,0.6070444820971574,0.9238169242206742,0.8935269276466674,1.1648792092327929,34.28952575108362,23.294456578450067,-0.22862720489501953,-0.31677244212351696,-0.4016461416667328,-0.22763650101904553,0.6262939958592133
