strategy,update_every,window,replay_coverage,replay_coverage_deviation,replay_mean_width
rolling,15,500.0,0.9332744144940345,0.01672558550596548,0.3749824888689961
rolling,30,500.0,0.9299602297834733,0.020039770216526698,0.3746411706403664
rolling,60,500.0,0.9242156429518339,0.025784357048166062,0.375419347942324
periodic,60,,0.983429076447194,0.03342907644719406,0.5765099617839718
periodic,15,,0.9836500220945648,0.0336500220945648,0.5760929928698033
periodic,30,,0.9836500220945648,0.0336500220945648,0.5762685686616041
rolling,15,200.0,0.9072028281042863,0.04279717189571364,0.3609604899368482
rolling,30,200.0,0.9003535130357931,0.049646486964206815,0.36296013138864935
rolling,60,200.0,0.8908528501988511,0.05914714980114888,0.3591399168215428
