model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09511919999931706,433614848,433692672,387538944,387588096,77824,483778560,5193863168,0.05,0.109375
persistence,tuning,False,0.0005698999957530759,428003328,428044288,382554112,382603264,40960,482242560,4490838016,0.05,0.0
persistence,final_fit,False,0.0005384999967645854,428044288,428044288,382603264,382603264,0,482242560,4490838016,0.05,0.0
persistence,calibration,False,0.0028848000001744367,428027904,428138496,382570496,382619648,110592,482242560,4490760192,0.05,0.0
persistence,inference,False,0.004305299997213297,428138496,428179456,382619648,382619648,40960,482242560,4490760192,0.05,0.015625
persistence,artifact_serialization,False,0.0007999000008567236,428290048,428306432,382853120,382885888,16384,482242560,4490698752,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.6939436999964528,435376128,538730496,389124096,557326336,103354368,538730496,5085925376,0.05,0.671875
xgboost,tuning,False,3.2230259999996633,433766400,542892032,386514944,559038464,109125632,544952320,4371849216,0.05,3.125
xgboost,final_fit,False,1.2021987000043737,539041792,546684928,555892736,562855936,7643136,547700736,4321042432,0.05,1.1875
xgboost,calibration,False,0.07050300000264542,540774400,540782592,556933120,556949504,8192,547700736,4346109952,0.05,0.078125
xgboost,inference,False,0.13492669999686768,540778496,540782592,556933120,556949504,4096,547700736,4348416000,0.05,0.140625
xgboost,artifact_serialization,False,0.005654199994751252,540798976,541880320,556924928,558338048,1081344,547700736,4347854848,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6660655000014231,539291648,559394816,557301760,603107328,20103168,560394240,5072785408,0.05,0.671875
attention_lstm,tuning,False,66.42844630000036,535252992,647020544,553463808,679198720,111767552,648224768,4255801344,0.05,64.390625
attention_lstm,final_fit,False,30.212644800005364,635916288,647385088,667136000,678215680,11468800,648912896,4761034752,0.05,29.71875
attention_lstm,calibration,False,0.17561690000002272,642318336,643047424,673423360,674095104,729088,648912896,4761010176,0.05,0.171875
attention_lstm,inference,False,0.3270182999985991,643047424,644247552,674078720,675233792,1200128,648912896,4761022464,0.05,0.328125
attention_lstm,artifact_serialization,False,0.004761399999551941,644476928,644911104,676130816,676466688,434176,648912896,4760903680,0.05,0.015625
