model,mae,rmse,n,negative_predictions,verified
persistence,0.38969610016955786,0.5994280130858491,7667,0,True
xgboost,0.6456994589201953,0.9054184288208361,7667,0,True
attention_lstm,2.647748233262293,3.094275563720874,7667,0,True
