left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,22289,7430,2021-01-08 00:00:00,2021-06-11 18:40:00,2021-06-11 18:50:00,2021-06-11 19:00:00,2021-08-02 09:10:00,2021-06-11 19:10:00,2021-08-02 09:20:00,0,0,,0,ff6e33ad4a60fdac3c9f2c0cbbf9cfac7829dad9dce22d5a71f465cb848d0d8d,86657dcb0f77fbc9623945440c7506f715c60eb35a0730800cf21dfcbcbe1c03
calibration,test,7430,9907,2021-06-11 19:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,86657dcb0f77fbc9623945440c7506f715c60eb35a0730800cf21dfcbcbe1c03,c8e3a1cedc00a08cc2d4b24cfd948e6f75432fbd0b28b80c87c5d7a3c856a903
inner0_train,inner0_validation,7428,7429,2021-01-08 00:00:00,2021-02-28 13:50:00,2021-02-28 14:00:00,2021-02-28 14:10:00,2021-04-21 04:10:00,2021-02-28 14:20:00,2021-04-21 04:20:00,0,0,,0,af9d5714eecdb60cf0d041c044da9a04ffe908adcdd1469b577bf490d975e06f,26dba0d6ea83921f9068baea499b50aed5577c87e758b82f0809f4eb95080070
inner1_train,inner1_validation,14857,7430,2021-01-08 00:00:00,2021-04-21 04:10:00,2021-04-21 04:20:00,2021-04-21 04:30:00,2021-06-11 18:40:00,2021-04-21 04:40:00,2021-06-11 18:50:00,0,0,,0,12971e13be9146d3092b22ad43ed538c6e5b74f2040b10a49385a3b1c73df149,40c000db18fbd1f504af0f4acd69a9e3b981b52d1c1d8e60423f4079ea20bb70
