model,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
xgboost,bdg2_h1_f2_s42_xgboost,tuning,0,0.0,17103,5c56c954fd3f3a9747e8413382b1161e5f7ad99d76d9d154405ab3eaa0faebc4,3c0936a356ee8bb74ce6d1e2a037c8931084d233b07f53aa333117a4ffaef2e5,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,0.9143604999990202,454307840,560861184,411336704,583962624,106553344,1031729152,3885195264,0.05,0.90625
xgboost,bdg2_h1_f2_s42_xgboost,tuning,0,1.0,34328,39ac9c97f0c37809e63456ce2409be3d45adc39f4025ddad1bc265f8107064eb,6bccb9e694348270a0d25c226c0a11e3053b73cf470ca0c57ba8771e95455c13,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,1.4794171999965329,557346816,568598528,580263936,590643200,11251712,1031729152,3863810048,0.05,1.359375
xgboost,bdg2_h1_f2_s42_xgboost,tuning,1,0.0,17103,5c56c954fd3f3a9747e8413382b1161e5f7ad99d76d9d154405ab3eaa0faebc4,3c0936a356ee8bb74ce6d1e2a037c8931084d233b07f53aa333117a4ffaef2e5,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,1.179358900000807,553652224,564150272,576839680,587255808,10498048,1031729152,3860598784,0.05,1.171875
xgboost,bdg2_h1_f2_s42_xgboost,tuning,1,1.0,34328,39ac9c97f0c37809e63456ce2409be3d45adc39f4025ddad1bc265f8107064eb,6bccb9e694348270a0d25c226c0a11e3053b73cf470ca0c57ba8771e95455c13,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,1.8802969000025769,560197632,573202432,582803456,595382272,13004800,1031729152,3831197696,0.05,1.84375
xgboost,bdg2_h1_f2_s42_xgboost,final_fit,1,,51664,1c9ce420025ecb3699d17d8a233e3fd2fd4462ce110c78865288b9aaeb71ce19,,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,xgboost.sklearn.XGBRegressor,2.6993507999941357,565673984,582901760,587001856,604405760,17227776,1031729152,3853070336,0.05,2.5625
attention_lstm,bdg2_h1_f2_s42_attention_lstm,tuning,0,0.0,17103,5c56c954fd3f3a9747e8413382b1161e5f7ad99d76d9d154405ab3eaa0faebc4,3c0936a356ee8bb74ce6d1e2a037c8931084d233b07f53aa333117a4ffaef2e5,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,100.62778710000566,564772864,672313344,588292096,711217152,107540480,1031729152,2415132672,0.05,97.78125
attention_lstm,bdg2_h1_f2_s42_attention_lstm,tuning,0,1.0,34328,39ac9c97f0c37809e63456ce2409be3d45adc39f4025ddad1bc265f8107064eb,6bccb9e694348270a0d25c226c0a11e3053b73cf470ca0c57ba8771e95455c13,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,175.51425390000077,638132224,677986304,669523968,716480512,39854080,1031729152,3435712512,0.05,170.828125
attention_lstm,bdg2_h1_f2_s42_attention_lstm,tuning,1,0.0,17103,5c56c954fd3f3a9747e8413382b1161e5f7ad99d76d9d154405ab3eaa0faebc4,3c0936a356ee8bb74ce6d1e2a037c8931084d233b07f53aa333117a4ffaef2e5,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,99.77953420000267,674222080,679817216,712171520,719532032,5595136,1031729152,3658186752,0.05,97.0625
attention_lstm,bdg2_h1_f2_s42_attention_lstm,tuning,1,1.0,34328,39ac9c97f0c37809e63456ce2409be3d45adc39f4025ddad1bc265f8107064eb,6bccb9e694348270a0d25c226c0a11e3053b73cf470ca0c57ba8771e95455c13,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,src.attention_lstm.AttentionLSTM,234.63288209999882,644734976,681598976,678592512,719417344,36864000,1031729152,2694578176,0.05,223.984375
attention_lstm,bdg2_h1_f2_s42_attention_lstm,final_fit,0,,51664,1c9ce420025ecb3699d17d8a233e3fd2fd4462ce110c78865288b9aaeb71ce19,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,29.0,src.attention_lstm.AttentionLSTM,901.518167000002,639758336,681975808,668585984,721858560,42217472,1031729152,1687752704,0.05,786.21875
