model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,17370,34640,15634,57.90300000000036,0.894919168591224,115.80600000000072,207.41386443418008,11064,True
persistence,0.95,17370,34640,16503,82.69999999999999,0.9467667436489607,165.40000000000003,273.690915473441,12241,True
xgboost,0.9,17370,34640,15634,46.79399255371095,0.9037528868360277,93.5879851074219,172.1690876859106,10152,True
xgboost,0.95,17370,34640,16503,67.92203674316406,0.9478348729792148,135.84407348632817,232.59199136116771,11622,True
attention_lstm,0.9,17370,34640,15634,49.30093554687471,0.9025692840646651,98.60187109374942,176.57696628155787,10565,True
attention_lstm,0.95,17370,34640,16503,70.5193984375,0.9496247113163973,141.03879687500006,236.97746255500203,12156,True
