model,mae,rmse,n,negative_predictions,verified
persistence,0.20938179183772038,0.33076021266260025,8282,0,True
xgboost,0.4244604439586869,0.6166621338996906,8282,0,True
attention_lstm,2.382613208966968,2.86615015691731,8282,0,True
