model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,4242,8282,3819,0.5,0.9153586090316349,1.0,1.658295097802463,0,True
persistence,0.95,4242,8282,4031,0.8000000000000007,0.9629316590195605,1.6000000000000014,2.1462448683892776,0,True
xgboost,0.9,4242,8282,3819,0.3771301269531264,0.6016662641873943,0.7542602539062528,4.460707377120791,0,True
xgboost,0.95,4242,8282,4031,0.7639049530029283,0.8117604443371167,1.5278099060058565,4.6402000202472875,0,True
attention_lstm,0.9,4242,8282,3819,0.6933124542236335,0.15225790871770103,1.386624908447267,36.229294898653336,0,True
attention_lstm,0.95,4242,8282,4031,0.7761810302734382,0.17797633421878772,1.5523620605468764,68.46653170554534,0,True
