stage,category,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
context_62a6552a4e3ec81538e8_v37,context_replay,0.5956201999943005,484143104,484241408,445894656,445960192,98304,485343232,4028489728,0.05,0.59375
context_62a6552a4e3ec81538e8_v38,context_replay,0.7465942999988329,484208640,485548032,445894656,447000576,1339392,485609472,4012163072,0.05,0.734375
context_62a6552a4e3ec81538e8_v39,context_replay,0.6793992000020808,484474880,485306368,445894656,447000576,831488,485609472,4009828352,0.05,0.671875
context_62a6552a4e3ec81538e8_v4,context_replay,0.00245800000266172,481968128,481984512,443813888,443846656,16384,484126720,4054470656,0.05,0.0
context_62a6552a4e3ec81538e8_v40,context_replay,0.6774198000057368,484474880,485564416,445894656,447016960,1089536,485609472,4011175936,0.05,0.671875
context_62a6552a4e3ec81538e8_v41,context_replay,0.6011711000028299,484474880,485564416,445894656,447016960,1089536,485609472,3982868480,0.05,0.59375
context_62a6552a4e3ec81538e8_v42,context_replay,0.7141611000115518,484474880,485621760,445894656,447008768,1146880,485675008,3982495744,0.05,0.703125
context_62a6552a4e3ec81538e8_v5,context_replay,0.6594696999964071,481968128,483045376,443813888,444923904,1077248,484126720,4040388608,0.05,0.65625
context_62a6552a4e3ec81538e8_v6,context_replay,0.6430374999908963,481968128,481992704,443813888,443875328,24576,484126720,4052709376,0.05,0.625
context_62a6552a4e3ec81538e8_v7,context_replay,0.7007033999980194,481972224,483176448,444080128,445186048,1204224,484126720,4048375808,0.05,0.6875
context_62a6552a4e3ec81538e8_v8,context_replay,0.003364300006069243,482234368,482250752,444080128,444112896,16384,484126720,4051898368,0.05,0.0
context_62a6552a4e3ec81538e8_v9,context_replay,0.6334165000007488,482234368,482840576,444080128,445186048,606208,484126720,4035031040,0.05,0.625
context_6649fc8f63cd7ad1e020_v0,context_replay,0.7798915000021225,513544192,514621440,477843456,478953472,1077248,514678784,3628978176,0.05,0.75
context_6649fc8f63cd7ad1e020_v1,context_replay,0.0025286000018240884,513548288,513564672,477843456,477876224,16384,514678784,3634270208,0.05,0.0
context_6649fc8f63cd7ad1e020_v10,context_replay,0.002589700001408346,514301952,514318336,478380032,478412800,16384,515432448,3612516352,0.05,0.0
context_6649fc8f63cd7ad1e020_v11,context_replay,0.6972687999950722,514301952,514965504,478380032,479485952,663552,515444736,3596333056,0.05,0.703125
context_6649fc8f63cd7ad1e020_v12,context_replay,0.003301300006569363,514310144,514326528,478380032,478412800,16384,515444736,3596435456,0.05,0.0
context_6649fc8f63cd7ad1e020_v13,context_replay,0.7042859000066528,514310144,515203072,478380032,479485952,892928,515448832,3598295040,0.05,0.671875
context_6649fc8f63cd7ad1e020_v14,context_replay,0.003940299997339025,514318336,514318336,478646272,478646272,0,515448832,3599306752,0.05,0.0
context_6649fc8f63cd7ad1e020_v15,context_replay,0.6785517999960575,514318336,514621440,478646272,478715904,303104,515719168,3587211264,0.05,0.671875
context_6649fc8f63cd7ad1e020_v16,context_replay,0.002410600005532615,514584576,514600960,478646272,478679040,16384,515719168,3589488640,0.05,0.0
context_6649fc8f63cd7ad1e020_v17,context_replay,0.7955059999949299,514588672,515084288,478646272,479764480,495616,515788800,3577659392,0.05,0.78125
context_6649fc8f63cd7ad1e020_v18,context_replay,0.002992699999595061,514654208,514670592,478646272,478679040,16384,515788800,3603218432,0.05,0.0
context_6649fc8f63cd7ad1e020_v19,context_replay,0.6694192000140902,514662400,515317760,478912512,480030720,655360,516124672,3582459904,0.05,0.671875
context_6649fc8f63cd7ad1e020_v2,context_replay,0.6816722999938065,513548288,514265088,477843456,478949376,716800,514744320,3633795072,0.05,0.671875
context_6649fc8f63cd7ad1e020_v20,context_replay,0.0030032999929971993,514994176,515010560,478912512,478945280,16384,516124672,3569729536,0.05,0.0
context_6649fc8f63cd7ad1e020_v21,context_replay,0.6992017000011401,514994176,515584000,478912512,480063488,589824,516128768,3573841920,0.05,0.625
context_6649fc8f63cd7ad1e020_v22,context_replay,0.002882500004488975,514998272,515014656,478912512,478945280,16384,516128768,3583815680,0.05,0.0
context_6649fc8f63cd7ad1e020_v23,context_replay,0.8173267999954987,514998272,515395584,478912512,480034816,397312,516198400,3570950144,0.05,0.796875
context_6649fc8f63cd7ad1e020_v24,context_replay,0.0025745000020833686,515063808,515080192,478912512,478945280,16384,516198400,3570610176,0.05,0.0
context_6649fc8f63cd7ad1e020_v25,context_replay,0.6511080999916885,515063808,516005888,478912512,480022528,942080,516198400,3589279744,0.05,0.65625
context_6649fc8f63cd7ad1e020_v26,context_replay,0.75717650000297,515067904,516435968,479178752,480284672,1368064,516497408,3592085504,0.05,0.75
context_6649fc8f63cd7ad1e020_v27,context_replay,0.6460431999876164,515362816,516468736,479178752,480284672,1105920,516530176,3586457600,0.05,0.640625
context_6649fc8f63cd7ad1e020_v28,context_replay,0.6642444000026444,515395584,515731456,479178752,480292864,335872,516530176,3598532608,0.05,0.625
context_6649fc8f63cd7ad1e020_v29,context_replay,0.6778250000061234,515395584,516431872,479178752,480288768,1036288,516530176,3600977920,0.05,0.671875
context_6649fc8f63cd7ad1e020_v3,context_replay,0.6964031000097748,513622016,514256896,478113792,479240192,634880,515018752,3631079424,0.05,0.65625
context_6649fc8f63cd7ad1e020_v30,context_replay,0.6423375000013039,515395584,516509696,479178752,480292864,1114112,516591616,3583451136,0.05,0.625
context_6649fc8f63cd7ad1e020_v31,context_replay,0.6543368000129703,515465216,516644864,479444992,480563200,1179648,516861952,3600642048,0.05,0.625
context_6649fc8f63cd7ad1e020_v32,context_replay,0.6997495999967214,515727360,516562944,479444992,480567296,835584,516861952,3597078528,0.05,0.6875
context_6649fc8f63cd7ad1e020_v33,context_replay,0.7905243999994127,515727360,515756032,479444992,480546816,28672,516870144,3593097216,0.05,0.765625
context_6649fc8f63cd7ad1e020_v34,context_replay,0.71601780000492,515735552,516042752,480497664,481599488,307200,516894720,3602419712,0.05,0.6875
context_6649fc8f63cd7ad1e020_v35,context_replay,0.6738985999982106,515760128,516280320,480497664,481599488,520192,516898816,3590684672,0.05,0.640625
context_6649fc8f63cd7ad1e020_v36,context_replay,0.6996190999925602,515768320,516456448,480763904,481890304,688128,517259264,3599183872,0.05,0.6875
context_6649fc8f63cd7ad1e020_v37,context_replay,0.6905288999987533,516124672,516149248,480763904,480817152,24576,517259264,3601395712,0.05,0.671875
context_6649fc8f63cd7ad1e020_v38,context_replay,0.6684309999982361,516124672,516898816,480763904,481865728,774144,517259264,3555524608,0.05,0.65625
context_6649fc8f63cd7ad1e020_v39,context_replay,0.649070399987977,516124672,516362240,480763904,481886208,237568,517259264,3560632320,0.05,0.640625
context_6649fc8f63cd7ad1e020_v4,context_replay,0.0023695999989286065,513888256,513904640,478113792,478146560,16384,515018752,3651260416,0.05,0.0
context_6649fc8f63cd7ad1e020_v40,context_replay,0.66568270001153,516124672,516481024,480763904,481873920,356352,517324800,3572723712,0.05,0.578125
context_6649fc8f63cd7ad1e020_v41,context_replay,0.6685504000051878,516190208,516550656,480763904,481873920,360448,517324800,3552600064,0.05,0.671875
context_6649fc8f63cd7ad1e020_v42,context_replay,0.7346819000085816,516190208,516444160,480763904,481869824,253952,517390336,3570057216,0.05,0.71875
context_6649fc8f63cd7ad1e020_v5,context_replay,0.7079531000053976,513888256,513982464,478113792,478175232,94208,515092480,3610923008,0.05,0.6875
context_6649fc8f63cd7ad1e020_v6,context_replay,0.7311320000007981,513957888,513978368,478113792,478162944,20480,515092480,3600982016,0.05,0.71875
context_6649fc8f63cd7ad1e020_v7,context_replay,0.6506438000069465,513961984,513998848,478113792,478183424,36864,515096576,3598635008,0.05,0.609375
context_6649fc8f63cd7ad1e020_v8,context_replay,0.0036509000055957586,513970176,513970176,478380032,478380032,0,515096576,3595165696,0.05,0.015625
context_6649fc8f63cd7ad1e020_v9,context_replay,0.6709182000049623,513970176,515371008,478380032,479485952,1400832,515432448,3607724032,0.05,0.609375
context_67ecd3ed806c4bbb9aa5_v0,context_replay,0.6185960000002524,419672064,420769792,379416576,381587456,1097728,420810752,2256027648,0.05,0.609375
context_67ecd3ed806c4bbb9aa5_v1,context_replay,0.0032119999959832057,419676160,419692544,380465152,380497920,16384,420810752,2290319360,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v10,context_replay,0.0031286000012187287,420274176,420290560,380997632,381030400,16384,421408768,2298142720,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v11,context_replay,0.6298881999973673,420274176,420294656,380997632,381046784,20480,421408768,2291081216,0.05,0.59375
context_67ecd3ed806c4bbb9aa5_v12,context_replay,0.0035134000063408166,420274176,420290560,380997632,381030400,16384,421408768,2296860672,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v13,context_replay,0.5982679999870015,420274176,420864000,380997632,382099456,589824,421474304,2286673920,0.05,0.578125
context_67ecd3ed806c4bbb9aa5_v14,context_replay,0.002916099998401478,420339712,420356096,380997632,381030400,16384,421474304,2299080704,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v15,context_replay,0.7143712999968557,420347904,420962304,381263872,382373888,614400,421744640,2252603392,0.05,0.6875
context_67ecd3ed806c4bbb9aa5_v16,context_replay,0.0030809000018052757,420610048,420626432,381263872,381296640,16384,421744640,2243555328,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v17,context_replay,0.5933613000088371,420610048,421220352,381263872,382373888,610304,421810176,2240647168,0.05,0.59375
context_67ecd3ed806c4bbb9aa5_v18,context_replay,0.0026169999910052866,420675584,420691968,381263872,381296640,16384,421810176,2230980608,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v19,context_replay,0.6893320999952266,420675584,420708352,381263872,381325312,32768,421810176,2239995904,0.05,0.671875
context_67ecd3ed806c4bbb9aa5_v2,context_replay,0.0028072999994037673,419676160,419692544,380465152,380497920,16384,420810752,2290954240,0.05,0.015625
context_67ecd3ed806c4bbb9aa5_v20,context_replay,0.0027695000026142225,420683776,420700160,381534208,381566976,16384,421810176,2241343488,0.05,0.015625
context_67ecd3ed806c4bbb9aa5_v21,context_replay,0.65801189999911,420683776,422121472,381534208,383008768,1437696,422182912,2213171200,0.05,0.625
context_67ecd3ed806c4bbb9aa5_v22,context_replay,0.004305700000259094,421048320,421064704,381906944,381939712,16384,422182912,2232659968,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v23,context_replay,0.6622002999938559,421048320,421470208,381906944,383016960,421888,422248448,2236506112,0.05,0.65625
context_67ecd3ed806c4bbb9aa5_v24,context_replay,0.0027847000019392,421117952,421134336,381906944,381939712,16384,422248448,2243096576,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v25,context_replay,0.5953461000026437,421117952,422199296,381906944,383016960,1081344,422252544,2242056192,0.05,0.578125
context_67ecd3ed806c4bbb9aa5_v26,context_replay,0.6519763999967836,421117952,422252544,381906944,383008768,1134592,422580224,2212614144,0.05,0.640625
context_67ecd3ed806c4bbb9aa5_v27,context_replay,0.6381258000037633,421445632,422518784,381906944,383012864,1073152,422580224,2234920960,0.05,0.640625
context_67ecd3ed806c4bbb9aa5_v28,context_replay,0.6060797999962233,421445632,421478400,381906944,381968384,32768,422580224,2229637120,0.05,0.546875
context_67ecd3ed806c4bbb9aa5_v29,context_replay,0.6253895999980159,421462016,421482496,381939712,381988864,20480,422596608,2232078336,0.05,0.609375
context_67ecd3ed806c4bbb9aa5_v3,context_replay,0.003588200008380227,419680256,419680256,380731392,380731392,0,420810752,2290700288,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v30,context_replay,0.5869192999962252,421462016,422440960,381939712,383062016,978944,422662144,2267807744,0.05,0.578125
context_67ecd3ed806c4bbb9aa5_v31,context_replay,0.7354708999919239,421527552,422219776,381939712,383049728,692224,422662144,2235809792,0.05,0.703125
context_67ecd3ed806c4bbb9aa5_v32,context_replay,0.585786099996767,421531648,422289408,382210048,383705088,757760,422932480,2254213120,0.05,0.546875
context_67ecd3ed806c4bbb9aa5_v33,context_replay,0.6296731000038562,421797888,422850560,382582784,383692800,1052672,422932480,2243387392,0.05,0.59375
context_67ecd3ed806c4bbb9aa5_v34,context_replay,0.6622547000006307,421797888,422944768,382582784,383692800,1146880,422998016,2238439424,0.05,0.65625
context_67ecd3ed806c4bbb9aa5_v35,context_replay,0.6543137999979081,421863424,422723584,382582784,383684608,860160,422998016,2240593920,0.05,0.640625
context_67ecd3ed806c4bbb9aa5_v36,context_replay,0.744928499989328,421863424,422891520,382582784,383692800,1028096,422998016,2200981504,0.05,0.71875
context_67ecd3ed806c4bbb9aa5_v37,context_replay,0.636016100004781,421863424,423219200,382582784,383700992,1355776,423264256,2235482112,0.05,0.625
context_67ecd3ed806c4bbb9aa5_v38,context_replay,0.5733727000042563,422129664,422150144,382582784,382631936,20480,423264256,2231988224,0.05,0.5625
context_67ecd3ed806c4bbb9aa5_v39,context_replay,0.6221996000094805,422129664,422653952,382582784,383692800,524288,423329792,2209079296,0.05,0.578125
context_67ecd3ed806c4bbb9aa5_v4,context_replay,0.7030711000115843,419680256,421015552,380731392,381833216,1335296,421076992,2283995136,0.05,0.703125
context_67ecd3ed806c4bbb9aa5_v40,context_replay,0.6669789000006858,422273024,423231488,383082496,384184320,958464,423407616,2225795072,0.05,0.65625
context_67ecd3ed806c4bbb9aa5_v41,context_replay,0.6025616999977501,422277120,422727680,383082496,384184320,450560,423411712,2232451072,0.05,0.59375
context_67ecd3ed806c4bbb9aa5_v42,context_replay,0.6059591000084765,422277120,422834176,383082496,384184320,557056,423411712,2205339648,0.05,0.59375
context_67ecd3ed806c4bbb9aa5_v5,context_replay,0.6103886000055354,419942400,420630528,380731392,381833216,688128,421076992,2268758016,0.05,0.578125
context_67ecd3ed806c4bbb9aa5_v6,context_replay,0.6396501000126591,419942400,420593664,380731392,381841408,651264,421076992,2301059072,0.05,0.609375
context_67ecd3ed806c4bbb9aa5_v7,context_replay,0.6571882999996888,419946496,420392960,380731392,381833216,446464,421126144,2283802624,0.05,0.640625
context_67ecd3ed806c4bbb9aa5_v8,context_replay,0.0036118999996688217,419991552,420007936,380731392,380764160,16384,421126144,2312437760,0.05,0.0
context_67ecd3ed806c4bbb9aa5_v9,context_replay,0.6263503000081982,419995648,420982784,380997632,382115840,987136,421408768,2268721152,0.05,0.625
context_72af2c98653f8e58a9d6_v0,context_replay,0.6226579999929527,445452288,446132224,406781952,407883776,679936,446865408,4180635648,0.05,0.59375
context_72af2c98653f8e58a9d6_v1,context_replay,0.002671900001587346,445730816,445747200,406781952,406814720,16384,446865408,4194775040,0.05,0.0
context_72af2c98653f8e58a9d6_v10,context_replay,0.002617100006318651,446058496,446074880,407048192,407080960,16384,447193088,4300042240,0.05,0.0
context_72af2c98653f8e58a9d6_v11,context_replay,0.6350059999967925,446058496,446476288,407048192,408150016,417792,447258624,4277280768,0.05,0.625
context_72af2c98653f8e58a9d6_v12,context_replay,0.002864499998395331,446435328,446451712,407760896,407793664,16384,447258624,4309712896,0.05,0.0
context_72af2c98653f8e58a9d6_v13,context_replay,0.6415721999946982,446672896,446763008,407760896,407810048,90112,447877120,4293685248,0.05,0.640625
context_72af2c98653f8e58a9d6_v14,context_replay,0.002156899994588457,446746624,446763008,407760896,407793664,16384,447877120,4311875584,0.05,0.0
context_72af2c98653f8e58a9d6_v15,context_replay,0.6102644000056898,446746624,447397888,407760896,408875008,651264,447881216,4305514496,0.05,0.578125
context_72af2c98653f8e58a9d6_v16,context_replay,0.002949300003820099,446746624,446763008,407760896,407793664,16384,447881216,4312215552,0.05,0.0
context_72af2c98653f8e58a9d6_v17,context_replay,0.6814444000046933,446746624,446787584,407760896,407830528,40960,447881216,4301836288,0.05,0.640625
context_72af2c98653f8e58a9d6_v18,context_replay,0.002475899993441999,446771200,446787584,407760896,407793664,16384,447881216,4305096704,0.05,0.0
context_72af2c98653f8e58a9d6_v19,context_replay,0.6729866999958176,446771200,448131072,407760896,409251840,1359872,448262144,4293898240,0.05,0.59375
context_72af2c98653f8e58a9d6_v2,context_replay,0.6303047999972478,445730816,445804544,406781952,406884352,73728,446865408,4177563648,0.05,0.609375
context_72af2c98653f8e58a9d6_v20,context_replay,0.0024320999946212396,447127552,447143936,408137728,408170496,16384,448262144,4299771904,0.05,0.0
context_72af2c98653f8e58a9d6_v21,context_replay,0.6624835999973584,447127552,447148032,408137728,408186880,20480,448262144,4293959680,0.05,0.625
context_72af2c98653f8e58a9d6_v22,context_replay,0.0031433999974979088,447127552,447143936,408137728,408170496,16384,448262144,4298440704,0.05,0.0
context_72af2c98653f8e58a9d6_v23,context_replay,0.6486489999952028,447127552,448188416,408137728,409255936,1060864,448262144,4308963328,0.05,0.625
context_72af2c98653f8e58a9d6_v24,context_replay,0.003050300001632422,447123456,447139840,408137728,408170496,16384,448262144,4328960000,0.05,0.0
context_72af2c98653f8e58a9d6_v25,context_replay,0.6243358999927295,447123456,447209472,408137728,408186880,86016,448323584,4290617344,0.05,0.609375
context_72af2c98653f8e58a9d6_v26,context_replay,0.6295840999955544,447188992,448262144,408137728,409239552,1073152,448323584,4322603008,0.05,0.59375
context_72af2c98653f8e58a9d6_v27,context_replay,0.6099533999949927,447188992,448077824,408137728,409272320,888832,448323584,4289945600,0.05,0.59375
context_72af2c98653f8e58a9d6_v28,context_replay,0.6038902000000235,447188992,447758336,408137728,409251840,569344,448323584,4279255040,0.05,0.578125
context_72af2c98653f8e58a9d6_v29,context_replay,0.669126699998742,447205376,447746048,408137728,409612288,540672,448589824,4241989632,0.05,0.640625
context_72af2c98653f8e58a9d6_v3,context_replay,0.7131040000094799,445730816,446885888,406781952,407900160,1155072,446930944,4211109888,0.05,0.71875
context_72af2c98653f8e58a9d6_v30,context_replay,0.6036535000021104,447455232,447488000,408510464,408571904,32768,448589824,4245602304,0.05,0.59375
context_72af2c98653f8e58a9d6_v31,context_replay,0.6919405000080587,447455232,448528384,408510464,409612288,1073152,448589824,4239900672,0.05,0.6875
context_72af2c98653f8e58a9d6_v32,context_replay,0.6666889000043739,447455232,447475712,408510464,408559616,20480,448589824,4238680064,0.05,0.640625
context_72af2c98653f8e58a9d6_v33,context_replay,0.6340894000022672,447455232,448278528,408510464,409612288,823296,448589824,4238610432,0.05,0.59375
context_72af2c98653f8e58a9d6_v34,context_replay,0.6397008000058122,447455232,447549440,408510464,408567808,94208,448655360,4210089984,0.05,0.625
context_72af2c98653f8e58a9d6_v35,context_replay,0.7286663999984739,447520768,447823872,408510464,408948736,303104,448921600,4218728448,0.05,0.703125
context_72af2c98653f8e58a9d6_v36,context_replay,0.6273933999909787,447787008,447807488,408883200,408932352,20480,448921600,4227682304,0.05,0.59375
context_72af2c98653f8e58a9d6_v37,context_replay,0.6442734000011114,447787008,448573440,408883200,409997312,786432,448987136,4240855040,0.05,0.625
context_72af2c98653f8e58a9d6_v38,context_replay,0.6215176999976393,447852544,448278528,408883200,409985024,425984,448987136,4230463488,0.05,0.578125
context_72af2c98653f8e58a9d6_v39,context_replay,0.6768398999993224,447852544,448925696,408883200,409985024,1073152,448987136,4232613888,0.05,0.640625
context_72af2c98653f8e58a9d6_v4,context_replay,0.6038234000006923,445796352,445980672,406781952,407891968,184320,446930944,4211212288,0.05,0.59375
context_72af2c98653f8e58a9d6_v40,context_replay,0.7478164000058314,447852544,447889408,408883200,408948736,36864,448987136,4194607104,0.05,0.703125
context_72af2c98653f8e58a9d6_v41,context_replay,0.6383012000005692,447852544,448139264,408883200,408932352,286720,449253376,4214083584,0.05,0.578125
context_72af2c98653f8e58a9d6_v42,context_replay,0.6535540999902878,448118784,449200128,408883200,409993216,1081344,449253376,4219219968,0.05,0.640625
context_72af2c98653f8e58a9d6_v5,context_replay,0.6038732999877539,445796352,445816832,406781952,406831104,20480,446930944,4197896192,0.05,0.609375
context_72af2c98653f8e58a9d6_v6,context_replay,0.6561083000124199,445796352,445816832,406781952,406831104,20480,446930944,4204675072,0.05,0.609375
context_72af2c98653f8e58a9d6_v7,context_replay,0.6434191000007559,445800448,446087168,407048192,407105536,286720,447193088,4276973568,0.05,0.609375
context_72af2c98653f8e58a9d6_v8,context_replay,0.002791799997794442,446058496,446074880,407048192,407080960,16384,447193088,4313985024,0.05,0.0
context_72af2c98653f8e58a9d6_v9,context_replay,0.0021927000052528456,446058496,446074880,407048192,407080960,16384,447193088,4308332544,0.05,0.0
context_733628b77f4eb544501a_v0,context_replay,0.6395494999887887,453386240,453640192,414146560,415256576,253952,454520832,4189392896,0.05,0.625
context_733628b77f4eb544501a_v1,context_replay,0.6593914999975823,453386240,454459392,414146560,415248384,1073152,454520832,4197437440,0.05,0.65625
context_733628b77f4eb544501a_v10,context_replay,0.00270019999879878,453722112,453738496,414519296,414552064,16384,454856704,4188499968,0.05,0.0
context_733628b77f4eb544501a_v11,context_replay,0.6273467999999411,453722112,455061504,414519296,415621120,1339392,455122944,4184182784,0.05,0.625
context_733628b77f4eb544501a_v12,context_replay,0.00337730000319425,453988352,454004736,414519296,414552064,16384,455122944,4185522176,0.05,0.0
context_733628b77f4eb544501a_v13,context_replay,0.6446069999947213,453988352,455061504,414519296,415670272,1073152,455122944,4168683520,0.05,0.640625
context_733628b77f4eb544501a_v14,context_replay,0.0030750000005355105,453988352,453988352,414519296,414519296,0,455122944,4186939392,0.05,0.0
context_733628b77f4eb544501a_v15,context_replay,0.5836014999949839,453988352,454025216,414519296,414584832,36864,455122944,4172742656,0.05,0.5625
context_733628b77f4eb544501a_v16,context_replay,0.0033020999981090426,453996544,454012928,414785536,414818304,16384,455122944,4175581184,0.05,0.0
context_733628b77f4eb544501a_v17,context_replay,0.6379095000011148,453996544,455397376,414785536,415887360,1400832,455458816,4169101312,0.05,0.640625
context_733628b77f4eb544501a_v18,context_replay,0.0029903999966336414,454324224,454340608,414785536,414818304,16384,455458816,4186210304,0.05,0.0
context_733628b77f4eb544501a_v19,context_replay,0.6261648000072455,454324224,455053312,414785536,415895552,729088,455458816,4166017024,0.05,0.5625
context_733628b77f4eb544501a_v2,context_replay,0.002424799997243099,453386240,453402624,414146560,414179328,16384,454520832,4222996480,0.05,0.0
context_733628b77f4eb544501a_v20,context_replay,0.0026713000115705654,454324224,454340608,414785536,414818304,16384,455458816,4201541632,0.05,0.0
context_733628b77f4eb544501a_v21,context_replay,0.6771491999970749,454324224,455462912,414785536,415887360,1138688,455524352,4164784128,0.05,0.625
context_733628b77f4eb544501a_v22,context_replay,0.003352100000483915,454393856,454410240,415051776,415084544,16384,455524352,4185931776,0.05,0.015625
context_733628b77f4eb544501a_v23,context_replay,0.6574094999959925,454393856,454676480,415051776,415100928,282624,455790592,4166324224,0.05,0.625
context_733628b77f4eb544501a_v24,context_replay,0.002595300000393763,454660096,454676480,415051776,415084544,16384,455790592,4187914240,0.05,0.0
context_733628b77f4eb544501a_v25,context_replay,0.7191923999926075,454660096,455778304,415051776,416161792,1118208,455860224,4244910080,0.05,0.71875
context_733628b77f4eb544501a_v26,context_replay,0.7653023000020767,454725632,455823360,415051776,416178176,1097728,455860224,4230029312,0.05,0.75
context_733628b77f4eb544501a_v27,context_replay,0.7136182999965968,454725632,454766592,415051776,415121408,40960,455860224,4229521408,0.05,0.6875
context_733628b77f4eb544501a_v28,context_replay,0.6959504999977071,454729728,455811072,415318016,416419840,1081344,456192000,4239171584,0.05,0.671875
context_733628b77f4eb544501a_v29,context_replay,0.6371133000066038,455057408,455094272,415318016,415383552,36864,456192000,4238569472,0.05,0.609375
context_733628b77f4eb544501a_v3,context_replay,0.6310760000051232,453386240,453414912,414146560,414203904,28672,454520832,4217843712,0.05,0.59375
context_733628b77f4eb544501a_v30,context_replay,0.6462179999944055,455057408,455802880,415318016,416419840,745472,456192000,4244037632,0.05,0.625
context_733628b77f4eb544501a_v31,context_replay,0.6344724999944447,455057408,456204288,415318016,416428032,1146880,456257536,4241989632,0.05,0.640625
context_733628b77f4eb544501a_v32,context_replay,0.6016712999989977,455122944,456204288,415318016,416428032,1081344,456257536,4239257600,0.05,0.578125
context_733628b77f4eb544501a_v33,context_replay,0.680078900011722,455131136,455860224,415588352,416710656,729088,456527872,4235005952,0.05,0.6875
context_733628b77f4eb544501a_v34,context_replay,0.7114669000002323,455393280,456474624,415588352,416698368,1081344,456527872,4273451008,0.05,0.65625
context_733628b77f4eb544501a_v35,context_replay,0.6810561000020243,455393280,455413760,415588352,415637504,20480,456527872,4274049024,0.05,0.65625
context_733628b77f4eb544501a_v36,context_replay,0.6486364000011235,455393280,455802880,415588352,416706560,409600,456527872,4276371456,0.05,0.640625
context_733628b77f4eb544501a_v37,context_replay,0.6825578999996651,455393280,455430144,415588352,416686080,36864,456544256,4282322944,0.05,0.625
context_733628b77f4eb544501a_v38,context_replay,0.6621640999946976,455409664,455827456,416636928,417755136,417792,456560640,4257722368,0.05,0.65625
context_733628b77f4eb544501a_v39,context_replay,0.7407953000074485,455430144,456765440,416903168,418004992,1335296,456826880,4236488704,0.05,0.734375
context_733628b77f4eb544501a_v4,context_replay,0.0026987000019289553,453386240,453402624,414146560,414179328,16384,454520832,4192043008,0.05,0.0
context_733628b77f4eb544501a_v40,context_replay,0.5970583000016632,455692288,456798208,416903168,418004992,1105920,456859648,4240887808,0.05,0.609375
context_733628b77f4eb544501a_v41,context_replay,0.6241818999988027,455729152,456622080,416903168,418013184,892928,456863744,4230397952,0.05,0.578125
context_733628b77f4eb544501a_v42,context_replay,0.608234800005448,455729152,456806400,416903168,418013184,1077248,456929280,4239695872,0.05,0.59375
context_733628b77f4eb544501a_v5,context_replay,0.6072665000101551,453386240,454443008,414146560,415633408,1056768,454787072,4163739648,0.05,0.59375
context_733628b77f4eb544501a_v6,context_replay,0.6162989000004018,453652480,454500352,414519296,415621120,847872,454787072,4187099136,0.05,0.625
context_733628b77f4eb544501a_v7,context_replay,0.6889697000005981,453656576,454729728,414519296,415621120,1073152,454791168,4156846080,0.05,0.6875
context_733628b77f4eb544501a_v8,context_replay,0.0029248999926494434,453656576,453672960,414519296,414552064,16384,454791168,4194897920,0.05,0.015625
context_733628b77f4eb544501a_v9,context_replay,0.6117123999865726,453656576,453754880,414519296,414580736,98304,454856704,4195102720,0.05,0.59375
context_7387aa3d8984e42d92b3_v0,context_replay,0.5778399999981048,385507328,386117632,345587712,346689536,610304,417636352,2608844800,0.05,0.578125
context_7387aa3d8984e42d92b3_v1,context_replay,0.0023530000034952536,385507328,385523712,345587712,345620480,16384,417636352,2608615424,0.05,0.015625
context_7387aa3d8984e42d92b3_v10,context_replay,0.003995000006398186,385769472,385785856,345587712,345620480,16384,417636352,2550542336,0.05,0.0
context_7387aa3d8984e42d92b3_v11,context_replay,0.6076525000098627,385777664,386387968,345853952,346959872,610304,417636352,2543460352,0.05,0.578125
context_7387aa3d8984e42d92b3_v12,context_replay,0.002970000001369044,386035712,386052096,345853952,345886720,16384,417636352,2581786624,0.05,0.0
context_7387aa3d8984e42d92b3_v13,context_replay,0.609850799999549,386035712,387112960,345853952,346959872,1077248,417636352,2573885440,0.05,0.5625
context_7387aa3d8984e42d92b3_v14,context_replay,0.0031710000039311126,386035712,386052096,345853952,345886720,16384,417636352,2577231872,0.05,0.0
context_7387aa3d8984e42d92b3_v15,context_replay,0.6611084000032861,386035712,386056192,345853952,345903104,20480,417636352,2548944896,0.05,0.625
context_7387aa3d8984e42d92b3_v16,context_replay,0.0024803999986033887,386039808,386056192,346120192,346152960,16384,417636352,2577559552,0.05,0.0
context_7387aa3d8984e42d92b3_v17,context_replay,0.6294694000098389,386105344,387452928,346120192,347607040,1347584,417636352,2561044480,0.05,0.609375
context_7387aa3d8984e42d92b3_v18,context_replay,0.0027664000081131235,386371584,386387968,346497024,346529792,16384,417636352,2561019904,0.05,0.015625
