family,severity,control_id,target,n,unavailable_n,coverage,mpiw,winkler
bias,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8398692810457516,0.45243371101648977,1.0674102632857734
bias,2.0,quantile_static,corrupted_observation,19584.0,0.0,0.8315461601307189,0.45243371101648977,1.168336404371941
block_missing,0.5,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9096200980392157,0.4954794726523542,0.926663079668608
block_missing,0.5,cqr_rolling,corrupted_observation,19312.0,272.0,0.9101077050538525,0.49574193432600433,0.9224550325605521
block_missing,0.5,cqr_static,clean_counterfactual,19584.0,0.0,0.8560049019607843,0.37998939700177026,1.17274091996761
block_missing,0.5,cqr_static,corrupted_observation,19312.0,272.0,0.8561516155758078,0.38030089645440884,1.1692660663614853
block_missing,0.5,persistence_static,clean_counterfactual,19584.0,0.0,0.6489991830065359,0.125,3.7087290645424837
block_missing,0.5,persistence_static,corrupted_observation,19312.0,272.0,0.6481980115990058,0.125,3.720238711681856
block_missing,0.5,quantile_static,clean_counterfactual,19584.0,0.0,0.8398692810457516,0.43483141313724644,1.052841747608675
block_missing,0.5,quantile_static,corrupted_observation,19312.0,272.0,0.84009942004971,0.4351425624792598,1.0484181773509242
block_missing,1.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9089052287581699,0.4963373324482706,0.9347287906903184
block_missing,1.0,cqr_rolling,corrupted_observation,19176.0,408.0,0.9091572799332499,0.4965406836588397,0.9306561526599729
block_missing,1.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8545751633986928,0.38013139381457856,1.1842056360251498
block_missing,1.0,cqr_static,corrupted_observation,19176.0,408.0,0.85450563204005,0.3803879174836102,1.181940241551237
block_missing,1.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6481821895424836,0.125,3.7484298406862746
block_missing,1.0,persistence_static,corrupted_observation,19176.0,408.0,0.6483103879849812,0.125,3.7342315915727995
block_missing,1.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8388480392156863,0.43497372963852565,1.064104192285602
block_missing,1.0,quantile_static,corrupted_observation,19176.0,408.0,0.8389653733833959,0.4352297312189207,1.0598900957419926
block_missing,2.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.907577614379085,0.49349932395475354,0.9450419418004661
block_missing,2.0,cqr_rolling,corrupted_observation,18768.0,816.0,0.907928388746803,0.49520116974555156,0.9378472877064724
block_missing,2.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8518178104575164,0.37765087408745435,1.204333637466341
block_missing,2.0,cqr_static,corrupted_observation,18768.0,816.0,0.8528346121057119,0.37945988702096134,1.1949117793985462
block_missing,2.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6482843137254902,0.125,3.7733226102941178
block_missing,2.0,persistence_static,corrupted_observation,18768.0,816.0,0.6475916453537937,0.125,3.7250439578005117
block_missing,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8378267973856209,0.43247660682975275,1.072292415265336
block_missing,2.0,quantile_static,corrupted_observation,18768.0,816.0,0.8378090366581415,0.43429706733963025,1.0652523786155303
drift,0.5,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9114583333333334,0.5016612983590689,0.9292796868935511
drift,0.5,cqr_rolling,corrupted_observation,19584.0,0.0,0.9082924836601307,0.5016612983590689,0.9326495658949975
drift,0.5,cqr_static,clean_counterfactual,19584.0,0.0,0.858609068627451,0.38486406517063587,1.1733748071125758
drift,0.5,cqr_static,corrupted_observation,19584.0,0.0,0.8546772875816994,0.38486406517063587,1.1772128948005025
drift,0.5,persistence_static,clean_counterfactual,19584.0,0.0,0.6408803104575164,0.125,3.724696942018995
drift,0.5,persistence_static,corrupted_observation,19584.0,0.0,0.6440972222222222,0.125,3.7209305249183005
drift,0.5,quantile_static,clean_counterfactual,19584.0,0.0,0.8424734477124183,0.43970451589478166,1.0561883532847418
drift,0.5,quantile_static,corrupted_observation,19584.0,0.0,0.8382863562091504,0.43970451589478166,1.0618303479065283
drift,1.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9115604575163399,0.508015847809929,0.9344399200396524
drift,1.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.9052798202614379,0.508015847809929,0.9516365872274808
drift,1.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8590175653594772,0.39099448394392894,1.1780774822627216
drift,1.0,cqr_static,corrupted_observation,19584.0,0.0,0.8503370098039216,0.39099448394392894,1.1932763968306859
drift,1.0,persistence_static,clean_counterfactual,19584.0,0.0,0.633578431372549,0.125,3.759839433976716
drift,1.0,persistence_static,corrupted_observation,19584.0,0.0,0.6410334967320261,0.125,3.73812280688317
drift,1.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8428308823529411,0.44583904062429475,1.0616047092919514
drift,1.0,quantile_static,corrupted_observation,19584.0,0.0,0.8352736928104575,0.44583904062429475,1.082997686803333
drift,2.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9105392156862745,0.5153180268049738,0.9387177784062718
drift,2.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.9010416666666666,0.5153180268049738,0.997359352655659
drift,2.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8595792483660131,0.39708201193304116,1.1802972841311514
drift,2.0,cqr_static,corrupted_observation,19584.0,0.0,0.8453839869281046,0.39708201193304116,1.239404724137355
drift,2.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6289317810457516,0.125,3.8589026501225487
drift,2.0,persistence_static,corrupted_observation,19584.0,0.0,0.6324550653594772,0.125,3.7862357792075154
drift,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8413500816993464,0.4519295536921264,1.067519229504409
drift,2.0,quantile_static,corrupted_observation,19584.0,0.0,0.833078022875817,0.4519295536921264,1.13260362097122
dropout,0.5,cqr_rolling,clean_counterfactual,19584.0,0.0,0.914828431372549,0.5137809798700224,0.9307449249528948
dropout,0.5,cqr_rolling,corrupted_observation,19584.0,0.0,0.9026756535947712,0.5137809798700224,0.9768630271531993
dropout,0.5,cqr_static,clean_counterfactual,19584.0,0.0,0.8614174836601307,0.39544352513343367,1.175122741562229
dropout,0.5,cqr_static,corrupted_observation,19584.0,0.0,0.8491625816993464,0.39544352513343367,1.2139081859341923
dropout,0.5,persistence_static,clean_counterfactual,19584.0,0.0,0.6398080065359477,0.125,3.8113957822712417
dropout,0.5,persistence_static,corrupted_observation,19584.0,0.0,0.6418504901960784,0.125,3.786630667892157
dropout,0.5,quantile_static,clean_counterfactual,19584.0,0.0,0.846609477124183,0.45028760532636997,1.053912187261011
dropout,0.5,quantile_static,corrupted_observation,19584.0,0.0,0.8341503267973857,0.45028760532636997,1.1145674229435916
dropout,1.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9172794117647058,0.5192950512159481,0.9352295656271565
dropout,1.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.8994076797385621,0.5192950512159481,0.9940325052442507
dropout,1.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8623366013071896,0.39979818864076005,1.181224119723123
dropout,1.0,cqr_static,corrupted_observation,19584.0,0.0,0.8451797385620915,0.39979818864076005,1.2292452176469242
dropout,1.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6350081699346405,0.125,3.865298202614379
dropout,1.0,persistence_static,corrupted_observation,19584.0,0.0,0.6439950980392157,0.125,3.780694699754902
dropout,1.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8487540849673203,0.4546422688336964,1.0583202505415723
dropout,1.0,quantile_static,corrupted_observation,19584.0,0.0,0.8296568627450981,0.4546422688336964,1.1373281982398653
dropout,2.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9186070261437909,0.5286889555708603,0.9486948908887476
dropout,2.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.8850081699346405,0.5286889555708603,1.032214502990017
dropout,2.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8636642156862745,0.407302104069435,1.2010316674814179
dropout,2.0,cqr_static,corrupted_observation,19584.0,0.0,0.8300653594771242,0.407302104069435,1.2569413006741792
dropout,2.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6211192810457516,0.125,3.9925066380718954
dropout,2.0,persistence_static,corrupted_observation,19584.0,0.0,0.6511437908496732,0.125,3.684346915849673
dropout,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8512050653594772,0.4621479787203754,1.0732258357100493
dropout,2.0,quantile_static,corrupted_observation,19584.0,0.0,0.813623366013072,0.4621479787203754,1.1937661651450604
level_shift,0.5,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9119178921568627,0.5045994306570484,0.9304405504104283
level_shift,0.5,cqr_rolling,corrupted_observation,19584.0,0.0,0.9036968954248366,0.5045994306570484,0.9412661462799888
level_shift,0.5,cqr_static,clean_counterfactual,19584.0,0.0,0.8593239379084967,0.38773854542423886,1.173935538667266
level_shift,0.5,cqr_static,corrupted_observation,19584.0,0.0,0.8513071895424836,0.38773854542423886,1.1828016665065928
level_shift,0.5,persistence_static,clean_counterfactual,19584.0,0.0,0.6291360294117647,0.125,3.7436039656096813
level_shift,0.5,persistence_static,corrupted_observation,19584.0,0.0,0.6419015522875817,0.125,3.725070251863767
level_shift,0.5,quantile_static,clean_counterfactual,19584.0,0.0,0.8426776960784313,0.4425789394288577,1.0561711934922071
level_shift,0.5,quantile_static,corrupted_observation,19584.0,0.0,0.8340482026143791,0.4425789394288577,1.072764487153498
level_shift,1.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9123774509803921,0.5144381143549819,0.9362920415866888
level_shift,1.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.899560866013072,0.5144381143549819,0.9865380578305784
level_shift,1.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8597834967320261,0.3961203106002246,1.1795733637919192
level_shift,1.0,cqr_static,corrupted_observation,19584.0,0.0,0.8458946078431373,0.3961203106002246,1.2280109345390005
level_shift,1.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6237234477124183,0.125,3.839109343086192
level_shift,1.0,persistence_static,corrupted_observation,19584.0,0.0,0.6398080065359477,0.125,3.756014246323529
level_shift,1.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8432393790849673,0.4509666673219549,1.0633362014369416
level_shift,1.0,quantile_static,corrupted_observation,19584.0,0.0,0.8311376633986928,0.4509666673219549,1.123015039068864
level_shift,2.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9090584150326797,0.5229420367154998,0.939887575941046
level_shift,2.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.8953227124183006,0.5229420367154998,1.0971736269705858
level_shift,2.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8574346405228758,0.40219145135850426,1.1841039250049334
level_shift,2.0,cqr_static,corrupted_observation,19584.0,0.0,0.840890522875817,0.40219145135850426,1.3445701882987942
level_shift,2.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6214767156862745,0.125,4.066048087724673
level_shift,2.0,persistence_static,corrupted_observation,19584.0,0.0,0.6393995098039216,0.125,3.8285170547385623
level_shift,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8379289215686274,0.4570379590327853,1.0743918325064192
level_shift,2.0,quantile_static,corrupted_observation,19584.0,0.0,0.8271548202614379,0.4570379590327853,1.2416913440438089
random_missing,0.5,cqr_rolling,clean_counterfactual,19584.0,0.0,0.910437091503268,0.49703318146517333,0.9267390268723924
random_missing,0.5,cqr_rolling,corrupted_observation,19502.0,82.0,0.9103681673674495,0.49728028878459174,0.927288320380728
random_missing,0.5,cqr_static,clean_counterfactual,19584.0,0.0,0.8564644607843137,0.38076811700973223,1.1728216036322618
random_missing,0.5,cqr_static,corrupted_observation,19502.0,82.0,0.8563737052609989,0.3809737568080586,1.1740934533514904
random_missing,0.5,persistence_static,clean_counterfactual,19584.0,0.0,0.6483864379084967,0.125,3.7145214205473858
random_missing,0.5,persistence_static,corrupted_observation,19502.0,82.0,0.648138652445903,0.125,3.7177725361501386
random_missing,0.5,quantile_static,clean_counterfactual,19584.0,0.0,0.8409926470588235,0.43561025876916276,1.053688116854938
random_missing,0.5,quantile_static,corrupted_observation,19502.0,82.0,0.8409393908317095,0.4358157945759551,1.054390374788192
random_missing,1.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9102839052287581,0.4968915392013404,0.9247701106895081
random_missing,1.0,cqr_rolling,corrupted_observation,19417.0,167.0,0.9101302981923057,0.4966525717752201,0.9248824539112579
random_missing,1.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8566687091503268,0.38066588115285377,1.1702912697575523
random_missing,1.0,cqr_static,corrupted_observation,19417.0,167.0,0.8561569758459082,0.3804601254179138,1.1718972239779066
random_missing,1.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6485396241830066,0.125,3.718111723856209
random_missing,1.0,persistence_static,corrupted_observation,19417.0,167.0,0.6485038883452645,0.125,3.717808492558068
random_missing,1.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8405330882352942,0.4355094191429432,1.0514728975888263
random_missing,1.0,quantile_static,corrupted_observation,19417.0,167.0,0.8402430859556059,0.4353034627018199,1.0517548430111134
random_missing,2.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9100796568627451,0.4965543390553067,0.9287960274763136
random_missing,2.0,cqr_rolling,corrupted_observation,19260.0,324.0,0.9096053997923157,0.49698845303255224,0.9321223670085453
random_missing,2.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8558517156862745,0.3801305271590935,1.176186282268922
random_missing,2.0,cqr_static,corrupted_observation,19260.0,324.0,0.8553997923156802,0.38055820477559565,1.1820930917672263
random_missing,2.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6482332516339869,0.125,3.7303506689133985
random_missing,2.0,persistence_static,corrupted_observation,19260.0,324.0,0.6479231568016615,0.125,3.731795171339564
random_missing,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8400735294117647,0.43497368215342647,1.0555729504769291
random_missing,2.0,quantile_static,corrupted_observation,19260.0,324.0,0.8396677050882658,0.43540096075878865,1.0600547343549627
stuck,0.5,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9094158496732027,0.49551895089528747,0.9266236356610147
stuck,0.5,cqr_rolling,corrupted_observation,19584.0,0.0,0.9106413398692811,0.49551895089528747,0.9167032876982331
stuck,0.5,cqr_static,clean_counterfactual,19584.0,0.0,0.8560049019607843,0.37998939700177026,1.17274091996761
stuck,0.5,cqr_static,corrupted_observation,19584.0,0.0,0.8573325163398693,0.37998939700177026,1.1591057112659817
stuck,0.5,persistence_static,clean_counterfactual,19584.0,0.0,0.6489991830065359,0.125,3.7087290645424837
stuck,0.5,persistence_static,corrupted_observation,19584.0,0.0,0.6530841503267973,0.125,3.6703048406862746
stuck,0.5,quantile_static,clean_counterfactual,19584.0,0.0,0.8398692810457516,0.43483141313724644,1.052841747608675
stuck,0.5,quantile_static,corrupted_observation,19584.0,0.0,0.8409926470588235,0.43483141313724644,1.0415925996039477
stuck,1.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.9085988562091504,0.49613357849359374,0.9347683254512079
stuck,1.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.9102328431372549,0.49613357849359374,0.9220164439789882
stuck,1.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8545751633986928,0.38013139381457856,1.1842056360251498
stuck,1.0,cqr_static,corrupted_observation,19584.0,0.0,0.8566176470588235,0.38013139381457856,1.1677668560202668
stuck,1.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6481821895424836,0.125,3.7484298406862746
stuck,1.0,persistence_static,corrupted_observation,19584.0,0.0,0.6556372549019608,0.125,3.659039266748366
stuck,1.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8388480392156863,0.43497372963852565,1.064104192285602
stuck,1.0,quantile_static,corrupted_observation,19584.0,0.0,0.8409926470588235,0.43497372963852565,1.0479675417415297
stuck,2.0,cqr_rolling,clean_counterfactual,19584.0,0.0,0.907373366013072,0.49327423799839926,0.9449695518853442
stuck,2.0,cqr_rolling,corrupted_observation,19584.0,0.0,0.9095179738562091,0.49327423799839926,0.9204792063872853
stuck,2.0,cqr_static,clean_counterfactual,19584.0,0.0,0.8518178104575164,0.37765087408745435,1.204333637466341
stuck,2.0,cqr_static,corrupted_observation,19584.0,0.0,0.8553921568627451,0.37765087408745435,1.1689572329125013
stuck,2.0,persistence_static,clean_counterfactual,19584.0,0.0,0.6482843137254902,0.125,3.7733226102941178
stuck,2.0,persistence_static,corrupted_observation,19584.0,0.0,0.6622753267973857,0.125,3.5750421262254903
stuck,2.0,quantile_static,clean_counterfactual,19584.0,0.0,0.8378267973856209,0.43247660682975275,1.072292415265336
stuck,2.0,quantile_static,corrupted_observation,19584.0,0.0,0.8407883986928104,0.43247660682975275,1.0428699468210496
