control_id,rule_id,channel,eligible_rows,asset_days,background_episodes,alert_rows,time_in_alert_days,background_episodes_per_asset_day,fraction_time_in_alert
cqr_rolling,180min_3of18,availability_only,9907,68.79861111111111,0,0,0.0,0.0,0.0
cqr_rolling,180min_3of18,combined,9907,68.79861111111111,87,1015,7.048611111111111,1.264560411830019,0.1024528111436358
cqr_rolling,180min_3of18,numerical_only,9907,68.79861111111111,87,1015,7.048611111111111,1.264560411830019,0.1024528111436358
cqr_rolling,30min_3of3,availability_only,9907,68.79861111111111,0,0,0.0,0.0,0.0
cqr_rolling,30min_3of3,combined,9907,68.79861111111111,12,14,0.09722222222222221,0.17442212576965782,0.0014131422226708386
cqr_rolling,30min_3of3,numerical_only,9907,68.79861111111111,12,14,0.09722222222222221,0.17442212576965782,0.0014131422226708386
cqr_rolling,360min_4of36,availability_only,9907,68.79861111111111,0,0,0.0,0.0,0.0
cqr_rolling,360min_4of36,combined,9907,68.79861111111111,70,1574,10.930555555555555,1.017462400323004,0.15887756132027858
cqr_rolling,360min_4of36,numerical_only,9907,68.79861111111111,70,1574,10.930555555555555,1.017462400323004,0.15887756132027858
cqr_rolling,60min_4of6,availability_only,9907,68.79861111111111,0,0,0.0,0.0,0.0
cqr_rolling,60min_4of6,combined,9907,68.79861111111111,14,32,0.2222222222222222,0.20349248006460077,0.003230039366104774
cqr_rolling,60min_4of6,numerical_only,9907,68.79861111111111,14,32,0.2222222222222222,0.20349248006460077,0.003230039366104774
cqr_rolling,single_sample,availability_only,9907,68.79861111111111,0,0,0.0,0.0,0.0
cqr_rolling,single_sample,combined,9907,68.79861111111111,460,516,3.583333333333333,6.686181487836882,0.052084384778439484
cqr_rolling,single_sample,numerical_only,9907,68.79861111111111,460,516,3.583333333333333,6.686181487836882,0.052084384778439484
cqr_static,180min_3of18,availability_only,9907,68.79861111111111,0,0,0.0,0.0,0.0
cqr_static,180min_3of18,combined,9907,68.79861111111111,173,3982,27.652777777777775,2.514585646512567,0.4019380236196628
