epoch,train_mse,validation_mae
1,0.2378519214080262,2.6347331106849294
2,0.10243178855900908,2.453734561510004
3,0.0866134249169016,2.496643603082741
4,0.07374008813501608,2.23416115796909
5,0.06327082889639496,2.1590792413410185
6,0.058992183688818096,2.2948514209113777
7,0.05461707163148397,2.2274991604970116
8,0.052153468709886734,2.097597401526045
9,0.04994937642833917,2.0776651999614626
10,0.04834210165063195,2.0878071101658997
11,0.046552094085948244,1.9240595781460126
12,0.04601000476695508,2.0898997739419256
13,0.04493252816097444,2.0753879944186573
14,0.04367755747424114,2.0693951261193986
15,0.0447800898462853,2.053149535724576
16,0.042756711368523714,2.1183056314806334
