control_id,rule_id,channel,family,severity,scheduled,effective,null,aliases,effective_contexts,supported,recall,misses,detected,detected_delay_median,detected_delay_q90,restricted_mean_detection_minutes
cqr_rolling,180min_3of18,availability_only,random_missing,0.5,136,63,73,73,50,True,0.03,61,2,40.0,48.0,107.8
cqr_rolling,180min_3of18,availability_only,random_missing,1.0,136,105,31,44,64,True,0.140625,90,15,40.0,50.0,100.234375
cqr_rolling,180min_3of18,availability_only,random_missing,2.0,136,126,10,15,68,True,0.47794117647058826,66,60,40.0,50.0,75.73529411764706
cqr_rolling,180min_3of18,availability_only,block_missing,0.5,136,136,0,76,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,block_missing,1.0,136,136,0,72,68,True,1.0,0,136,30.0,30.0,30.0
cqr_rolling,180min_3of18,availability_only,block_missing,2.0,136,136,0,68,68,True,1.0,0,136,20.0,20.0,20.0
cqr_rolling,180min_3of18,availability_only,stuck,0.5,136,136,0,68,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,stuck,1.0,136,136,0,71,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,stuck,2.0,136,136,0,68,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,0.5,136,136,0,69,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,1.0,136,136,0,69,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,2.0,136,136,0,70,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,combined,random_missing,0.5,136,63,73,73,50,True,0.24,49,14,40.0,74.00000000000003,92.8
cqr_rolling,180min_3of18,combined,random_missing,1.0,136,105,31,44,64,True,0.3125,71,34,40.0,77.0,87.421875
cqr_rolling,180min_3of18,combined,random_missing,2.0,136,126,10,15,68,True,0.5294117647058824,55,71,30.0,50.0,70.0
cqr_rolling,180min_3of18,combined,block_missing,0.5,136,136,0,76,68,True,0.35294117647058826,88,48,30.0,90.0,85.1470588235294
cqr_rolling,180min_3of18,combined,block_missing,1.0,136,136,0,72,68,True,0.7058823529411765,40,96,30.0,30.0,50.14705882352941
cqr_rolling,180min_3of18,combined,block_missing,2.0,136,136,0,68,68,True,0.7058823529411765,40,96,20.0,20.0,43.529411764705884
cqr_rolling,180min_3of18,combined,stuck,0.5,136,136,0,68,68,True,0.10294117647058823,122,14,90.0,100.0,106.17647058823529
cqr_rolling,180min_3of18,combined,stuck,1.0,136,136,0,71,68,True,0.1323529411764706,118,18,80.0,100.0,104.55882352941177
cqr_rolling,180min_3of18,combined,stuck,2.0,136,136,0,68,68,True,0.1323529411764706,118,18,60.0,103.0,104.70588235294117
cqr_rolling,180min_3of18,combined,dropout,0.5,136,136,0,69,68,True,0.3088235294117647,94,42,30.0,80.0,88.82352941176471
cqr_rolling,180min_3of18,combined,dropout,1.0,136,136,0,69,68,True,0.6617647058823529,46,90,30.0,30.0,55.88235294117647
cqr_rolling,180min_3of18,combined,dropout,2.0,136,136,0,70,68,True,0.6764705882352942,44,92,20.0,20.0,47.64705882352941
cqr_rolling,180min_3of18,combined,bias,0.5,136,136,0,0,68,True,0.22794117647058823,105,31,30.0,70.0,93.45588235294117
cqr_rolling,180min_3of18,combined,bias,1.0,136,136,0,0,68,True,0.3382352941176471,90,46,30.0,70.0,84.48529411764706
cqr_rolling,180min_3of18,combined,bias,2.0,136,136,0,0,68,True,0.4264705882352941,78,58,30.0,56.000000000000085,76.98529411764706
cqr_rolling,180min_3of18,combined,level_shift,0.5,136,136,0,0,68,True,0.27941176470588236,98,38,20.0,73.00000000000004,88.52941176470588
cqr_rolling,180min_3of18,combined,level_shift,1.0,136,136,0,0,68,True,0.38235294117647056,84,52,20.0,80.0,80.07352941176471
cqr_rolling,180min_3of18,combined,level_shift,2.0,136,136,0,0,68,True,0.4411764705882353,76,60,20.0,60.0,73.01470588235294
cqr_rolling,180min_3of18,combined,drift,0.5,136,136,0,0,68,True,0.20588235294117646,108,28,50.0,100.0,98.82352941176471
cqr_rolling,180min_3of18,combined,drift,1.0,136,136,0,0,68,True,0.33088235294117646,91,45,40.0,66.00000000000001,87.5
cqr_rolling,180min_3of18,combined,drift,2.0,136,136,0,0,68,True,0.375,85,51,30.0,60.0,81.69117647058823
cqr_rolling,180min_3of18,numerical_only,random_missing,0.5,136,63,73,73,50,True,0.1,58,5,40.0,96.0,104.2
cqr_rolling,180min_3of18,numerical_only,random_missing,1.0,136,105,31,44,64,True,0.125,91,14,55.0,100.0,103.671875
cqr_rolling,180min_3of18,numerical_only,random_missing,2.0,136,126,10,15,68,True,0.13970588235294118,108,18,90.0,100.0,104.63235294117646
cqr_rolling,180min_3of18,numerical_only,block_missing,0.5,136,136,0,76,68,True,0.10294117647058823,122,14,90.0,100.0,106.17647058823529
cqr_rolling,180min_3of18,numerical_only,block_missing,1.0,136,136,0,72,68,True,0.1323529411764706,118,18,80.0,100.0,104.55882352941177
cqr_rolling,180min_3of18,numerical_only,block_missing,2.0,136,136,0,68,68,True,0.1323529411764706,118,18,90.0,103.0,106.47058823529412
cqr_rolling,180min_3of18,numerical_only,stuck,0.5,136,136,0,68,68,True,0.10294117647058823,122,14,90.0,100.0,106.17647058823529
cqr_rolling,180min_3of18,numerical_only,stuck,1.0,136,136,0,71,68,True,0.1323529411764706,118,18,80.0,100.0,104.55882352941177
cqr_rolling,180min_3of18,numerical_only,stuck,2.0,136,136,0,68,68,True,0.1323529411764706,118,18,60.0,103.0,104.70588235294117
cqr_rolling,180min_3of18,numerical_only,dropout,0.5,136,136,0,69,68,True,0.3088235294117647,94,42,30.0,80.0,88.82352941176471
cqr_rolling,180min_3of18,numerical_only,dropout,1.0,136,136,0,69,68,True,0.6617647058823529,46,90,30.0,30.0,55.88235294117647
