model,mae,rmse,n,negative_predictions,verified
persistence,0.13126135560714647,0.257541502923049,9907,0,True
xgboost,0.118150517131268,0.22424131598297947,9907,0,True
attention_lstm,0.14873427403217443,0.24700807572409358,9907,0,True
