model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08101710000482854,397393920,397418496,352038912,352088064,24576,411009024,5049327616,0.05,0.078125
persistence,tuning,False,0.0009551999974064529,385523712,385540096,340320256,340353024,16384,408039424,5069062144,0.05,0.0
persistence,final_fit,False,0.0005595000111497939,385540096,385540096,340353024,340353024,0,408039424,5069021184,0.05,0.0
persistence,calibration,False,0.0026522999978624284,385540096,385601536,340353024,340353024,61440,408039424,5068914688,0.05,0.0
persistence,inference,False,0.0038860000058775768,385601536,385601536,340353024,340353024,0,408039424,5068734464,0.05,0.015625
persistence,artifact_serialization,False,0.0007282000005943701,385601536,385617920,340320256,340353024,16384,408039424,5068754944,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.4447457999922335,410710016,516378624,365699072,540450816,105668608,516378624,4937768960,0.05,0.40625
xgboost,tuning,False,2.936877400003141,386846720,499040256,341385216,520527872,112193536,500015104,4955815936,0.05,2.90625
xgboost,final_fit,False,0.7219662999996217,496074752,499916800,517541888,521379840,3842048,500015104,5015302144,0.05,0.71875
xgboost,calibration,False,0.04946080000081565,497598464,497614848,519045120,519045120,16384,500015104,5113090048,0.05,0.046875
xgboost,inference,False,0.09895200000028126,497614848,497623040,519045120,519065600,8192,500015104,5117186048,0.05,0.09375
xgboost,artifact_serialization,False,0.005469499999890104,497618944,497623040,519016448,519049216,4096,500015104,5129732096,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6304955999949016,517804032,537358336,541720576,586276864,19554304,537358336,4913086464,0.05,0.640625
attention_lstm,tuning,False,64.58407189999707,498511872,627384320,524234752,665587712,128872448,627384320,4411961344,0.05,62.828125
attention_lstm,final_fit,False,8.743867199998931,609210368,619663360,650899456,658276352,10452992,627384320,4630081536,0.05,8.71875
attention_lstm,calibration,False,0.17851890000747517,611536896,613543936,650854400,651923456,2007040,627384320,4689186816,0.05,0.171875
attention_lstm,inference,False,0.37754169999971054,613543936,613613568,651907072,651923456,69632,627384320,4678582272,0.05,0.375
attention_lstm,artifact_serialization,False,0.003801800005021505,612507648,612663296,654950400,654983168,155648,627384320,4683436032,0.05,0.0
