stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
dscp_joint,4.394158099996275,494080000,599879680,547520512,670953472,105799680,660570112,3689414656,0.05,4.40625
historical_h1,1.7551562000007834,392888320,510119936,346775552,546848768,117231616,516595712,4049256448,0.05,1.71875
historical_h3,1.6164919000002556,517713920,531103744,570675200,598102016,13389824,538148864,4006252544,0.05,1.53125
historical_h6,1.6756200999952853,518541312,530857984,571588608,597925888,12316672,543428608,3971432448,0.05,1.640625
owner_cal_h1_cqr_l90,0.29216460000316147,507150336,507187200,527654912,527708160,36864,516595712,4047060992,0.05,0.296875
owner_cal_h1_cqr_l95,0.28999600000679493,511062016,511074304,532049920,532099072,12288,518545408,4023357440,0.05,0.28125
owner_cal_h1_enbpi,0.48994660000607837,513347584,513368064,532860928,532910080,20480,522600448,4017299456,0.05,0.484375
owner_cal_h3_cqr_l90,0.32784430000174325,517718016,517734400,570707968,570757120,16384,538148864,4000727040,0.05,0.3125
owner_cal_h3_cqr_l95,0.3259542000014335,517505024,517513216,570429440,570478592,8192,538148864,4050145280,0.05,0.328125
owner_cal_h3_enbpi,0.500667300002533,518746112,518766592,571682816,571731968,20480,538148864,3999924224,0.05,0.46875
owner_cal_h6_cqr_l90,0.3666760000050999,517488640,517496832,570535936,570585088,8192,543428608,3980468224,0.05,0.296875
owner_cal_h6_cqr_l95,0.36952900000324007,517296128,517304320,570339328,570388480,8192,543428608,3717148672,0.05,0.34375
owner_cal_h6_enbpi,0.5186887000018032,517955584,517976064,570974208,571023360,20480,543428608,3714424832,0.05,0.5
owner_fit_h1_cqr_l90,7.1818117999937385,508526592,514588672,529924096,535183360,6062080,516595712,4009332736,0.05,7.078125
owner_fit_h1_cqr_l95,6.28401550000126,513302528,518545408,534315008,539574272,5242880,518545408,3986259968,0.05,6.171875
owner_fit_h1_enbpi,1.3556166000053054,514842624,522600448,535126016,542183424,7757824,522600448,3966439424,0.05,1.3125
owner_fit_h3_cqr_l90,7.526569399997243,519979008,525209600,572973056,578228224,5230592,538148864,3972710400,0.05,7.390625
owner_fit_h3_cqr_l95,6.75218369999493,519766016,524984320,572694528,577949696,5218304,538148864,3982790656,0.05,6.546875
owner_fit_h3_enbpi,1.2855781999969622,518979584,525987840,571908096,578957312,7008256,538148864,3970723840,0.05,1.234375
owner_fit_h6_cqr_l90,8.329377499991097,519741440,524972032,572801024,578060288,5230592,543428608,3949703168,0.05,8.046875
owner_fit_h6_cqr_l95,7.570010900002671,521052160,526299136,574119936,579379200,5246976,543428608,3716665344,0.05,7.09375
owner_fit_h6_enbpi,1.3103399999963585,520216576,527196160,573239296,580263936,6979584,543428608,3679035392,0.05,1.296875
preparation_h1,0.0006021000008331612,392880128,392896512,346775552,346808320,16384,412250112,4170395648,0.05,0.0
preparation_h3,0.0005197999998927116,517713920,517730304,570675200,570707968,16384,538148864,4042371072,0.05,0.0
preparation_h6,0.0005681999900843948,518541312,518557696,571588608,571621376,16384,543428608,4003176448,0.05,0.0
raw_h1_cqr_l90,2.996209100005217,507170816,516075520,527654912,536604672,8904704,516595712,4008292352,0.05,2.953125
raw_h1_cqr_l95,2.8099619999993593,511053824,519950336,532049920,540995584,8896512,520409088,4016910336,0.05,2.8125
raw_h1_enbpi,1.9977092999906745,513347584,538148864,532860928,591237120,24801280,538148864,4016553984,0.05,2.0
raw_h3_cqr_l90,3.326972900002147,517713920,526618624,570707968,579649536,8904704,538148864,3966009344,0.05,3.265625
raw_h3_cqr_l95,3.1658077000029152,517492736,519335936,570429440,572309504,1843200,538148864,3951337472,0.05,3.109375
raw_h3_enbpi,2.0912337000045227,518746112,543424512,571682816,596439040,24678400,543428608,3961278464,0.05,2.03125
raw_h6_cqr_l90,3.590381999994861,517472256,526372864,570535936,579481600,8900608,543428608,3728744448,0.05,3.5625
raw_h6_cqr_l95,3.36849280000024,517279744,526176256,570339328,579284992,8896512,543428608,3722649600,0.05,3.34375
raw_h6_enbpi,2.183770999996341,517955584,542625792,570974208,595718144,24670208,543428608,3710611456,0.05,2.078125
seasonal_h1,0.5142308000067715,506048512,506281984,527654912,527708160,233472,516595712,4051021824,0.05,0.515625
seasonal_h3,0.5131076999969082,517718016,517738496,570707968,570757120,20480,538148864,4025896960,0.05,0.484375
seasonal_h6,0.5384925000107614,517480448,518770688,570535936,571854848,1290240,543428608,3924635648,0.05,0.5
stream_h1_l90_cqr,3.4516620000067633,511295488,516939776,532303872,537985024,5644288,516939776,3993600000,0.05,3.390625
stream_h1_l90_dscp,3.3372321000060765,508137472,521453568,594694144,607592448,13316096,660570112,3731943424,0.05,3.203125
stream_h1_l90_quantile_uncalibrated,3.7328029999916907,506146816,516804608,526606336,537858048,10657792,516804608,3990278144,0.05,3.75
stream_h1_l90_recentred_enbpi_static,3.268741100007901,513470464,518275072,566484992,571527168,4804608,538148864,4012371968,0.05,3.234375
stream_h1_l90_recentred_enbpi_updated,10.0244507999887,513658880,520830976,566874112,574271488,7172096,538148864,4014092288,0.05,9.828125
stream_h1_l95_cqr,3.304115799997817,511414272,517423104,531673088,537747456,6008832,520409088,4044505088,0.05,3.28125
stream_h1_l95_dscp,3.36147630000778,515694592,520953856,601604096,606871552,5259264,660570112,3807784960,0.05,3.203125
stream_h1_l95_quantile_uncalibrated,3.388924400001997,511774720,514031616,532049920,534323200,2256896,520409088,4014632960,0.05,3.375
stream_h1_l95_recentred_enbpi_static,3.2916279999917606,518148096,519684096,571387904,572948480,1536000,538148864,4009484288,0.05,3.234375
stream_h1_l95_recentred_enbpi_updated,10.008957899990492,519426048,523997184,572657664,577081344,4571136,538148864,3996401664,0.05,9.75
stream_h3_l90_cqr,3.301938600008725,519004160,520556544,571977728,573538304,1552384,538148864,3975708672,0.05,3.25
stream_h3_l90_dscp,3.4776301000092644,516399104,517423104,602480640,603402240,1024000,660570112,3852914688,0.05,3.328125
stream_h3_l90_quantile_uncalibrated,3.4466500999988057,517734400,519274496,570707968,572268544,1540096,538148864,3978571776,0.05,3.375
stream_h3_l90_recentred_enbpi_static,3.3829331000015372,518750208,520278016,571682816,573243392,1527808,543428608,3963871232,0.05,3.359375
stream_h3_l90_recentred_enbpi_updated,10.007027899991954,519356416,522817536,572321792,579473408,3461120,543428608,3929423872,0.05,9.75
stream_h3_l95_cqr,3.221122300004936,517984256,520073216,570920960,576598016,2088960,538148864,3980603392,0.05,3.140625
stream_h3_l95_dscp,3.6295905000006314,517472256,521814016,603353088,607748096,4341760,660570112,3754086400,0.05,3.34375
stream_h3_l95_quantile_uncalibrated,3.314637199990102,517488640,523776000,570429440,576749568,6287360,538148864,4011032576,0.05,3.265625
stream_h3_l95_recentred_enbpi_static,3.3231275999860372,519516160,521613312,572579840,578260992,2097152,543428608,3964555264,0.05,3.28125
stream_h3_l95_recentred_enbpi_updated,9.863504799999646,520130560,522289152,573190144,575406080,2158592,543428608,3943362560,0.05,9.765625
stream_h6_l90_cqr,3.50945650000358,516509696,522366976,569548800,575467520,5857280,543428608,3691397120,0.05,3.390625
stream_h6_l90_dscp,3.272276999996393,517402624,521781248,603353088,607748096,4378624,660570112,3791122432,0.05,3.109375
stream_h6_l90_quantile_uncalibrated,3.5399519999918994,517480448,519716864,570535936,572817408,2236416,543428608,3704442880,0.05,3.4375
stream_h6_l90_recentred_enbpi_static,3.231109500004095,517955584,522960896,570974208,576016384,5005312,543428608,3707572224,0.05,3.125
stream_h6_l90_recentred_enbpi_updated,10.244667999999365,517951488,525537280,570970112,578641920,7585792,543428608,3682525184,0.05,10.09375
stream_h6_l95_cqr,3.3881949999922654,516280320,522960896,569704448,576016384,6680576,543428608,3736621056,0.05,3.34375
stream_h6_l95_dscp,2.9085161999973934,518332416,518365184,604229632,604278784,32768,660570112,3708334080,0.05,2.859375
stream_h6_l95_quantile_uncalibrated,3.2576920999999857,517287936,518983680,570339328,572452864,1695744,543428608,3717447680,0.05,3.1875
stream_h6_l95_recentred_enbpi_static,3.3917537000088487,519716864,521244672,572784640,574349312,1527808,543428608,3688120320,0.05,3.234375
stream_h6_l95_recentred_enbpi_updated,10.13111580000259,519757824,522129408,572776448,575242240,2371584,543428608,3680681984,0.05,9.84375
