dataset,outer_fold,model_seed,horizon,model,n,mae,rmse,learned_fits,deterministic_seed_alias
pleia_energy,2,42,1,seasonal_naive,9907,0.16944773897244372,0.3433314193501882,0,True
pleia_energy,2,42,3,seasonal_naive,9907,0.16944773897244372,0.3433314193501882,0,True
pleia_energy,2,42,6,seasonal_naive,9907,0.16944773897244372,0.3433314193501882,0,True
