model,mae,rmse,n,negative_predictions,verified
persistence,73.28396772228638,119.92957137497905,34640,0,True
xgboost,34.25585779488397,67.08716617656066,34640,90,True
attention_lstm,42.33778631787307,77.7112971860644,34640,37,True
