model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.12358860000676941,489799680,490364928,445698048,445747200,565248,1033101312,5440155648,0.05,0.125
persistence,tuning,False,0.0007108999998308718,448745472,448761856,405684224,405716992,16384,1033060352,5582524416,0.05,0.015625
persistence,final_fit,False,0.0005563000013353303,448753664,448761856,405692416,405716992,8192,1033060352,5582409728,0.05,0.0
persistence,calibration,False,0.008035300008486956,448761856,449454080,405716992,406413312,692224,1033060352,5581201408,0.05,0.0
persistence,inference,False,0.012835000001359731,449454080,449511424,406413312,406446080,57344,1033060352,5581086720,0.05,0.015625
persistence,artifact_serialization,False,0.0008010000019567087,454889472,454905856,412672000,412704768,16384,1033060352,5574651904,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.108294500008924,528437248,624345088,487329792,648945664,95907840,1033101312,5313470464,0.05,1.078125
xgboost,tuning,False,6.317276100002346,453287936,569253888,413560832,592642048,115965952,1033060352,5425487872,0.05,6.125
xgboost,final_fit,False,2.052979200001573,562225152,574009344,585555968,597389312,11784192,1033060352,5421789184,0.05,2.015625
xgboost,calibration,False,0.15322079999896232,559452160,559669248,584413184,584577024,217088,1033060352,5440368640,0.05,0.140625
xgboost,inference,False,0.31717500000377186,559669248,559677440,584577024,584593408,8192,1033060352,5438210048,0.05,0.328125
xgboost,artifact_serialization,False,0.004823299997951835,569470976,570572800,593768448,594886656,1101824,1033060352,5422505984,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,2.2921647999901325,632479744,648871936,655237120,691949568,16392192,1033101312,5284954112,0.05,2.265625
attention_lstm,tuning,False,205.01407490001293,562130944,683483136,586866688,721338368,121352192,1033060352,5209284608,0.05,200.96875
attention_lstm,final_fit,False,43.86285990000761,669229056,687902720,711901184,728473600,18673664,1033060352,5226344448,0.05,43.1875
attention_lstm,calibration,False,0.7432627999951364,683630592,684220416,723480576,724025344,589824,1033060352,5246447616,0.05,0.75
attention_lstm,inference,False,1.4773475999973016,671797248,672280576,719982592,719982592,483328,1033060352,5211455488,0.05,1.40625
attention_lstm,artifact_serialization,False,0.004682200000388548,686383104,686542848,733351936,733384704,159744,1033060352,5229617152,0.05,0.0
