left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,19311,6437,2023-07-26 15:24:00,2024-02-04 10:00:00,2024-02-04 11:00:00,2024-02-04 11:24:00,2024-05-11 02:00:00,2024-02-04 12:24:00,2024-05-11 03:00:00,0,0,,0,cc5a4f6b5e9a7bf664769475c6f82f2dbfe590aeff04095675f323884f49ff93,a3c6d524be4f9b4f63f3d464fac072f0555ab32cf19d4e5b63a807e8437777a5
calibration,test,6437,6751,2024-02-04 11:24:00,2024-05-11 02:00:00,2024-05-11 03:00:00,2024-05-11 03:24:00,2024-05-18 06:00:00,2024-05-11 04:24:00,2024-05-18 07:00:00,0,0,,0,a3c6d524be4f9b4f63f3d464fac072f0555ab32cf19d4e5b63a807e8437777a5,0ac211431af96db80ce8bad783a63053c1685d4c20f9312e60af914ffa2120cb
inner0_train,inner0_validation,6437,6437,2023-07-26 15:24:00,2023-08-04 02:00:00,2023-08-04 03:00:00,2023-08-04 03:24:00,2023-08-12 02:00:00,2023-08-04 04:24:00,2023-08-12 03:00:00,0,0,,0,d3995904e6f0772722eaeb35bcc99cb0764f6ba653575194039099e5dd321a93,e79d03287bd882f9652be4e054a5de5e8b3826ef06adfb06a7a1f735716abd8d
inner1_train,inner1_validation,12874,6437,2023-07-26 15:24:00,2023-08-12 02:00:00,2023-08-12 03:00:00,2023-08-12 07:24:00,2024-02-04 10:00:00,2023-08-12 08:24:00,2024-02-04 11:00:00,0,0,,0,219eab055a30e31e85f433656c2cf9fa04f1419741aee2568fb356838a994d0e,96e3e48ce62ca523eaae571b05e9ad301988a1f12a3ac66ae726426480decd2d
