model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09353769999870565,399679488,400027648,354828288,354877440,348160,1244901376,5281771520,0.05,0.09375
persistence,tuning,False,0.0008311999990837649,392650752,392667136,347770880,347803648,16384,1244217344,5017952256,0.05,0.0
persistence,final_fit,False,0.0004565999988699332,392658944,392667136,347803648,347803648,8192,1244217344,5017956352,0.05,0.0
persistence,calibration,False,0.0025926999951479957,392667136,392740864,347803648,347803648,73728,1244217344,5017935872,0.05,0.0
persistence,inference,False,0.004509199992753565,392740864,392740864,347803648,347803648,0,1244217344,5017935872,0.05,0.015625
persistence,artifact_serialization,False,0.0006587000098079443,392765440,392781824,347770880,347803648,16384,1244217344,5018009600,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5640474000101676,414515200,518844416,369790976,543518720,104329216,1244901376,5146836992,0.05,0.5625
xgboost,tuning,False,2.95473279998987,389533696,506408960,345681920,529641472,116875264,1244217344,4915335168,0.05,2.921875
xgboost,final_fit,False,0.6999679000000469,504119296,507052032,527360000,530288640,2932736,1244217344,4932603904,0.05,0.671875
xgboost,calibration,False,0.05258509999839589,504152064,504176640,527360000,527368192,24576,1244217344,4941127680,0.05,0.046875
xgboost,inference,False,0.10971330000029411,504176640,504184832,527368192,527388672,8192,1244217344,4940468224,0.05,0.109375
xgboost,artifact_serialization,False,0.004348999995272607,504184832,504184832,527339520,527372288,0,1244217344,4940488704,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.708492000005208,523751424,545222656,548265984,587980800,21471232,1244901376,5130240000,0.05,0.71875
attention_lstm,tuning,False,142.04696800000966,501116928,635445248,526204928,672763904,134328320,1244217344,4811509760,0.05,138.5
attention_lstm,final_fit,False,48.09694259999378,630378496,630378496,667709440,667840512,0,1244217344,4904615936,0.05,47.265625
attention_lstm,calibration,False,0.19197309999435674,616804352,617533440,655495168,656429056,729088,1244217344,5098725376,0.05,0.1875
attention_lstm,inference,False,0.3765012999938335,617529344,619274240,656412672,658874368,1744896,1244217344,5097447424,0.05,0.375
attention_lstm,artifact_serialization,False,0.004660800012061372,622505984,622661632,662179840,662212608,155648,1244217344,5097119744,0.05,0.0
