dataset,horizon,level,method,calibration_rows,test_rows,native_n,common_n,native_coverage,common_coverage,mpiw,winkler,available,calibration_bias_prediction_minus_y,test_bias_prediction_minus_y,calibration_abs_error_q95,test_abs_error_q95,correction_lower,correction_upper,negative_correction,below_fraction,above_fraction,score_nonfinite,owner_sha256,arithmetic_defect_demonstrated,native_convention,units
pleia_energy,1,0.9,cqr,4953,9907,9907,9902,0.816695265973554,0.8166027065239345,0.3392865034089401,0.8004200883013423,9907,0.008624693695298379,0.010295859891510065,0.07025350241302283,0.45898193170373675,0.03377705575377868,-0.0045060828824758925,True,0.05602099525587968,0.12728373877056626,0,a0b1c99fa86bdeccc1e7d538f07882029fa069a5fbd53ab41dfa4d239befb974,False,asymmetric native CQR tails,kWh per interval
pleia_energy,1,0.95,cqr,4953,9907,9907,9902,0.7907540123145251,0.7906483538679054,0.3134338000323357,1.7266579212695878,9907,0.008624693695298379,0.010295859891510065,0.07025350241302283,0.45898193170373675,0.03814649512485328,-0.24914174650502302,True,0.04522055112546684,0.16402543656000806,0,d7858c9178d4ad5bdae96f4fdee6d4421a7348764f505e9908b8cb55a63ec833,False,asymmetric native CQR tails,kWh per interval
pleia_energy,1,0.9,recentred_enbpi_static,4953,9907,9907,9902,0.17240335116584232,0.1724904059785902,0.05598807334899902,2.4610421897978294,9907,0.06336585644457904,0.039168254775411325,0.19822361399999985,0.4797634019999997,-0.02523064599205016,0.030757427356948863,False,0.6729585141818916,0.15463813465226608,413,dbd7960c89e62f9459b7bb76e06ec0bb0e7833ed7b420a6fb622e27eda1e0862,False,native MAPIE OOB calibration scores around final own point,kWh per interval
pleia_energy,1,0.95,recentred_enbpi_static,4953,9907,9907,9902,0.25143837690521853,0.2515653403352858,0.08263728022575378,4.528695697935192,9907,0.06336585644457904,0.039168254775411325,0.19822361399999985,0.4797634019999997,-0.03567548827100753,0.04696179195474626,False,0.6064398909861713,0.14212173210861007,413,dbd7960c89e62f9459b7bb76e06ec0bb0e7833ed7b420a6fb622e27eda1e0862,False,native MAPIE OOB calibration scores around final own point,kWh per interval
pleia_energy,3,0.9,cqr,4952,9907,9907,9902,0.8508125567780357,0.8507372248030701,0.36448552940653955,0.8382917222007091,9907,0.007423468567539181,-0.013634420588237512,0.06796303571004961,0.48396037192905683,0.03201867134631174,-0.006448870151884195,True,0.033006964772383164,0.1161804784495811,0,aef992e05e64ae5be0c4c517181ee6bc76324312c2a132d51bc9357d3580a04c,False,asymmetric native CQR tails,kWh per interval
pleia_energy,3,0.95,cqr,4952,9907,9907,9902,0.8949227818714041,0.8948697232882246,0.46238492006939436,1.2239755221153616,9907,0.007423468567539181,-0.013634420588237512,0.06796303571004961,0.48396037192905683,0.03934918207835551,-0.04022866834359046,True,0.027556273342081355,0.07752094478651458,0,a9510fc9f7d2e45644ede7e869713bd0f79f3f2f0d8885d986102f135f0b607c,False,asymmetric native CQR tails,kWh per interval
pleia_energy,3,0.9,recentred_enbpi_static,4952,9907,9907,9902,0.36136065408297163,0.3614421329024439,0.06038466840982437,1.9941983060931798,9907,0.03519226987479805,-0.006239909776420714,0.10833010000000001,0.479757629999999,-0.028440363398494733,0.03194430501132964,False,0.4433229029978803,0.19531644291914807,424,9c5b4d51d63a7c54ad0dffd8812cfe010be9c66f47bf190e9e0aac9b52dc9929,False,native MAPIE OOB calibration scores around final own point,kWh per interval
pleia_energy,3,0.95,recentred_enbpi_static,4952,9907,9907,9902,0.46775007570404764,0.46788527570187843,0.09849039961894353,3.5958587800066932,9907,0.03519226987479805,-0.006239909776420714,0.10833010000000001,0.479757629999999,-0.039085733087164565,0.05940466653177895,False,0.36570101948117495,0.16654890481477744,424,9c5b4d51d63a7c54ad0dffd8812cfe010be9c66f47bf190e9e0aac9b52dc9929,False,native MAPIE OOB calibration scores around final own point,kWh per interval
pleia_energy,6,0.9,cqr,4951,9907,9907,9902,0.8020591500958918,0.8019592001615835,0.3264880439809418,0.9750274782469917,9907,0.0013947714463961628,-0.05001445137609858,0.0614256998794839,0.5179021280257171,0.033567662419832445,-0.02756592386480583,True,0.05803976985969517,0.13990108004441304,0,45f93b8292e78541b51ce83c0a06e156f4ddb76bd8044f89fbd62c3599e8cac8,False,asymmetric native CQR tails,kWh per interval
pleia_energy,6,0.95,cqr,4951,9907,9907,9902,0.7780357323104875,0.7779236517875177,0.3255152402874862,1.993987995021242,9907,0.0013947714463961628,-0.05001445137609858,0.0614256998794839,0.5179021280257171,0.044984913791590295,-0.2486024209322225,True,0.037549207630968,0.18441506005854447,0,fc9e2205258045107fc960c2aa28f59c19ac1f77a1426f6651aaaa880e2d9355,False,asymmetric native CQR tails,kWh per interval
