model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09127000000444241,433344512,433434624,386670592,386719744,90112,483917824,4936241152,0.05,0.078125
persistence,tuning,False,0.0006876999977976084,428650496,428675072,382509056,382541824,24576,482127872,4812939264,0.05,0.0
persistence,final_fit,False,0.0004945000109728426,428675072,428675072,382541824,382541824,0,482127872,4812939264,0.05,0.015625
persistence,calibration,False,0.0024726999981794506,428675072,428777472,382541824,382558208,102400,482127872,4812763136,0.05,0.0
persistence,inference,False,0.0036296000034781173,428777472,429039616,382558208,382881792,262144,482127872,4812455936,0.05,0.0
persistence,artifact_serialization,False,0.0006485000048996881,429240320,429256704,383078400,383111168,16384,482127872,4812455936,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.6233838000043761,434442240,537456640,387293184,556318720,103014400,537456640,4840005632,0.05,0.640625
xgboost,tuning,False,3.1960899000114296,433475584,542375936,386392064,560312320,108900352,544223232,4677636096,0.05,3.125
xgboost,final_fit,False,1.2376775000011548,538050560,546693120,555110400,563863552,8642560,547721216,4679315456,0.05,1.25
xgboost,calibration,False,0.08876199999940582,539758592,539762688,556900352,556916736,4096,547721216,4742483968,0.05,0.09375
xgboost,inference,False,0.14666860000579618,539758592,539762688,556900352,556916736,4096,547721216,4748595200,0.05,0.140625
xgboost,artifact_serialization,False,0.005864799997652881,539811840,540880896,556867584,558276608,1069056,547721216,4755734528,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6416522999934386,538583040,561270784,556294144,605184000,22687744,561303552,4807487488,0.05,0.640625
attention_lstm,tuning,False,54.49249740000232,534773760,647970816,554168320,681234432,113197056,650203136,4670062592,0.05,53.859375
attention_lstm,final_fit,False,9.977263599997968,629186560,646332416,666763264,679505920,17145856,650203136,4722581504,0.05,9.859375
attention_lstm,calibration,False,0.16380429999844637,646168576,646172672,678498304,678907904,4096,650203136,4735066112,0.05,0.15625
attention_lstm,inference,False,0.3245154000032926,646168576,646647808,678891520,679432192,479232,650203136,4737466368,0.05,0.328125
attention_lstm,artifact_serialization,False,0.00412769999820739,647987200,648302592,680660992,680837120,315392,650203136,4737994752,0.05,0.0
