model,mae,rmse,n,negative_predictions,verified
persistence,0.38969610016955786,0.5994280130858491,7667,0,True
xgboost,0.6249124004303811,0.867018757595437,7667,0,True
attention_lstm,3.525510582576228,3.8918747305354424,7667,0,True
